scopus_id,doi,year,journal,title,source_id,identity,all_scopus_ids,user_clause,grouped_clause,previous_expanded,previous_candidate,previous_primary,named_designs,targeted,minimal,expanded_plus_clause,candidate_plus_clause
85018502628,10.1016/j.appet.2017.04.016,2017,Appetite,The role of Compensatory Health Beliefs in eating behavior change: A mixed method study,29994,doi:10.1016/j.appet.2017.04.016,85018502628,false,false,false,true,false,false,false,false,false,true
85019116256,10.1016/j.appet.2017.05.013,2017,Appetite,Consumer behaviour towards price-reduced suboptimal foods in the supermarket and the relation to food waste in households,29994,doi:10.1016/j.appet.2017.05.013,85019116256,false,false,true,true,true,true,true,true,true,true
85019991008,10.1016/j.appet.2017.05.024,2017,Appetite,Increasing intention to cook from basic ingredients: A randomised controlled study,29994,doi:10.1016/j.appet.2017.05.024,85019991008,false,false,false,true,false,false,false,false,false,true
85021318467,10.1016/j.appet.2017.06.025,2017,Appetite,Randomised controlled trial of a text messaging intervention for reducing processed meat consumption: The mediating roles of anticipated regret and intention,29994,doi:10.1016/j.appet.2017.06.025,85021318467,false,false,false,true,false,false,false,false,false,true
85028326502,10.1016/j.appet.2017.08.021,2018,Appetite,An experiment assessing effects of personalized feedback about genetic susceptibility to obesity on attitudes towards diet and exercise,29994,doi:10.1016/j.appet.2017.08.021,85028326502,false,false,false,true,false,false,false,false,false,true
85034983510,10.1016/j.appet.2017.11.103,2018,Appetite,Assessing the potential impact of a front-of-pack nutritional rating system on food availability in school canteens: A randomised controlled trial,29994,doi:10.1016/j.appet.2017.11.103,85034983510,false,false,false,true,false,false,false,false,false,true
85042211239,10.1016/j.appet.2018.02.002,2018,Appetite,How effective are messages and their characteristics in changing behavioural intentions to substitute plant-based foods for red meat? The mediating role of prior beliefs,29994,doi:10.1016/j.appet.2018.02.002,85042211239,false,false,true,true,true,true,true,true,true,true
85051835657,10.1016/j.appet.2018.08.017,2018,Appetite,Promoting water intake. The persuasiveness of a messaging intervention based on anticipated negative affective reactions and self-monitoring,29994,doi:10.1016/j.appet.2018.08.017,85051835657,false,false,false,true,false,false,false,false,false,true
85054623328,10.1016/j.appet.2018.10.003,2019,Appetite,Lifestyle segmentation and political ideology: Toward understanding beliefs and behavior about local food,29994,doi:10.1016/j.appet.2018.10.003,85054623328,false,false,false,true,false,false,false,false,false,true
85062802732,10.1016/j.appet.2019.02.009,2019,Appetite,Anxiety increases visual attention to hedonic foods: A preliminary eye-tracking study on the impact of the interplay between integral and incidental affect on foods,29994,doi:10.1016/j.appet.2019.02.009,85062802732,false,false,false,true,false,false,false,false,false,true
85068250143,10.1016/j.appet.2019.104331,2019,Appetite,Informational and emotional daily messages to reduce red and processed meat consumption,29994,doi:10.1016/j.appet.2019.104331,85068250143,true,true,false,true,false,false,true,true,true,true
85073574406,10.1016/j.appet.2019.104491,2020,Appetite,Effects of interventions based on the theory of planned behavior on sugar-sweetened beverage consumption intentions and behavior,29994,doi:10.1016/j.appet.2019.104491,85073574406,false,false,false,true,false,false,false,false,false,true
85089421270,10.1016/j.appet.2020.104805,2020,Appetite,Which brand should be more nervous about nutritional information disclosure: McDonald's or Subway?,29994,doi:10.1016/j.appet.2020.104805,85089421270,false,false,false,true,false,false,false,false,false,true
85094626734,10.1016/j.appet.2020.105014,2021,Appetite,Effect of health-promoting messages in television food commercials on adolescents’ attitudes and consumption: A randomized intervention study,29994,doi:10.1016/j.appet.2020.105014,85094626734,false,false,false,true,false,false,false,false,false,true
85099183633,10.1016/j.appet.2020.105090,2021,Appetite,Effects of pairing health warning labels with energy-dense snack foods on food choice and attitudes: Online experimental study,29994,doi:10.1016/j.appet.2020.105090,85099183633,false,false,false,true,false,false,false,false,false,true
85103665247,10.1016/j.appet.2021.105229,2021,Appetite,Impact of warning labels on reducing health halo effects of nutrient content claims on breakfast cereal packages: A mixed-measures experiment,29994,doi:10.1016/j.appet.2021.105229,85103665247,false,false,false,true,false,false,false,false,false,true
85104919346,10.1016/j.appet.2021.105279,2021,Appetite,The role of meat appetite in willfully disregarding factory farming as a pandemic catalyst risk,29994,doi:10.1016/j.appet.2021.105279,85104919346,false,false,false,true,false,false,false,false,false,true
85106385724,10.1016/j.appet.2021.105293,2021,Appetite,The effectiveness of COVID-related message framing on public beliefs and behaviors related to plant-based diets,29994,doi:10.1016/j.appet.2021.105293,85106385724,false,false,false,true,false,false,false,false,false,true
85111526318,10.1016/j.appet.2021.105612,2021,Appetite,"Impact of diagnostic labels and causal explanations for weight gain on diet intentions, cognitions and emotions: An experimental online study",29994,doi:10.1016/j.appet.2021.105612,85111526318,false,false,false,true,false,false,false,false,false,true
85114941009,10.1016/j.appet.2021.105696,2022,Appetite,The organic diet effect on person perception,29994,doi:10.1016/j.appet.2021.105696,85114941009,true,true,false,false,false,false,true,true,true,true
85117104597,10.1016/j.appet.2021.105749,2022,Appetite,The effect of priming on food choice: A field and laboratory study,29994,doi:10.1016/j.appet.2021.105749,85117104597,false,false,false,true,false,false,false,false,false,true
85125709953,10.1016/j.appet.2022.105981,2022,Appetite,Educational interventions and animal consumption: Results from lab and field studies,29994,doi:10.1016/j.appet.2022.105981,85125709953,false,false,true,true,true,false,true,false,true,true
85128977351,10.1016/j.appet.2022.106041,2022,Appetite,‘Don't stop believing’: The role of training beliefs in cognitive bias modification paradigms,29994,doi:10.1016/j.appet.2022.106041,85128977351,true,true,false,true,false,false,true,true,true,true
85129759640,10.1016/j.appet.2022.106059,2022,Appetite,Do sugar warning labels influence parents’ selection of a labeled snack for their children? A randomized trial in a virtual convenience store,29994,doi:10.1016/j.appet.2022.106059,85129759640,false,false,false,true,false,false,false,false,false,true
85132522022,10.1016/j.appet.2022.106129,2022,Appetite,"Animal rights, environment, or health? Effects of argument type and dissonance on the attitudes toward the consumption of animals",29994,doi:10.1016/j.appet.2022.106129,85132522022,false,false,false,true,false,false,false,false,false,true
85133724346,10.1016/j.appet.2022.106131,2022,Appetite,"Comparative effectiveness of mindfulness and mindful eating programmes among low-income overweight women in primary health care: A randomised controlled pragmatic study with psychological, biochemical, and anthropometric outcomes",29994,doi:10.1016/j.appet.2022.106131,85133724346,false,false,false,true,false,false,false,false,false,true
85140967795,10.1016/j.appet.2022.106355,2023,Appetite,The country–of–origin label impact on intention to consume insect-based food,29994,doi:10.1016/j.appet.2022.106355,85140967795,false,false,false,true,false,false,false,false,false,true
85142316630,10.1016/j.appet.2022.106372,2023,Appetite,The influence of social norms on anticipated snacking: An experimental study comparing different types of social norms,29994,doi:10.1016/j.appet.2022.106372,85142316630,false,false,false,true,false,false,false,false,false,true
85159768616,10.1016/j.appet.2023.106608,2023,Appetite,Fifty shades of grain – Increasing whole grain consumption through daily messages,29994,doi:10.1016/j.appet.2023.106608,85159768616,true,true,false,true,false,false,true,true,true,true
85192292417,10.1016/j.appet.2024.107405,2024,Appetite,Health or environment? Understanding which informative message is more effective in replacing red meat with mushroom-based alternatives,29994,doi:10.1016/j.appet.2024.107405,85192292417,false,false,false,true,false,false,false,false,false,true
85196356886,10.1016/j.appet.2024.107528,2024,Appetite,Social impediments to meat-eaters’ adherence to critical calls for a meat-free diet: An experimental test of social norm and message source effects,29994,doi:10.1016/j.appet.2024.107528,85196356886,true,true,false,false,false,false,true,true,true,true
85196281125,10.1016/j.appet.2024.107548,2024,Appetite,Two online randomised controlled trials examining effects of alcohol calorie labelling on hypothetical ordering of calories from alcohol and food,29994,doi:10.1016/j.appet.2024.107548,85196281125,false,false,false,true,false,false,false,false,false,true
85196619767,10.1016/j.appet.2024.107554,2024,Appetite,Can mindfulness-based training impact explicit and implicit attitudes and sustainable nutrition behavior? A focus on vegetarianism,29994,doi:10.1016/j.appet.2024.107554,85196619767,false,false,false,true,false,false,false,false,false,true
85202897155,10.1016/j.appet.2024.107656,2024,Appetite,The role of conventional meat unnaturalness in cultured meat acceptance: A test of holistic mindset,29994,doi:10.1016/j.appet.2024.107656,85202897155,false,false,false,true,false,false,false,false,false,true
85205815691,10.1016/j.appet.2024.107692,2024,Appetite,Untangling the dairy paradox: How vegetarians experience and navigate the cognitive dissonance aroused by their dairy consumption,29994,doi:10.1016/j.appet.2024.107692,85205815691,false,false,false,true,false,false,false,false,false,true
85209403266,10.1016/j.appet.2024.107759,2025,Appetite,Effectiveness of the Eco-score food label: An information experiment combined with Nutri-score label in Belgium,29994,doi:10.1016/j.appet.2024.107759,85209403266,false,false,true,true,true,false,true,false,true,true
85213004814,10.1016/j.appet.2024.107827,2025,Appetite,This is MY earth: Hybrid meat's impact on psychological ownership,29994,doi:10.1016/j.appet.2024.107827,85213004814,false,false,false,true,false,false,false,false,false,true
85215982862,10.1016/j.appet.2025.107869,2025,Appetite,Examining the moderation of the relationship between socio-economic status and consumption intentions by food information labels,29994,doi:10.1016/j.appet.2025.107869,85215982862,false,false,false,true,false,false,false,false,false,true
85216459598,10.1016/j.appet.2025.107886,2025,Appetite,Goal-framing theory and sustainable food choices: Leveraging spillover to activate moral,29994,doi:10.1016/j.appet.2025.107886,85216459598,false,false,true,true,true,true,true,true,true,true
85217921585,10.1016/j.appet.2025.107895,2025,Appetite,Taking action through stories: Promoting carbon-neutral meat consumption with narrative and message framing,29994,doi:10.1016/j.appet.2025.107895,85217921585,false,false,false,true,false,false,false,false,false,true
105005356930,10.1016/j.appet.2025.108055,2025,Appetite,When multi-labelling backfires: The influence of sustainability FOP labels valence and orientation,29994,doi:10.1016/j.appet.2025.108055,105005356930,false,false,false,true,false,false,false,false,false,true
105014601700,10.1016/j.appet.2025.108282,2026,Appetite,Mothers’ perceptions of marketing elements on infant formula packages: A mixed-methods exploration in Uruguay,29994,doi:10.1016/j.appet.2025.108282,105014601700,false,false,false,true,false,false,false,false,false,true
105035484708,10.1016/j.appet.2026.108537,2026,Appetite,"Effects of dual front-of-pack nutrition and sustainability labelling on consumer understanding, purchase intentions, food choices and willingness to pay: A systematic literature review",29994,doi:10.1016/j.appet.2026.108537,105035484708,false,false,false,true,false,false,false,false,false,true
85049318932,10.1016/j.aquaculture.2018.06.075,2018,Aquaculture,Mortality investigation of Mytilus edulis and Mytilus galloprovincialis in France: An experimental survey under laboratory conditions,29419,doi:10.1016/j.aquaculture.2018.06.075,85049318932,false,false,true,true,true,true,true,true,true,true
105026610573,10.1016/j.arth.2025.12.013,2026,Journal of Arthroplasty,Artificial Intelligence–Driven Decision-Making for Knee Joint Manipulation Following Primary Total Knee Arthroplasty,12191,doi:10.1016/j.arth.2025.12.013,105026610573,false,false,false,true,false,false,false,false,false,true
85189142068,10.1016/j.asw.2024.100830,2024,Assessing Writing,Visualizing formative feedback in statistics writing: An exploratory study of student motivation using DocuScope Write & Audit,23429,doi:10.1016/j.asw.2024.100830,85189142068,false,false,false,true,false,false,false,false,false,true
105042509463,10.1016/j.asw.2026.101090,2026,Assessing Writing,"From keystrokes to scores: Toward a multidimensional predictive model of writing evaluation by humans and large language models across linguistic, cognitive, and social dimensions",23429,doi:10.1016/j.asw.2026.101090,105042509463,false,false,false,true,false,false,false,false,false,true
75149177972,10.1016/j.bandc.2009.08.016,2010,Brain and Cognition,Examining lateralized semantic access using pictures,12163,doi:10.1016/j.bandc.2009.08.016,75149177972,false,false,false,true,false,false,false,false,false,true
75149165988,10.1016/j.bandc.2009.09.009,2010,Brain and Cognition,The right parahippocampal gyrus contributes to the formation and maintenance of bound information in working memory,12163,doi:10.1016/j.bandc.2009.09.009,75149165988,true,true,false,false,false,false,true,true,true,true
84864919639,10.1016/j.bandc.2012.06.003,2012,Brain and Cognition,"Inaction inertia, the sunk cost effect, and handedness: Avoiding the losses of past decisions",12163,doi:10.1016/j.bandc.2012.06.003,84864919639,false,false,false,true,false,false,false,false,false,true
84867236542,10.1016/j.bandc.2012.08.003,2012,Brain and Cognition,Can clouds dance? Part 2: An ERP investigation of passive conceptual expansion,12163,doi:10.1016/j.bandc.2012.08.003,84867236542,false,false,false,true,false,false,false,false,false,true
84907962878,10.1016/j.bandc.2014.09.002,2014,Brain and Cognition,Modulating the interference effect on spatial working memory by applying transcranial direct current stimulation over the right dorsolateral prefrontal cortex,12163,doi:10.1016/j.bandc.2014.09.002,84907962878,true,true,false,false,false,false,true,true,true,true
85067835282,10.1016/j.bandc.2019.103580,2019,Brain and Cognition,On the sensitivity of event-related potentials to retrieval mode,12163,doi:10.1016/j.bandc.2019.103580,85067835282,false,false,false,true,false,false,false,false,false,true
85050936673,10.1016/j.beth.2018.07.001,2019,Behavior Therapy,The Relative Effects of Abstract Versus Concrete Processing on Proactivity in Depression,12107,doi:10.1016/j.beth.2018.07.001,85050936673,false,false,false,true,false,false,false,false,false,true
85055667429,10.1016/j.beth.2018.10.001,2019,Behavior Therapy,Predictors of Symptom Outcome in Interpretation Bias Modification for Dysphoria,12107,doi:10.1016/j.beth.2018.10.001,85055667429,false,false,false,true,false,false,false,false,false,true
85078272277,10.1016/j.beth.2019.11.003,2020,Behavior Therapy,Predictors of Dropout in Cognitive Processing Therapy for PTSD: An Examination of Trauma Narrative Content,12107,doi:10.1016/j.beth.2019.11.003,85078272277,false,false,false,true,false,false,false,false,false,true
85099169297,10.1016/j.beth.2020.10.003,2021,Behavior Therapy,Improving Delivery Behaviors During Exposure for Pediatric OCD: A Multiple Baseline Training Trial With Community Therapists,12107,doi:10.1016/j.beth.2020.10.003,85099169297,false,false,false,true,false,false,false,false,false,true
85118338188,10.1016/j.beth.2021.08.003,2022,Behavior Therapy,Sudden Gains in Two Trauma-Focused Treatments for Posttraumatic Stress Disorder,12107,doi:10.1016/j.beth.2021.08.003,85118338188,false,false,false,true,false,false,false,false,false,true
85136268615,10.1016/j.beth.2022.06.006,2022,Behavior Therapy,Is Therapist Support Needed? Comparing Therapist- and Self-Guided Internet-Based CBT for Somatic Symptom Distress (iSOMA) in Emerging Adults,12107,doi:10.1016/j.beth.2022.06.006,85136268615,false,false,false,true,false,false,false,false,false,true
85141964781,10.1016/j.beth.2022.09.002,2023,Behavior Therapy,Using Client Narratives to Identify Predictors of Outcome in Written Exposure Therapy and Cognitive Processing Therapy,12107,doi:10.1016/j.beth.2022.09.002,85141964781,false,false,false,true,false,false,false,false,false,true
105035641403,10.1016/j.beth.2026.01.003,2026,Behavior Therapy,Effects of Appearance Preoccupation and Safety Behaviors in Body Dysmorphic Disorder: An Ecological Momentary Assessment Study,12107,doi:10.1016/j.beth.2026.01.003,105035641403,false,false,false,true,false,false,false,false,false,true
84873497711,10.1016/j.biocon.2012.11.031,2013,Biological Conservation,Socioeconomic consequences of fishing displacement from marine protected areas in Hawaii,17244,doi:10.1016/j.biocon.2012.11.031,84873497711,false,false,false,true,true,true,true,true,false,true
85061579882,10.1016/j.biocon.2019.01.016,2019,Biological Conservation,"Habituation, sensitization, or consistent behavioral responses? Brown bear responses after repeated approaches by humans on foot",17244,doi:10.1016/j.biocon.2019.01.016,85061579882,false,false,false,true,false,false,false,false,false,true
85078058157,10.1016/j.biocon.2019.108391,2020,Biological Conservation,Reduce or redirect? Which social marketing interventions could influence demand for traditional medicines?,17244,doi:10.1016/j.biocon.2019.108391,85078058157,false,false,true,true,true,true,true,true,true,true
85086087249,10.1016/j.biocon.2020.108522,2020,Biological Conservation,The influence of message framing on public beliefs and behaviors related to species reintroduction,17244,doi:10.1016/j.biocon.2020.108522,85086087249,false,false,true,true,true,true,true,true,true,true
85142163686,10.1016/j.biocon.2022.109745,2022,Biological Conservation,Charisma failure: Understanding differences in support for conservation of Asian elephants compared to tigers and African elephants,17244,doi:10.1016/j.biocon.2022.109745,85142163686,false,false,true,true,true,true,true,true,true,true
85168832600,10.1016/j.biocon.2023.110253,2023,Biological Conservation,Cattle ranchers' tolerance to jaguar revealed through a spectrum of intended behaviours across a gradient of losses in a gamified survey-based field experiment,17244,doi:10.1016/j.biocon.2023.110253,85168832600,false,false,false,true,false,false,false,false,false,true
85183525068,10.1016/j.biocon.2024.110458,2024,Biological Conservation,Demand reduction campaigns could reduce the domestic trade in illegal wildlife in Peru,17244,doi:10.1016/j.biocon.2024.110458,85183525068,false,false,true,true,true,true,true,true,true,true
105018032309,10.1016/j.biocon.2025.111438,2025,Biological Conservation,Mitigating collision-caused bird mortality through message framing: Insights from residents' intentions for bird-safe windows,17244,doi:10.1016/j.biocon.2025.111438,105018032309,false,false,true,true,true,true,true,true,true,true
105025526891,10.1016/j.biocon.2025.111681,2026,Biological Conservation,Context matters: German public perceptions of trophy hunting in sub-Saharan Africa,17244,doi:10.1016/j.biocon.2025.111681,105025526891,false,false,true,true,true,true,true,true,true,true
105037401011,10.1016/j.biocon.2026.111869,2026,Biological Conservation,Preferences for fair decision-making principles in marine conservation,17244,doi:10.1016/j.biocon.2026.111869,105037401011,false,false,true,true,true,true,true,true,true,true
105042991582,10.1016/j.biocon.2026.111977,2026,Biological Conservation,Cognitive and sensory pathways to enhance public perceptions and conservation support for a non-charismatic fish,17244,doi:10.1016/j.biocon.2026.111977,105042991582,false,false,false,true,false,false,false,false,false,true
84906765911,10.1016/j.biopsycho.2014.08.004,2014,Biological Psychology,Mindset induction effects on cognitive control: A neurobehavioral investigation,12145,doi:10.1016/j.biopsycho.2014.08.004,84906765911,false,false,true,true,true,false,true,false,true,true
84939434222,10.1016/j.biopsycho.2015.07.005,2015,Biological Psychology,Emotion impairs extrinsic source memory-An ERP study,12145,doi:10.1016/j.biopsycho.2015.07.005,84939434222,false,false,false,true,false,false,false,false,false,true
85141388410,10.1016/j.biortech.2022.128217,2023,Bioresource Technology,Sewage sludge acidogenic fermentation for organic resource recovery towards carbon neutrality: An experimental survey testing the headspace influence,15423,doi:10.1016/j.biortech.2022.128217,85141388410,false,false,true,true,true,true,true,true,true,true
77954538528,10.1016/j.biosystems.2010.04.009,2010,Biosystems,Coevolution of honest signaling and cooperative norms by cultural group selection,13794,doi:10.1016/j.biosystems.2010.04.009,77954538528,false,false,false,true,false,false,false,false,false,true
85061830922,10.1016/j.bja.2019.01.017,2019,British Journal of Anaesthesia,Training novice anaesthesiology trainees to speak up for patient safety,21858,doi:10.1016/j.bja.2019.01.017,85061830922,false,false,false,true,false,false,false,false,false,true
70849100852,10.1016/j.brainres.2009.10.030,2010,Brain Research,Neural substrates of irony comprehension: A functional MRI study,14346,doi:10.1016/j.brainres.2009.10.030,70849100852,true,true,false,false,false,false,true,true,true,true
72749106763,10.1016/j.brainres.2009.10.077,2010,Brain Research,The communicative style of a speaker can affect language comprehension? ERP evidence from the comprehension of irony,14346,doi:10.1016/j.brainres.2009.10.077,72749106763,true,true,false,false,false,false,true,true,true,true
72649094709,10.1016/j.brainres.2009.11.046,2010,Brain Research,Perception of intentions and actions: Gender stereotype susceptibility,14346,doi:10.1016/j.brainres.2009.11.046,72649094709,false,false,false,true,false,false,false,false,false,true
84896796513,10.1016/j.brainres.2014.02.011,2014,Brain Research,Dissociable neural systems for moral judgment of anti- and pro-social lying,14346,doi:10.1016/j.brainres.2014.02.011,84896796513,false,false,false,true,false,false,false,false,false,true
85141382883,10.1016/j.brainres.2022.148148,2023,Brain Research,Deaf individuals use compensatory strategies to estimate visual time events,14346,doi:10.1016/j.brainres.2022.148148,85141382883,true,true,false,false,false,false,true,true,true,true
74749107701,10.1016/j.brat.2009.10.002,2010,Behaviour Research and Therapy,Can Rachman's indirect pathways be used to un-learn fear? A prospective paradigm to test whether children's fears can be reduced using positive information and modelling a non-anxious response,12127,doi:10.1016/j.brat.2009.10.002,74749107701,false,false,false,true,false,false,false,false,false,true
84855826180,10.1016/j.brat.2011.11.006,2012,Behaviour Research and Therapy,Blushing-fearful individuals overestimate the costs and probability of their blushing,12127,doi:10.1016/j.brat.2011.11.006,84855826180,false,false,false,true,false,false,false,false,false,true
84860592875,10.1016/j.brat.2012.03.002,2012,Behaviour Research and Therapy,Therapist effects and the dissemination of cognitive behavior therapy for chronic fatigue syndrome in community-based mental health care,12127,doi:10.1016/j.brat.2012.03.002,84860592875,false,false,false,true,false,false,false,false,false,true
84909982302,10.1016/j.brat.2014.07.013,2014,Behaviour Research and Therapy,Are PTSD treatment choices and treatment beliefs related to depression symptoms and depression-relevant treatment rationales?,12127,doi:10.1016/j.brat.2014.07.013,84909982302,false,false,false,true,false,false,false,false,false,true
84923059840,10.1016/j.brat.2015.01.002,2015,Behaviour Research and Therapy,Rape survivors' trauma-related beliefs before and after Cognitive processing therapy: Associations with PTSD and depression symptoms,12127,doi:10.1016/j.brat.2015.01.002,84923059840,false,false,false,true,false,false,false,false,false,true
85090220253,10.1016/j.brat.2020.103708,2020,Behaviour Research and Therapy,Development of a brief online intervention to address aggression in the context of emotion-related impulsivity: Evidence from a wait-list controlled trial,12127,doi:10.1016/j.brat.2020.103708,85090220253,false,false,false,true,false,false,false,false,false,true
85108790861,10.1016/j.brat.2021.103918,2021,Behaviour Research and Therapy,The temporal sequence of change in PTSD symptoms and hypothesized mediators in Cognitive Processing Therapy and Written Exposure Therapy for PTSD,12127,doi:10.1016/j.brat.2021.103918,85108790861,false,false,false,true,false,false,false,false,false,true
85143379565,10.1016/j.brat.2022.104220,2022,Behaviour Research and Therapy,Linguistic distancing predicts response to a digital single-session intervention for adolescent depression,12127,doi:10.1016/j.brat.2022.104220,85143379565,false,false,false,true,false,false,false,false,false,true
85176256897,10.1016/j.brat.2023.104428,2023,Behaviour Research and Therapy,Predictors of dropout in cognitive processing therapy for PTSD: An examination of in-session treatment processes,12127,doi:10.1016/j.brat.2023.104428,85176256897,false,false,false,true,false,false,false,false,false,true
85189968713,10.1016/j.brat.2024.104526,2024,Behaviour Research and Therapy,Less bang for my buck: Diminished anticipated enjoyment contributes to dysphoria-linked deficit in activity behavioural engagement choice,12127,doi:10.1016/j.brat.2024.104526,85189968713,true,true,false,false,false,false,true,true,true,true
105007542175,10.1016/j.brat.2025.104790,2025,Behaviour Research and Therapy,Effects of text message reminders of safety behavior reduction on health anxiety: A randomized control trial,12127,doi:10.1016/j.brat.2025.104790,105007542175,false,false,false,true,false,false,false,false,false,true
105038729324,10.1016/j.brat.2026.105069,2026,Behaviour Research and Therapy,Attentional bias to signals predicting negative information in depression: Evidence from a reliable attention paradigm,12127,doi:10.1016/j.brat.2026.105069,105038729324,false,false,true,true,true,false,true,false,true,true
105038901324,10.1016/j.brat.2026.105086,2026,Behaviour Research and Therapy,Trauma disclosure and willingness to involve close others in therapy across two exposure-based treatments for PTSD,12127,doi:10.1016/j.brat.2026.105086,105038901324,false,false,false,true,false,false,false,false,false,true
84875241762,10.1016/j.buildenv.2013.02.008,2013,Building and Environment,Moisture dynamics in an historical masonry structure: The Cathedral of Lecce (South Italy),26874,doi:10.1016/j.buildenv.2013.02.008,84875241762,false,false,true,true,true,true,true,true,true,true
85101000652,10.1016/j.buildenv.2021.107686,2021,Building and Environment,Creating positive atmosphere and emotion in an office-like environment: A methodology for the lit environment,26874,doi:10.1016/j.buildenv.2021.107686,85101000652,false,false,false,true,false,false,false,false,false,true
85127475294,10.1016/j.buildenv.2022.109032,2022,Building and Environment,Supervised learning-based assessment of office layout satisfaction in academic buildings,26874,doi:10.1016/j.buildenv.2022.109032,85127475294,false,false,false,true,false,false,false,false,false,true
85129105272,10.1016/j.buildenv.2022.109090,2022,Building and Environment,Targeting occupant feedback using digital twins: Adaptive spatial–temporal thermal preference sampling to optimize personal comfort models,26874,doi:10.1016/j.buildenv.2022.109090,85129105272,false,false,false,true,false,false,false,false,false,true
85163848586,10.1016/j.buildenv.2023.110560,2023,Building and Environment,EEG alpha wave responses to sounds from neighbours in high-rise wood residential buildings,26874,doi:10.1016/j.buildenv.2023.110560,85163848586,false,false,false,true,false,false,false,false,false,true
85165623494,10.1016/j.buildenv.2023.110622,2023,Building and Environment,A socio-cultural perspective to semi-outdoor thermal experience and restorative benefits – Comparison between Chinese and Australian cultural groups,26874,doi:10.1016/j.buildenv.2023.110622,85165623494,false,false,false,true,false,false,false,false,false,true
85193447299,10.1016/j.buildenv.2024.111657,2024,Building and Environment,Evaluating the impact of bird collision prevention glazing patterns on window views,26874,doi:10.1016/j.buildenv.2024.111657,85193447299,false,false,true,true,true,true,true,true,true,true
85211504731,10.1016/j.buildenv.2024.112436,2025,Building and Environment,Limitations of correlated colour temperature in visual perception and its implications for evaluating the colour rendition quality of indoor lighting,26874,doi:10.1016/j.buildenv.2024.112436,85211504731,false,false,false,true,false,false,false,false,false,true
85216519745,10.1016/j.buildenv.2025.112633,2025,Building and Environment,"Indoor air parameters in association with students’ performance, rating of indoor conditions and well-being during classes",26874,doi:10.1016/j.buildenv.2025.112633,85216519745,false,false,false,true,false,false,false,false,false,true
105029458960,10.1016/j.buildenv.2026.114315,2026,Building and Environment,Exploring students’ environmental preferences in classrooms: A VR-based discrete choice experiment on lighting and acoustic conditions,26874,doi:10.1016/j.buildenv.2026.114315,105029458960,false,false,false,true,false,false,false,false,false,true
85202556588,10.1016/j.bushor.2024.08.003,2024,Business Horizons,"Stakeholder satisfaction with corporate conflict engagement actions: Exploring the effects of goodwill, trust, and value alignment",20209,doi:10.1016/j.bushor.2024.08.003,85202556588,false,false,false,true,false,false,false,false,false,true
85217803248,10.1016/j.catena.2025.108830,2025,Catena,Temperature and precipitation effects on soil nitrogen availability and cycling in Chinese fir plantations across subtropical China,25155,doi:10.1016/j.catena.2025.108830,85217803248,false,false,true,true,true,true,true,true,true,true
85066625424,10.1016/j.cbpra.2019.03.001,2020,Cognitive and Behavioral Practice,A Novel Technology-Enhanced Internalized Stigma and Shame Intervention for HIV-Positive Persons With Substance Use Disorders,12867,doi:10.1016/j.cbpra.2019.03.001,85066625424,false,false,false,true,false,false,false,false,false,true
84856225044,10.1016/j.cct.2011.10.016,2012,Contemporary Clinical Trials,Cognitive behavioural therapy as an adjunct to pharmacotherapy for treatment resistant depression in primary care: The CoBalT randomised controlled trial protocol,130115,doi:10.1016/j.cct.2011.10.016,84856225044,false,false,false,true,false,false,false,false,false,true
85054469420,10.1016/j.cct.2018.10.002,2018,Contemporary Clinical Trials,A web-based program to improve treatment adherence in patients with type 2 diabetes: Development and study protocol,130115,doi:10.1016/j.cct.2018.10.002,85054469420,false,false,false,true,false,false,false,false,false,true
85060861359,10.1016/j.cct.2018.12.014,2019,Contemporary Clinical Trials,Link-me: Protocol for a randomised controlled trial of a systematic approach to stepped mental health care in primary care,130115,doi:10.1016/j.cct.2018.12.014,85060861359,false,false,false,true,false,false,false,false,false,true
85063760912,10.1016/j.cct.2019.03.006,2019,Contemporary Clinical Trials,Proactive text messaging (GetReady2Quit) and nicotine replacement therapy to promote smoking cessation among smokers in primary care: A pilot randomized trial protocol,130115,doi:10.1016/j.cct.2019.03.006,85063760912,false,false,false,true,false,false,false,false,false,true
85099632004,10.1016/j.cct.2020.106253,2021,Contemporary Clinical Trials,Engaging fathers in the first 1000 days to improve perinatal outcomes and prevent obesity: Rationale and design of the First Heroes randomized trial,130115,doi:10.1016/j.cct.2020.106253,85099632004,false,false,false,true,false,false,false,false,false,true
85106945935,10.1016/j.cct.2021.106433,2021,Contemporary Clinical Trials,Patient-centered mobile health technology intervention to improve self-care in patients with chronic heart failure: Protocol for a feasibility randomized controlled trial,130115,doi:10.1016/j.cct.2021.106433,85106945935,false,false,false,true,false,false,false,false,false,true
85116548497,10.1016/j.cct.2021.106584,2021,Contemporary Clinical Trials,Effects of financial incentives on volunteering for clinical trials: A randomized vignette experiment,130115,doi:10.1016/j.cct.2021.106584,85116548497,false,false,true,true,true,true,true,true,true,true
85125234583,10.1016/j.cct.2022.106711,2022,Contemporary Clinical Trials,Protocol: Effectiveness of message content and format on individual and collective efficacy in reducing the intention to consume sugar-sweetened beverages,130115,doi:10.1016/j.cct.2022.106711,85125234583,false,false,false,true,false,false,false,false,false,true
