queue_position,batch,scopus_id,suggested_filename,title,year,journal,doi,article_url,credited_authids,credited_researchers,n_credited_researchers,rationale,question,requested_evidence,local_pdf_available,local_filenames,download_status,open_access_status,open_access_note,needed_material,fulltext_review_note,manual_download_url,acquired_from_url,top50_us_tied_pairs_separated_if_us,top50_total_ties_differentiated_if_us,distinct_tied_pairs_separated_if_us,new_top50_us_tied_pairs_if_us,potential_priority_weight,us_positive_scenario,manual_retrieval_status,manual_retrieval_note,new_pair_coverage_in_batch,tie_priority_position,tie_priority_batch
77,8,85172009271,85172009271.pdf,Does scientific research change minds? Linking criminology and public perceptions of policing,2024,Criminology and Public Policy,10.1111/1745-9133.12644,https://doi.org/10.1111/1745-9133.12644,57211410814,Hunter M. Boehme,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,hybrid,"Open location indexed, but no verified PDF could be downloaded automatically",complete article,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1745-9133.12644,,6,3,6,8,0.13043478,"Hunter M. Boehme: US 4→5, rank 46→38",,,6,47,5
96,10,85095133927,85095133927.pdf,When Is Retaliation Respected? Status and Vengefulness in Intergroup and Interpersonal Contexts,2020,Socius,10.1177/2378023120967199,https://doi.org/10.1177/2378023120967199,55636964600,Long Doan,1,The online conflict-status experiments do not locate their respondents.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,gold,"Open location indexed, but no verified PDF could be downloaded automatically",complete article,,https://journals.sagepub.com/doi/pdf/10.1177/2378023120967199,,9,0,9,10,0.46240602,"Long Doan: US 6→7, rank 28→18",,,5,48,5
104,11,105015105489,105015105489.pdf,Does civilian oversight impact police legitimacy?,2025,Pnas Nexus,10.1093/pnasnexus/pgaf267,https://doi.org/10.1093/pnasnexus/pgaf267,57220203816,Kaylyn Jackson Schiff,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,gold,"Open location indexed, but no verified PDF could be downloaded automatically",complete article,,https://academic.oup.com/pnasnexus/advance-article-pdf/doi/10.1093/pnasnexus/pgaf267/64099368/pgaf267.pdf,,7,0,7,10,0.32706767,"Kaylyn Jackson Schiff: US 5→6, rank 38→28",,,5,49,5
89,9,85019003064,85019003064.pdf,Legitimacy from Decision-Making Influence and Outcome Favourability: Results from General Population Survey Experiments,2017,Political Studies,10.1177/0032321716667956,https://doi.org/10.1177/0032321716667956,50861069700,Sveinung Arnesen,1,Decision-making experiments without country.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,bronze,"Open location indexed, but no verified PDF could be downloaded automatically",complete article,,https://journals.sagepub.com/doi/pdf/10.1177/0032321716667956,,0,5,5,0,0.10638298,"Sveinung Arnesen: US 0→1, rank 84→73",,,5,50,5
56,6,85091202562,85091202562.pdf,Body-Worn Cameras and Transparency: Experimental Evidence of Inconsistency in Police Executive Decision-Making,2022,Justice Quarterly,10.1080/07418825.2020.1821086,https://doi.org/10.1080/07418825.2020.1821086,38061940400,Justin T. Pickett,1,National police executive sample without country.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,closed,No open location found in the checked metadata; manual search or institutional access may succeed,complete article,,https://doi.org/10.1080/07418825.2020.1821086,,9,0,9,10,0.46240602,"Justin T. Pickett: US 6→7, rank 28→18",,,9,51,6
68,7,85099984460,85099984460.pdf,When Unfamiliarity Breeds Contempt: How Partisan Selective Exposure Sustains Oppositional Media Hostility,2021,American Political Science Review,10.1017/S0003055420001124,https://doi.org/10.1017/S0003055420001124,55612017400,Erik Peterson,1,Partisan media without named parties or country.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,closed,No open location found in the checked metadata; manual search or institutional access may succeed,complete article,,https://doi.org/10.1017/S0003055420001124,,9,1,9,10,0.46240602,"Erik Peterson: US 6→7, rank 28→18",,,8,52,6
19,2,85066959974,85066959974.pdf,Measuring Generalized Trust: Two New Approaches,2022,Sociological Methods and Research,10.1177/0049124119852371,https://doi.org/10.1177/0049124119852371,36775562800,Blaine G. Robbins,1,Qualtrics panel without country.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,closed,No open location found in the checked metadata; manual search or institutional access may succeed,complete article,,https://doi.org/10.1177/0049124119852371,,7,0,7,10,1.0,"Blaine G. Robbins: US 5→6, rank 38→28",,,7,53,6
76,8,85125280963,85125280963.pdf,Do Belief Systems Exhibit Dynamic Constraint?,2022,Journal of Politics,10.1086/716294,https://doi.org/10.1086/716294,56590030100,Alexander Coppock,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,closed,No open location found in the checked metadata; manual search or institutional access may succeed,complete article,,https://doi.org/10.1086/716294,,9,0,9,10,0.46240602,"Alexander Coppock: US 6→7, rank 28→18",,,7,54,6
97,10,85143607111,85143607111.pdf,Can Light Contact with the Police Motivate Political Participation? Evidence from Traffic Stops,2022,Journal of Race Ethnicity and Politics,10.1017/rep.2022.18,https://doi.org/10.1017/rep.2022.18,55175754800,Leah Christiani,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,closed,No open location found in the checked metadata; manual search or institutional access may succeed,complete article,,https://doi.org/10.1017/rep.2022.18,,9,0,9,10,0.46240602,"Leah Christiani: US 6→7, rank 28→18",,,6,55,6
78,8,85196196052,85196196052.pdf,"Does the public want the police to stop, stopping? An experimental look at the impact of outcome data on public perceptions of police discretionary traffic stops",2025,Journal of Experimental Criminology,10.1007/s11292-024-09625-w,https://doi.org/10.1007/s11292-024-09625-w,57211410814,Hunter M. Boehme,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,hybrid,"Open location indexed, but no verified PDF could be downloaded automatically",complete article,,https://doi.org/10.1007/s11292-024-09625-w,,6,3,6,8,0.13043478,"Hunter M. Boehme: US 4→5, rank 46→38",,,6,56,6
90,9,85024131036,85024131036.pdf,First Equals Most Important? Order Effects in Vignette-Based Measurement,2017,Sociological Methods and Research,10.1177/0049124115591016,https://doi.org/10.1177/0049124115591016,17345075500,Katrin Auspurg,1,The student sample's country is unspecified.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,closed,No open location found in the checked metadata; manual search or institutional access may succeed,complete article,,https://doi.org/10.1177/0049124115591016,,0,5,5,0,0.10638298,"Katrin Auspurg: US 0→1, rank 84→73",,,5,57,6
39,4,85012118612,85012118612.pdf,The conditional nature of the local warming effect,2017,Weather Climate and Society,10.1175/WCAS-D-16-0012.1,https://doi.org/10.1175/WCAS-D-16-0012.1,6603696960,James N. Druckman,1,No country-specific sampling information.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,closed,No open location found in the checked metadata; manual search or institutional access may succeed,complete article,,https://doi.org/10.1175/WCAS-D-16-0012.1,,4,2,4,0,1.0,"James N. Druckman: US 10→11, rank 4→4",,,4,58,6
91,10,85041497842,85041497842.pdf,Do Polls Influence Opinions? Investigating Poll Feedback Loops Using the Novel Dynamic Response Feedback Experimental Procedure,2018,Social Science Computer Review,10.1177/0894439317731721,https://doi.org/10.1177/0894439317731721,50861069700,Sveinung Arnesen,1,Probability online panel without country.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,hybrid,"Open location indexed, but no verified PDF could be downloaded automatically",complete article,,https://journals.sagepub.com/doi/pdf/10.1177/0894439317731721,,0,5,5,0,0.10638298,"Sveinung Arnesen: US 0→1, rank 84→73",,,4,59,6
23,3,85062719018,85062719018.pdf,Counteracting Climate Science Politicization With Effective Frames and Imagery,2019,Science Communication,10.1177/1075547019834565,https://doi.org/10.1177/1075547019834565,12794521600,Toby Bolsen,1,Climate change experiment without country.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,green,"Open location indexed, but no verified PDF could be downloaded automatically",complete article,,https://scholarworks.gsu.edu/urban_studies_institute/51,,4,0,4,0,1.0,"Toby Bolsen: US 10→11, rank 4→4",,,3,60,6
20,2,85097264174,85097264174.pdf,Mapping the Production and Mobilization Functions of Collective Action,2020,Socius,10.1177/2378023120977722,https://doi.org/10.1177/2378023120977722,36775562800,Blaine G. Robbins,1,University students without country.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,gold,"Open location indexed, but no verified PDF could be downloaded automatically",complete article,,https://journals.sagepub.com/doi/pdf/10.1177/2378023120977722,,7,0,7,10,1.0,"Blaine G. Robbins: US 5→6, rank 38→28",,,7,61,7
79,8,105021850455,105021850455.pdf,Assessing Public Support of Gunshot Detection Technology Through a Framing Survey Experiment,2025,Crime and Delinquency,10.1177/00111287251384656,https://doi.org/10.1177/00111287251384656,57211410814,Hunter M. Boehme,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,hybrid,"Open location indexed, but no verified PDF could be downloaded automatically",complete article,,https://doi.org/10.1177/00111287251384656,,6,3,6,8,0.13043478,"Hunter M. Boehme: US 4→5, rank 46→38",,,6,62,7
92,10,85084494184,85084494184.pdf,Service professionals' response to volunteer involvement in service production,2020,Journal of Public Administration Research and Theory,10.1093/jopart/muz028,https://doi.org/10.1093/jopart/muz028,56689411500,Mette Kjærgaard Thomsen,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,hybrid,"Open location indexed, but no verified PDF could be downloaded automatically",complete article,,https://doi.org/10.1093/jopart/muz028,,0,5,5,0,0.10638298,"Mette Kjærgaard Thomsen: US 0→1, rank 84→73",,,5,63,7
40,4,85084324260,85084324260.pdf,Men’s Overpersistence and the Gender Gap in Science and Mathematics,2019,Socius,10.1177/2378023118821836,https://doi.org/10.1177/2378023118821836,16305967100,Robb Willer,1,National longitudinal survey and diverse adult sample without countries.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,gold,"Open location indexed, but no verified PDF could be downloaded automatically",complete article,,https://doi.org/10.1177/2378023118821836,,4,2,4,0,1.0,"Robb Willer: US 10→11, rank 4→4",,,4,64,7
7,1,85205594046,85205594046.pdf,Differences in misinformation sharing can lead to politically asymmetric sanctions,2024,Nature,10.1038/s41586-024-07942-8,https://doi.org/10.1038/s41586-024-07942-8,23095594600,David G. Rand,1,US Twitter data and 16-country pooled sources; survey-experiment countries not separately identified.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,hybrid,"Open location indexed, but no verified PDF could be downloaded automatically",complete article,,https://www.nature.com/articles/s41586-024-07942-8.pdf,,4,0,4,0,1.0,"David G. Rand: US 10→11, rank 4→4",,,3,65,7
71,8,84872322437,84872322437.pdf,Why commuting is no perfect solution: Preferences for different mobility forms in dual career couples,2012,Zeitschrift Fur Familienforschung,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84872322437,17345249500,Martin Abraham,1,No country is identified for the couples in the experiment.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,unknown,No open location found in the checked metadata; manual search or institutional access may succeed,complete article,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84872322437,,0,2,2,0,0.05882353,"Martin Abraham: US 0→1, rank 84→73",,,2,66,7
69,7,84908021986,84908021986.pdf,Is ethnic discrimination due to distaste or statistics?,2014,Economics Letters,10.1016/j.econlet.2014.09.020,https://doi.org/10.1016/j.econlet.2014.09.020,55746145800,Stijn Baert,1,Ethnic hiring discrimination does not by itself locate employers.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,bronze,Only a one-page abstract was obtained; full article still required.,complete article,"The downloaded one-page PDF is an abstract, not the article. Returned to retrieval queue.",https://www.sciencedirect.com/science/article/pii/S0165176514003565,https://biblio.ugent.be/publication/5704419/file/5825059.pdf,0,2,2,0,0.05882353,"Stijn Baert: US 1→2, rank 73→64",,,2,67,7
3,1,85083672997,85083672997.pdf,Putting a number on preferences: How numerical attitudes are shaped by ideology and equivalency framing,2019,International Journal of Public Opinion Research,10.1093/ijpor/edy020,https://doi.org/10.1093/ijpor/edy020,25224644900,Rasmus Tue Pedersen,1,Numerical preferences without sample country.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,closed,No open location found in the checked metadata; manual search or institutional access may succeed,complete article,,https://doi.org/10.1093/ijpor/edy020,,0,1,1,0,0.25,"Rasmus Tue Pedersen: US 1→2, rank 73→64",,,1,68,7
34,4,84894591630,84894591630.pdf,With a little help from my friends: Bystander context and children's attitude toward peer helping,2014,Journal of Social Psychology,10.1080/00224545.2013.872595,https://doi.org/10.1080/00224545.2013.872595,7006059165,Maykel Verkuyten,1,The children's country is unspecified.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,closed,No open location found in the checked metadata; manual search or institutional access may succeed,complete article,,https://doi.org/10.1080/00224545.2013.872595,,0,1,1,0,0.08333333,"Maykel Verkuyten: US 0→1, rank 84→73",,,1,69,7
72,8,84907487526,84907487526.pdf,Three experimental approaches to measure the social context dependence of prejudice communication and discriminatory behavior,2015,Social Science Research,10.1016/j.ssresearch.2014.08.017,https://doi.org/10.1016/j.ssresearch.2014.08.017,23982874600,Ulf Liebe,1,The methods article reports empirical studies without identifying sample countries.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,closed,No open location found in the checked metadata; manual search or institutional access may succeed,complete article,,https://doi.org/10.1016/j.ssresearch.2014.08.017,,0,2,2,0,0.05882353,"Ulf Liebe: US 0→1, rank 84→73",,,1,70,7
21,3,105008067194,105008067194.pdf,"Affect, Efficacy, and Protest Intentions: Testing a Multilevel, Dual-Pathway Model of Collective Action",2025,Social Psychology Quarterly,10.1177/01902725251331032,https://doi.org/10.1177/01902725251331032,36775562800,Blaine G. Robbins,1,random university sample without country.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,closed,No open location found in the checked metadata; manual search or institutional access may succeed,complete article,,https://doi.org/10.1177/01902725251331032,,7,0,7,10,1.0,"Blaine G. Robbins: US 5→6, rank 38→28",,,7,71,8
80,8,105034680050,105034680050.pdf,"Concerning, but do we need policy reform? An experimental analysis of public reactions to accurate statistics on deaths caused by police officers and medical professionals",2026,Journal of Experimental Criminology,10.1007/s11292-026-09735-7,https://doi.org/10.1007/s11292-026-09735-7,57211410814,Hunter M. Boehme,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,hybrid,"Open location indexed, but no verified PDF could be downloaded automatically",complete article,,https://link.springer.com/content/pdf/10.1007/s11292-026-09735-7.pdf,,6,3,6,8,0.13043478,"Hunter M. Boehme: US 4→5, rank 46→38",,,6,72,8
93,10,85151429736,85151429736.pdf,Priming citizens to think about public participation initiatives: Does it impact their view of government?,2023,Scandinavian Political Studies,10.1111/1467-9477.12246,https://doi.org/10.1111/1467-9477.12246,56689411500,Mette Kjærgaard Thomsen,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,hybrid,"Open location indexed, but no verified PDF could be downloaded automatically",complete article,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1467-9477.12246,,0,5,5,0,0.10638298,"Mette Kjærgaard Thomsen: US 0→1, rank 84→73",,,5,73,8
8,1,85206618776,85206618776.pdf,Psychological Underpinnings of Partisan Bias in Tie Formation on Social Media,2024,Journal of Experimental Psychology General,10.1037/xge0001662,https://doi.org/10.1037/xge0001662,23095594600,David G. Rand,1,Partisan social-media experiment without country or named parties.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,hybrid,"Open location indexed, but no verified PDF could be downloaded automatically",complete article,,https://doi.org/10.1037/xge0001662,,4,0,4,0,1.0,"David G. Rand: US 10→11, rank 4→4",,,4,74,8
70,7,85020188394,85020188394.pdf,A Bottom-Up Theory of Public Opinion about Foreign Policy,2017,American Journal of Political Science,10.1111/ajps.12314,https://doi.org/10.1111/ajps.12314,35492113000,Thomas Zeitzoff,1,Foreign policy topic without identifiable sample country.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,closed,No open location found in the checked metadata; manual search or institutional access may succeed,complete article,,https://doi.org/10.1111/ajps.12314,,0,2,2,0,0.05882353,"Thomas Zeitzoff: US 1→2, rank 73→64",,,2,75,8
73,8,85049693637,85049693637.pdf,"Uncovering the Nexus Between Attitudes, Preferences, and Behavior in Sociological Applications of Stated Choice Experiments",2021,Sociological Methods and Research,10.1177/0049124118782536,https://doi.org/10.1177/0049124118782536,23982874600,Ulf Liebe,1,Ethical consumption experiment without country.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,closed,No open location found in the checked metadata; manual search or institutional access may succeed,complete article,,https://doi.org/10.1177/0049124118782536,,0,2,2,0,0.05882353,"Ulf Liebe: US 0→1, rank 84→73",,,2,76,8
4,1,85125441524,85125441524.pdf,Citizens' Aversion to Pay Raises for Politicians: The Risk of Self-Interest Matter More Than the Promise of Competence,2022,International Journal of Public Opinion Research,10.1093/ijpor/edab034,https://doi.org/10.1093/ijpor/edab034,25224644900,Rasmus Tue Pedersen,1,Politicians' salaries without sample country.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,closed,No open location found in the checked metadata; manual search or institutional access may succeed,complete article,,https://doi.org/10.1093/ijpor/edab034,,0,1,1,0,0.25,"Rasmus Tue Pedersen: US 1→2, rank 73→64",,,1,77,8
35,4,84922551432,84922551432.pdf,In-group bias in children's intention to help can be overpowered by inducing empathy,2015,British Journal of Developmental Psychology,10.1111/bjdp.12065,https://doi.org/10.1111/bjdp.12065,7006059165,Maykel Verkuyten,1,No country is specified for the participating children.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,bronze,"Open location indexed, but no verified PDF could be downloaded automatically",complete article,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/bjdp.12065,,0,1,1,0,0.08333333,"Maykel Verkuyten: US 0→1, rank 84→73",,,1,78,8
74,8,85158001358,85158001358.pdf,Promoting Citizens' willingness to participate in coproduction in public service through information frames,2024,Public Administration,10.1111/padm.12932,https://doi.org/10.1111/padm.12932,57191360465,Jinfeng Zhang,1,Waste sorting experiments without sample country.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,bronze,"Open location indexed, but no verified PDF could be downloaded automatically",complete article,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/padm.12932,,0,2,2,0,0.05882353,"Jinfeng Zhang: US 0→1, rank 84→73",,,1,79,8
81,9,77956761607,77956761607.pdf,Feeling good and doing good for the environment: The use of emotional appeals in pro- environmental public service announcements,2010,Applied Environmental Education and Communication,10.1080/1533015X.2010.510025,https://doi.org/10.1080/1533015X.2010.510025,57203655130,Kathleen Searles,1,Environmental appeals do not identify respondents' country.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,closed,No open location found in the checked metadata; manual search or institutional access may succeed,complete article,,https://doi.org/10.1080/1533015X.2010.510025,,0,1,1,0,0.0212766,"Kathleen Searles: US 3→4, rank 53→46",,,1,80,8
94,10,105035149198,105035149198.pdf,Coproduction encouragement can backfire: evidence from randomized controlled trials,2026,International Public Management Journal,10.1080/10967494.2026.2648235,https://doi.org/10.1080/10967494.2026.2648235,56689411500,Mette Kjærgaard Thomsen,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,bronze,"Open location indexed, but no verified PDF could be downloaded automatically",complete article,,https://www.tandfonline.com/doi/pdf/10.1080/10967494.2026.2648235?needAccess=true,,0,5,5,0,0.10638298,"Mette Kjærgaard Thomsen: US 0→1, rank 84→73",,,5,81,9
75,8,85215379642,85215379642.pdf,The impact of descriptive social norms on coproduction: How communication frames matter,2026,Public Management Review,10.1080/14719037.2025.2454502,https://doi.org/10.1080/14719037.2025.2454502,57191360465,Jinfeng Zhang,1,Coproduction experiments without sample country.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,closed,No open location found in the checked metadata; manual search or institutional access may succeed,complete article,,https://doi.org/10.1080/14719037.2025.2454502,,0,2,2,0,0.05882353,"Jinfeng Zhang: US 0→1, rank 84→73",,,2,82,9
5,1,85196067903,85196067903.pdf,Online Abuse of Politicians: Experimental Evidence on Politicians’ Own Perceptions,2025,Political Behavior,10.1007/s11109-024-09944-8,https://doi.org/10.1007/s11109-024-09944-8,25224644900,Rasmus Tue Pedersen,1,Politicians from several government levels without country.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,hybrid,"Open location indexed, but no verified PDF could be downloaded automatically",complete article,,https://doi.org/10.1007/s11109-024-09944-8,,0,1,1,0,0.25,"Rasmus Tue Pedersen: US 1→2, rank 73→64",,,1,83,9
36,4,84943817918,84943817918.pdf,First Arrival and Collective Land Ownership: How Children Reason About Who Owns the Land,2015,Social Development,10.1111/sode.12128,https://doi.org/10.1111/sode.12128,7006059165,Maykel Verkuyten,1,The child participants' country is unspecified.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,closed,No open location found in the checked metadata; manual search or institutional access may succeed,complete article,,https://doi.org/10.1111/sode.12128,,0,1,1,0,0.08333333,"Maykel Verkuyten: US 0→1, rank 84→73",,,1,84,9
82,9,84995760092,84995760092.pdf,"It's a Mad, Mad World: Using Emotion Inductions in a Survey",2015,Journal of Experimental Political Science,10.1017/XPS.2015.5,https://doi.org/10.1017/XPS.2015.5,57203655130,Kathleen Searles,1,The student/adult emotion-induction studies do not specify country.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,closed,No open location found in the checked metadata; manual search or institutional access may succeed,complete article,,https://doi.org/10.1017/XPS.2015.5,,0,1,1,0,0.0212766,"Kathleen Searles: US 3→4, rank 53→46",,,1,85,9
87,9,85119058426,85119058426.pdf,Why Are Relatively Poor People Not More Supportive of Redistribution? Evidence from a Randomized Survey Experiment across Ten Countries†,2021,American Economic Journal Economic Policy,10.1257/pol.20190276,https://doi.org/10.1257/pol.20190276,57226018577,Christopher Hoy,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,closed,No open location found in the checked metadata; manual search or institutional access may succeed,complete article,,https://doi.org/10.1257/pol.20190276,,0,1,1,0,0.0212766,"Christopher Hoy: US 1→2, rank 73→64",,,1,86,9
6,1,105019779764,105019779764.pdf,Public Budget Cuts: Political Communication Strategies and Citizen Reactions,2025,Political Studies,10.1177/00323217251382336,https://doi.org/10.1177/00323217251382336,25224644900,Rasmus Tue Pedersen,1,Budget cuts experiment without sample country.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,closed,No open location found in the checked metadata; manual search or institutional access may succeed,complete article,,https://doi.org/10.1177/00323217251382336,,0,1,1,0,0.25,"Rasmus Tue Pedersen: US 1→2, rank 73→64",,,0,87,9
37,4,85113817293,85113817293.pdf,The effects of negative and positive information on attitudes towards immigration,2022,International Migration,10.1111/imig.12916,https://doi.org/10.1111/imig.12916,55091186500,Yoshikuni Ono,1,Immigration experiment without country-specific sampling information.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,closed,No open location found in the checked metadata; manual search or institutional access may succeed,complete article,,https://doi.org/10.1111/imig.12916,,0,1,1,0,0.08333333,"Yoshikuni Ono: US 0→1, rank 84→73",,,0,88,9
38,4,85129159055,85129159055.pdf,Why do citizens prefer high-skilled immigrants to low-skilled immigrants? Identifying causal mechanisms of immigration preferences with a survey experiment,2022,Research and Politics,10.1177/20531680221091439,https://doi.org/10.1177/20531680221091439,55091186500,Yoshikuni Ono,1,Immigration experiment without sample country.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,gold,"Open location indexed, but no verified PDF could be downloaded automatically",complete article,,https://doi.org/10.1177/20531680221091439,,0,1,1,0,0.08333333,"Yoshikuni Ono: US 0→1, rank 84→73",,,0,89,9
83,9,85055564646,85055564646.pdf,Don’t read the comments: the effects of abusive comments on perceptions of women authors’ credibility,2020,Information Communication and Society,10.1080/1369118X.2018.1534985,https://doi.org/10.1080/1369118X.2018.1534985,57203655130,Kathleen Searles,1,Online abusive comments and journalist gender do not identify participant country.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,bronze,"Open location indexed, but no verified PDF could be downloaded automatically",complete article,,https://www.tandfonline.com/doi/pdf/10.1080/1369118X.2018.1534985?needAccess=true,,0,1,1,0,0.0212766,"Kathleen Searles: US 3→4, rank 53→46",,,0,90,9
84,9,85114860836,85114860836.pdf,Look Who’s Writing: How Gender Affects News Credibility and Perceptions of News Relevance,2022,Journalism and Mass Communication Quarterly,10.1177/10776990211042595,https://doi.org/10.1177/10776990211042595,57203655130,Kathleen Searles,1,Reporter gender and news credibility do not identify participant country.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,closed,No open location found in the checked metadata; manual search or institutional access may succeed,complete article,,https://doi.org/10.1177/10776990211042595,,0,1,1,0,0.0212766,"Kathleen Searles: US 3→4, rank 53→46",,,1,91,10
88,9,85125126673,85125126673.pdf,The correlates and dynamics of COVID-19 vaccine-specific hesitancy,2022,Vaccine,10.1016/j.vaccine.2022.02.033,https://doi.org/10.1016/j.vaccine.2022.02.033,15757402700,Peter John Loewen,1,Available metadata does not locate the experimental sample.,Does at least one experimental sample include US-based participants?,"Methods/sampling page, participant country, and which experiment it applies to.",false,,manual_download_needed,green,"Open location indexed, but no verified PDF could be downloaded automatically",complete article,,https://www.ncbi.nlm.nih.gov/pmc/articles/8850099,,0,1,1,0,0.0212766,"Peter John Loewen: US 1→2, rank 73→64",,,1,92,10
