scopus_id,doi,year,journal,title,sample_us_label,evidence_field,evidence_quote,rationale,us_and_non_us_samples_reported,metadata_sha256,abstract_sha256,reviewer,reviewer_type,review_date,human_validated,annotation_version,article_url,credited_authids,credited_researchers,n_credited_researchers,metadata_sample_us_label,source_review,fulltext_filename,fulltext_page,fulltext_source_sha256
85039933179,10.1126/sciadv.1700812,2017,Science Advances,Explaining opposition to refugee resettlement: The role of NIMBYism and perceived threats,us_explicit,abstract,understand American citizens’ attitudes,"Abstract explicitly identifies Americans, US respondents, or a US study setting.",false,51df15039f2e17891311f5994bcb9f997a4d26a668da109eceab1bbb434aff11,69f6336faab17983accb7c0a7c27239a2f7b6433efc148f0f64984201fdf1cce,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1126/sciadv.1700812,24168107200,Yusaku Horiuchi,1,us_explicit,metadata,,,
85040085886,10.1177/0738894215611133,2018,Conflict Management and Peace Science,"Self-interest, partisanship, and the conditional influence of taxation on support for war in the USA",us_explicit,abstract,Americans incorporate information,"Abstract explicitly identifies Americans, US respondents, or a US study setting.",false,35381675660d80f95ba181bd8d9a4cce907284b4d5c33da41d4d90ecb55ff18c,c8f4a25a68e157c21b880b51b77a45023bff0c0c87a188dfada9e425674606b6,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1177/0738894215611133,12767146800,Douglas L. Kriner,1,us_explicit,metadata,,,
85040459526,10.1177/0095399715584638,2018,Administration and Society,More Similar Than Different: Experimental Evidence on the (In) Significance of Gender for the Effect of Different Incentives on Compliance Behavior,unclear,abstract,,Adult population without country.,false,566e9153a2fe14854a1145f3833204cdbbc908a834e7ae5fe8dfa9ca46842162,8d9d4bf2b2d0be8c437d9dc04b10a4c671c6b6cb898ed436963ff2887cf0badb,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1177/0095399715584638,56734108300,Mogens Jin Pedersen,1,unclear,metadata,,,
85041214633,10.1017/pan.2017.40,2018,Political Analysis,The Number of Choice Tasks and Survey Satisficing in Conjoint Experiments,unclear,abstract,,MTurk and SSI vendors do not establish sampling country.,false,190c59364f837f055c6aefed6a88f79a17772afb4571cdb036091dac6bee3d28,c6589dc45e86c548f5a234cd8ff39ad266f1fc3921fa225274a743eb187b29d0,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1017/pan.2017.40,36159270600,Teppei Yamamoto,1,unclear,metadata,,,
85041371053,10.1177/1948550617708016,2018,Social Psychological and Personality Science,The Struggle Over Political Power: Evaluating Immigrants’ Political Party Representation,non_us,abstract,national sample of the native Dutch,Study population or findings explicitly situated outside the US.,false,c567c135cb75576e70756d70c837970c1bbd227b30b95c3db5c4444812c11cdf,4ca8da9267941417ff31f470b61f624efe66b32d1e3853fcbd7d190baf0e3491,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1177/1948550617708016,7006059165,Maykel Verkuyten,1,non_us,metadata,,,
85041497842,10.1177/0894439317731721,2018,Social Science Computer Review,Do Polls Influence Opinions? Investigating Poll Feedback Loops Using the Novel Dynamic Response Feedback Experimental Procedure,unclear,abstract,,Probability online panel without country.,false,8aa1c80024f231e92e97aa88067097440b964614cb23a5fa65b1b5a497dd884d,664c38145278e0017b2e3ab4a3961f1e0fd48271bb19472b5b835595a1f2b86d,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1177/0894439317731721,50861069700,Sveinung Arnesen,1,unclear,metadata,,,
85041537528,10.1080/10584609.2018.1426663,2018,Political Communication,Do Bilinguals Respond More Favorably to Candidate Advertisements in English or in Spanish?,us_explicit,abstract,samples of both monolingual and bilingual Americans,"Metadata directly identifies a US experimental population, setting, or findings attributed to Americans.",false,1ee4497c9fe8a987e1cdcc5612688d5777a9322da0f0aba207ad8baa4dfee57a,023d3c9b7ebaeb8bbcdec941c0cb5773a66fffc8dc61a54483cba5eced2e5eef,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1080/10584609.2018.1426663,56590030100,Alexander Coppock,1,us_explicit,metadata,,,
85041603336,10.1177/1065912917729037,2018,Political Research Quarterly,Civic Duty and Political Preference Formation,unclear,abstract,,Tax and education topics not uniquely American.,false,72a7d4034e9f376e781d4d533798f3d18cedbd1a6a8f96ad2891a808ba6b2dfa,b602e05402bbef245a64a0c357d03599d0aa5421d40d1f4543073d38ce41c0fd,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1177/1065912917729037,37063497400,Kevin J. Mullinix,1,unclear,metadata,,,
85041617753,10.1086/694649,2018,Journal of Politics,"Corruption, accountability, and gender: Do female politicians face higher standards in public life?",non_us,abstract,fielded in the United Kingdom,Study population or findings explicitly situated outside the US.,false,dc12426f2db9f71c9274fdf99703e94cb340e112603e2a40a715d35b876bb7ed,49f8adccbbe9637e4dd6ab10e4a73e07cca36a3b2a40adb1956335f7bd3e089c,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1086/694649,37065230200,Markus Wagner,1,non_us,metadata,,,
85041625323,10.1177/1369148117745860,2018,British Journal of Politics and International Relations,"Congress, public opinion, and an informal constraint on the commander-in-chief",us_inferred,abstract,US presidents,National opinion experiments concern US congressional war powers.,false,61db1693bbe8bb52c6c0381b6b3342a6343ed0695b891eaa0e4910602320f540,ba7d0a849d7a88150c60e42c297f19bb25aa207aec441797584fc8d1ae2c691c,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1177/1369148117745860,12767146800,Douglas L. Kriner,1,us_inferred,metadata,,,
85042078394,10.1177/0010414017720702,2018,Comparative Political Studies,"The Legitimacy of Representation: How Descriptive, Formal, and Responsiveness Representation Affect the Acceptability of Political Decisions",non_us,abstract,In a Norwegian survey experiment,Metadata identifies a non-US population or study setting; no US experimental sample is reported.,false,0a01712007a2241613a1382145de5976472b8b913194668686d3cf637bb598a1,7de29d20ad749cd88095828ecdc465fb9aea1e952db576411d00df27b12bca61,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1177/0010414017720702,50861069700,Sveinung Arnesen,1,non_us,metadata,,,
85042090180,10.1177/0022002717704890,2018,Journal of Conflict Resolution,Mechanisms of Morality: Sources of Support for Humanitarian Intervention,us_inferred,abstract,US foreign policy,Humanitarian intervention experiment framed around US public obligations.,false,39129838522dc212a52cc344342afe3acefde2ce12659f816d2a0f2daf21d35d,e59dbb77911efeac5771aa2ccc9a85c9633bdfe4d5cabcf7efc4f702465b9965,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1177/0022002717704890,35725744600|57188971604,Sarah E. Kreps; Sarah R. Maxey,2,us_inferred,metadata,,,
85042184003,10.1177/0022343317748719,2018,Journal of Peace Research,"Refugees, xenophobia, and domestic conflict: Evidence from a survey experiment in Turkey",non_us,abstract,survey-experiment in the summer of 2014 in Turkey,Study population or findings explicitly situated outside the US.,false,d065dcdd75d169af4b4a190723c756c4b2dd59987aa6ddfe00f339d291cf9623,85d14f79bd753b60d236ae7d63c9bad58a7d1d9261a4fcfa21d63359a38080d5,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1177/0022343317748719,35492113000,Thomas Zeitzoff,1,non_us,metadata,,,
85042721612,10.1017/S0007123417000503,2020,British Journal of Political Science,How Do People Evaluate Foreign Aid To 'Nasty' Regimes?,us_inferred,full_text,Respondents from MTurk do not represent a random sample of the US population,"The authors target the US population, reweight their sample to its demographics, and ask about US aid; this supports contextual inference. Design compatibility remains separate.",false,c1cfbc4c47b82733b686a51a00afa3e40dc5567ef8f0a461f5e820b536012e83,ba6f70255ea9b0504418a7680279f3f6c1861726e1238d2e59fd4493dcb2c243,Codex (GPT-6),AI_assisted,2026-09-09,false,top100_metadata_v1,https://doi.org/10.1017/S0007123417000503,55603014300,Tobias Heinrich,1,unclear,full_text,85042721612.pdf,11,3ddc22a01722949d31e45679c28c85db1c2553c6f5df773de26fe0b8888f1884
85043332442,10.1177/1065912917738579,2018,Political Research Quarterly,Visual Information and Candidate Evaluations: The Influence of Feminine and Masculine Images on Support for Female Candidates,unclear,abstract,,Candidate images and gender without country-specific context.,false,0a8ebf561bf28ce364a44214c06510fe1a329a459eeadbcfd7b862e95ebb600f,47dde0d48d6a00408f090bdc42cdd9f74eb1a521bd288ec80b98837a47f29714,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1177/1065912917738579,54881904100,Nichole M. Bauer,1,unclear,metadata,,,
85044032298,10.1177/1043463118759671,2018,Rationality and Society,Legitimate authorities and rational taxpayers: An investigation of voluntary compliance and method effects in a survey experiment of income tax evasion,unclear,abstract,,University undergraduates without sample country.,false,fbe7b5a18184baefddc0797f28fc928574631e75b1bcd9b89f87981bf51b450d,753ac2684473e2273fc73f69785ce68131b7805b3ef4855da36f3de2d04cfe12,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1177/1043463118759671,36775562800,Blaine G. Robbins,1,unclear,metadata,,,
85044370343,10.1177/1368430217737855,2018,Group Processes and Intergroup Relations,Do partisanship and politicization undermine the impact of a scientific consensus message about climate change?,us_inferred,abstract,the American public remains divided,Nationally representative experiment follows US climate opinion framing.,false,bfcc31c1f0759d169546d72b322d8e79af7da6ab92ec6054f7625aed38745cc5,184a9ba04ca206f74d34304adb397c50f79e171dc62dad71b31167c1bd61c405,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1177/1368430217737855,12794521600|6603696960,Toby Bolsen; James N. Druckman,2,us_inferred,metadata,,,
85044835879,10.1177/1532673X17715620,2018,American Politics Research,Assessing the Electoral Impact of the 2010 Oregon Citizens’ Initiative Review,us_explicit,abstract,influenced Oregon voters’ values,"Metadata directly identifies a US experimental population, setting, or findings attributed to Americans.",false,c9af827868b50840cd16611b58eb444b483cb6ef66452b5f53f629f8268c4d3c,948b36ac8b9f4b0a72e1b9c135f2ff5dfa8291248eb9a65ccc3afb0896d0f13a,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1177/1532673X17715620,6601956224,John Gastil,1,us_explicit,metadata,,,
85044846087,10.1561/100.00016112,2018,Quarterly Journal of Political Science,The long-lasting e ects of newspaper Op-Eds on public opinion,us_inferred,abstract,"Democrats, Republicans, and independents",US partisan composition in op-ed experiment.,false,4c19f13ba7b4cfccc760074cd29b32f5acf16b80c8af980bca5d45d684541a19,36a3cae3c2e6248d6fb410ef0b3f97d63c1a08c44417cdd4df7e86aa2c80902a,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1561/100.00016112,56590030100,Alexander Coppock,1,us_inferred,metadata,,,
85045047689,10.1177/1065912918761009,2018,Political Research Quarterly,Political Gender Stereotypes in a List-PR System with a High Share of Women MPs: Competent Men versus Leftist Women?,non_us,abstract,conducted in Flanders (Belgium),US mentioned as prior research.,false,544f18f2f5eee2aa553156bcaa449e83abea5d00e7b857363780b14ca4c94fba,cc72da803400e0fbe27da13c6c7705dcd898e6c543d3458da7921401d8f289fd,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1177/1065912918761009,57196390820,Robin Devroe,1,non_us,metadata,,,
85045341632,10.1007/s11577-018-0515-0,2018,Kolner Zeitschrift Fur Soziologie Und Sozialpsychologie,Confounded Results due to an Experimental Main Effect Design?: A Comment on the Vignette Analysis “Who is Welcome in Germany” by C. Czymara and A. Schmidt-Catran,not_applicable,abstract,In this comment,Methodological critique of another article's experiment; no original respondent sample is identified.,false,9b01a5fb169a21b5cb7b5dfaafe578ec658ef4e90bb18138b89f11585fceb776,0fa9fb294938c33ad02378b4f6df888646a4119ed0ba095cbc7dda62e1bca161,Codex (GPT-6),AI_assisted,2026-09-09,false,top100_2010_metadata_v1,https://doi.org/10.1007/s11577-018-0515-0,17345075500,Katrin Auspurg,1,not_applicable,metadata,,,
85046533072,10.1017/S0020818318000188,2018,International Organization,A dispositional theory of reputation costs,us_explicit,full_text,589 registered American voters,The main survey experiment sampled registered American voters through SSI.,false,d3ecdc68bd7ccefcc8178df08b8c52b6462b5c378e77583ae9ba0fdb6bfbb779,25fe09ee1fb614fa6bab4afab17986ca6bbeddd41ee568ff3e5b61af5c7b5106,Codex (GPT-6),AI_assisted,2026-09-09,false,top100_metadata_v1,https://doi.org/10.1017/S0020818318000188,56556884300,Ryan Brutger,1,unclear,full_text,85046533072.pdf,11,ff01574ba12a826a576e738a9f401f2c6985871db1eba340910f85f7a75ddaa6
85046645518,10.1017/XPS.2017.7,2017,Journal of Experimental Political Science,Politicians Appear More Competent When Using Numerical Rhetoric,unclear,abstract,,Numerical political rhetoric without sample country.,false,e1db95d1a6247d4799a496246806f0999a19706d2b757588bf987cc13119ac32,4b307bafb69d30139c7bef7fa21e25ef5e2c703970415f1de7c0d84ef4e4fd94,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1017/XPS.2017.7,25224644900,Rasmus Tue Pedersen,1,unclear,metadata,,,
85046690233,10.1017/XPS.2017.15,2017,Journal of Experimental Political Science,Individual Preferences for FDI in Developing Countries: Experimental Evidence from China,non_us,abstract,Chinese citizens' attitudes toward FDI,Metadata identifies a non-US population or study setting; no US experimental sample is reported.,false,ea1a34de7f88032f0faa038c3f78da2eaa0d4d79b7b46926f723fd7329f864e4,054a3585595612508fb8f98df8e3d914d126bf68bef71ac4d3d8fe213edf7f64,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1017/XPS.2017.15,56924059300,Xiaojun Li,1,non_us,metadata,,,
85047370379,10.1080/10584609.2018.1467517,2018,Political Communication,Media Coverage and Public Approval of the U.S. Supreme Court,us_inferred,abstract,the U.S. Supreme Court,"The experiment concerns US citizens' acceptance of Supreme Court decisions, supporting a US institutional-context inference.",false,d6246cb0fc3edd3d193c8ac005307508197c41b4a8d093f3b4eeabb9b1bc85dc,1d94c0c183aac32326cd0dafa47e86e8fc1378d1b4112799381f6a740eb22efc,Codex (GPT-6),AI_assisted,2026-09-09,false,top100_2010_metadata_v1,https://doi.org/10.1080/10584609.2018.1467517,57203655130,Kathleen Searles,1,us_inferred,metadata,,,
85047444290,10.1111/ssqu.12406,2018,Social Science Quarterly,Burying the Hatchet? Elite Influence and White Opinion on the Washington Redskins Controversy*,us_explicit,abstract,white Americans,The stated respondents of interest are white Americans in an experiment embedded in the CCES.,false,dde3e305600abe94cd7b2cbc868f7caf0f19334e3d61371b088454fecbedf3fa,0aefaee21d75e7f220bf3b2d5213acffc332f0c898238486269cda0447ec702d,Codex (GPT-6),AI_assisted,2026-09-09,false,top100_2010_metadata_v1,https://doi.org/10.1111/ssqu.12406,55454468300,Tatishe M. Nteta,1,us_explicit,metadata,,,
85047666016,10.1086/694784,2018,Journal of Politics,Wanting what is fair: How party cues and information about income inequality affect public support for taxes,us_inferred,abstract,Income inequality has risen dramatically in the United States,US income inequality and tax-policy electoral setting.,false,ae1185c1f83c50b7316550db08dd646e38f1df37a40e6ede8050c7c011f3ed49,88550658f5cb3892066eaf848a054344f601c03534223487bda35eee2b74e5ee,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1086/694784,25654666600|35233806200,Cheryl Boudreau; Scott A. MacKenzie,2,us_inferred,metadata,,,
85047792819,10.1177/1065912918775252,2019,Political Research Quarterly,"Accountability, Framing Effects, and Risk-Seeking by Elected Representatives: An Experimental Study with American Local Politicians",us_explicit,abstract,440 incumbent local politicians from across the United States,"Metadata directly identifies a US experimental population, setting, or findings attributed to Americans.",false,05607fc6d061bdc824174ecdcdab0a734c4ad6c53df47a0849e5ae5e0806cd1c,713d47b4c52494f5dece557756c16d62f0677ac7ba48f647962a3ea07c84e5b3,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1177/1065912918775252,15757402700,Peter John Loewen,1,us_explicit,metadata,,,
85047903545,10.1111/pops.12449,2018,Political Psychology,"Fighting the Past: Perceptions of Control, Historical Misperceptions, and Corrective Information in the Israeli-Palestinian Conflict",non_us,abstract,Jewish Israelis who were asked,Study population or findings explicitly situated outside the US.,false,420eadfe275999a63f934dd79ca4d524fb475517999a5aa1159abc4fa9f0cd7c,42bc0676b83cec666043e997fff066bb69bb802d857d934c295be9fa4587d506,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1111/pops.12449,35759060800|35492113000,Brendan Nyhan; Thomas Zeitzoff,2,non_us,metadata,,,
85048299227,10.1177/0032321718780516,2019,Political Studies,Numbers and Attitudes towards Welfare State Generosity,non_us,abstract,survey experiment conducted in the UK,Metadata identifies a non-US population or study setting; no US experimental sample is reported.,false,8b165ab378575b372f345c8b3a9960d5331a8e17c606ac9c8f8f2ae6248c570c,a4dcfd793a9c830e081e4eaeb4a61a6238e81015bdc0bc2117828bb8943bad27,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1177/0032321718780516,56534303500,Anthony Kevins,1,non_us,metadata,,,
85048742659,10.1007/s11109-018-9475-3,2019,Political Behavior,The Effects of Partisan Trespassing Strategies Across Candidate Sex,us_inferred,abstract,Democrats and Republicans,Experimental candidate strategies in US party system.,false,e8aa24f5713923a8683a7bc377a5d4546505a575cb755cb805db99fa940cef0d,e944b62fed4614f5b1882744148862197529e609ee19ba60a9e0c2f3de121439,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1007/s11109-018-9475-3,54881904100,Nichole M. Bauer,1,us_inferred,metadata,,,
85048745799,10.1177/2053168016654326,2016,Research and Politics,Exploring the difference in participants’ factual knowledge between online and in-person survey modes,unclear,title,online and in-person survey modes,Survey mode and factual-knowledge comparisons do not locate the participants.,false,c1c6ac45b19e19666b21369b923f23718cf127a7e9be6444f15283ac1ebb02d5,ec562bc7824a8351b2a8c6ac4413755353d3e0aba0592d6b0f888351f8fc1070,Codex (GPT-6),AI_assisted,2026-09-09,false,top100_2010_metadata_v1,https://doi.org/10.1177/2053168016654326,55461249300,Craig M. Burnett,1,unclear,metadata,,,
85049075124,10.1086/698663,2018,Journal of Politics,Conspiracy and misperception belief in the Middle East and North Africa,non_us,abstract,examining conspiracy beliefs in the MENA region,Study population or findings explicitly situated outside the US.,false,6f6a1d56a278a7eb22e6cf11e60f87ab0370e5f27acd897d8889fec3a226da1b,db6bd8c3dfdb6e9157d9910d803c7b94ea0ca406f2c26510ef49c4413496cb54,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1086/698663,35759060800|35492113000,Brendan Nyhan; Thomas Zeitzoff,2,non_us,metadata,,,
85049693637,10.1177/0049124118782536,2021,Sociological Methods and Research,"Uncovering the Nexus Between Attitudes, Preferences, and Behavior in Sociological Applications of Stated Choice Experiments",unclear,abstract,,Ethical consumption experiment without country.,false,59c4644e82ef1b661b6e39b72591f6ce58e1b049830023569c70db36069962d8,433bfada2fdd04a760963ea4f012afbc3c3ca296fe20fbacc023c7a83cb87b0c,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1177/0049124118782536,23982874600,Ulf Liebe,1,unclear,metadata,,,
85050296213,10.1007/s11109-018-9480-6,2019,Political Behavior,Roadmaps to Representation: An Experimental Study of How Voter Education Tools Affect Citizen Decision Making,us_explicit,full_text,we mailed letters to 5000 District 1 residents,The recruitment paragraph identifies registered voters in District 1 of the city; PDF pages 9–10 explicitly identify that city as San Francisco. Original survey experiments used these residents.,false,6773c53aaf5db48516ca3e9c37f1c170f33a9b7e4f181be65dfbf96ceabf838f,d97c923e8aee877d9033fd0ce390ff2e713d468e3520a48b008088cf85d243f3,Codex (GPT-6),AI_assisted,2026-09-09,false,top100_metadata_v1,https://doi.org/10.1007/s11109-018-9480-6,25654666600|35233806200,Cheryl Boudreau; Scott A. MacKenzie,2,unclear,full_text,85050296213.pdf,12,5ed99ada65263665aef0920de2e5370cf3dd583fef358d98883680600cc0bdc6
85051013258,10.1111/psq.12273,2016,Presidential Studies Quarterly,"Control, Accountability, and Constraints: Rethinking Perceptions of Presidential Responsibility for the Economy",unclear,abstract,,Presidential accountability alone does not distinguish the US from other presidential systems.,false,8e15f519797d538e32f16adbd4c8b31945fa9c5c9a417ac71d9b71c193cf7ced,a6998c72ae4042283f8d5747789911a00cdbae129dd5d98b56620d4bdf0aa1a0,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1111/psq.12273,56611317200,John V. Kane,1,unclear,metadata,,,
85052006071,10.1080/10410236.2018.1504656,2019,Health Communication,How Communicating Misleading Information Dilutes Public Understanding of Weight Loss Mechanisms,unclear,abstract,,National nutrition sample without country.,false,ea59078d2c03b9ac1668e6e25d16b69dbabce8dd6ea59234abafca16d4ca7624,9a5b6569bbcf529f36c4e78124ed22f190a30ee9f9a63e37f7dd1118b145d67d,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1080/10410236.2018.1504656,6601956224,John Gastil,1,unclear,metadata,,,
85052056398,10.1177/0032321718791373,2019,Political Studies,The Road to Cynicism: The Political Consequences of Online Satire Exposure in China,non_us,abstract,Our online survey experiment on young Chinese Internet users,Metadata identifies a non-US population or study setting; no US experimental sample is reported.,false,e194c5d859c5ca4b12471467aff13b4c324b57d6b92b532a3be90e659fa1abc3,246ac443e0e7f811c4b54275ddcb52176c3e2c6d64e01c1c85a9cef6d9bd55ae,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1177/0032321718791373,57226745341,Li Shao,1,non_us,metadata,,,
85052060424,10.1177/0022002718789751,2019,Journal of Conflict Resolution,A Clash of Norms? How Reciprocity and International Humanitarian Law affect American Opinion on the Treatment of POWs,us_explicit,abstract,Survey experiments fielded in the United States,"Abstract explicitly identifies Americans, US respondents, or a US study setting.",false,cdf73d514161468924a7fc7d1309c922e7839108460a25b32900627da9b6a6bd,0ff9cf06043efcdf1e520ca3443d12c43e915ab0a893c8e8c660aea7ff22ed88,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1177/0022002718789751,57203528227,Jonathan A. Chu,1,us_explicit,metadata,,,
85052331497,10.1093/sf/soy046,2018,Social Forces,Privilege on the precipice: Perceived racial status threats lead white americans to oppose welfare programs,us_inferred,abstract,Barack Obama's successful presidential candidacy,"US racial and welfare context; named ANES data are observational, not direct sampling evidence for experiments.",false,3ffb153f3fd8dcea4763911f0107efab36569f643ddbf40bc9546ec2f0fc0935,81fd564a78822b952f78785f9fba54bf77eb4b6e8d0482bb62d2520f2974410b,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1093/sf/soy046,16305967100,Robb Willer,1,us_inferred,metadata,,,
85052633160,10.1111/jomf.12526,2019,Journal of Marriage and Family,Partner Characteristics and Perceptions of Responsibility for Housework and Child Care,us_explicit,abstract,Americans' normative beliefs,The experiment's reported conclusions explicitly concern American respondents' household-labour judgments.,false,4f304355506713e61f1f1c5b247ced90a46c14509f9f228dd242b1bbd86ad979,55e0b7957a43f0b436454984f25ff8fc4aa7b4717e3bf98fe6a1de96cbf7eb5f,Codex (GPT-6),AI_assisted,2026-09-09,false,top100_2010_metadata_v1,https://doi.org/10.1111/jomf.12526,55636964600,Long Doan,1,us_explicit,metadata,,,
85052643404,10.1017/psrm.2018.26,2020,Political Science Research and Methods,Identifying voter preferences for politicians' personal attributes: A conjoint experiment in Japan,non_us,abstract,using the case of Japan,Study population or findings explicitly situated outside the US.,false,ab797d211cea222675e6af23f15bf367d82e13be2e9000f4531fcebea6d5452c,cf4841d99883f3924571338cfa66295de09654c3a5d34116570f59e9b279ba4c,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1017/psrm.2018.26,24168107200|36159270600,Yusaku Horiuchi; Teppei Yamamoto,2,non_us,metadata,,,
85053017516,10.1017/S0007123418000248,2020,British Journal of Political Science,"Beyond Opportunity Costs: Campaign Messages, Anger and Turnout among the Unemployed",us_explicit,abstract,survey experiment involving unemployed Americans,"Abstract explicitly identifies Americans, US respondents, or a US study setting.",false,be3c33dd7111083d3c3c078d0f120125c3edd06ee5c21a94e8d358be35b0be09,714bf21853e71cbe3d4d6adfa115cd3eca83ea7bbdeb2f78dfbaffce52be8470,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1017/S0007123418000248,56448439600,Selim Erdem Aytaç,1,us_explicit,metadata,,,
85053221139,10.1111/jssr.12540,2018,Journal for the Scientific Study of Religion,The Influence of Institutional Salience on Political Attitudes and Activism among Catholic Priests in the United States,us_explicit,abstract,Roman Catholic priests in the United States,"Abstract explicitly identifies Americans, US respondents, or a US study setting.",false,e46c18fbbaf0cbeb2aa01afe09fca87283f3af0e3c428ffaa2d22f046e6d141b,a65faa016f4ad2b446f05686455304fd8c2df8b035759e2e7db39c3b286a4bc3,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1111/jssr.12540,24474160700,Brian R. Calfano,1,us_explicit,metadata,,,
85053299605,10.1177/1065912918793946,2019,Political Research Quarterly,"Pulled-Over Rates, Causal Attributions, and Trust in Police",us_inferred,abstract,American criminal justice system,US racial disparities in police stops frame the experiments.,false,de8b2d3ef0b82274c4cafb95a8af4d105497e86fcfb3324a9c93d48fa498d37a,2439481be5ad94125173d977d4e0036670795b76d5e85596125d2260bf600b35,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1177/1065912918793946,37063497400,Kevin J. Mullinix,1,us_inferred,metadata,,,
85053490407,10.1080/17524032.2018.1508046,2018,Environmental Communication,Exploring the Adaptation-mitigation Relationship: Does Information on the Costs of Adapting to Climate Change Influence Support for Mitigation?,us_explicit,abstract,"2,000 US-based respondents","Abstract explicitly identifies Americans, US respondents, or a US study setting.",false,29a842d9f79212c0a03fea293ba627ff819840963f86f408a455ee10aa4b3fe5,cd7b9c40d836ca0e6d4db3bce6ee301d36a8ed9518e8013e731782a625929ad3,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1080/17524032.2018.1508046,7202316609,Aseem Prakash,1,us_explicit,metadata,,,
85053509639,10.1080/09644016.2018.1517917,2019,Environmental Politics,Explaining support for renewable energy: commitments to self-sufficiency and communion,us_explicit,abstract,representative sample of American households,"Abstract explicitly identifies Americans, US respondents, or a US study setting.",false,10ae2688b4eb57d13f0e8da924a45aa3fb6cbada9830aa274389f0d6ba4a5cb1,99824882d6def5018b125c2c44100d8e899884bc57c316e4a4bb301872ab6e7b,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1080/09644016.2018.1517917,7102611306,Christine Horne,1,us_explicit,metadata,,,
85053519754,10.1177/0738894217697458,2019,Conflict Management and Peace Science,Supplying protection: The United Nations and public support for humanitarian intervention,us_explicit,abstract,representative sample of the US public,"Metadata directly identifies a US experimental population, setting, or findings attributed to Americans.",false,b3f5b233fb79353511e3ec1557daf688ca834b3efe4a592e20355016cf93dd97,17e0a677ffd9869afacbfe0d93a5f10056dd435b7f90df2fc00fe39f7824eb15,Codex (GPT-6),AI_assisted,2026-09-08,false,top100_metadata_v1,https://doi.org/10.1177/0738894217697458,24554597700,Geoffrey P. R. Wallace,1,us_explicit,metadata,,,
