change,scopus_id,doi,title,year,journal,source_id,in_frame,first_authid,last_authid,byline_complete,local_phrase_verified,matched_families
added,85081420498,10.1037/sah0000146,Attribution Theory and Reducing Stigma Toward Women With Postpartum Depression: Examining the Role of Perceptions of Stability,2019,Stigma and Health,21101042149,true,57213152895,8690478100,true,true,text_assignment
added,85082432811,10.1177/0020764020913322,The impact of mental health diagnoses on perceptions of risk of criminality,2020,International Journal of Social Psychiatry,16186,true,57215931839,8976886100,true,true,text_assignment
added,85083278173,10.1111/sltb.12636,Short-Term Effects of Media Reports on Terrorism That Are Consistent vs. Not Consistent with Media Recommendations on Mass Shootings: A Randomized Controlled Trial,2020,Suicide and Life Threatening Behavior,15313,true,36442500600,16304838000,true,true,text_assignment
added,85083298690,10.5964/jspp.v8i1.1085,Selective exposure and the authoritarian dynamic: Evidence from canada and the united states,2020,Journal of Social and Political Psychology,21100812569,true,35274670300,26040763000,true,true,text_assignment
added,85084124823,10.1073/pnas.1921790117,"Social, psychological, and demographic characteristics of dehumanization toward immigrants",2020,Proceedings of the National Academy of Sciences of the United States of America,21121,true,36864003900,7007111080,true,true,text_assignment
added,85084674495,10.1037/law0000238,False admissions of guilt associated with wrongful convictions undermine people's perceptions of exonerees,2020,Psychology Public Policy and Law,14045,true,25931228500,57208643615,true,true,text_assignment
added,85084721629,10.1044/2020_AJSLP-19-00081,Speech-language pathologists’ comfort level with use of term “stuttering” during evaluations,2020,American Journal of Speech Language Pathology,14566,false,16232527900,7003486857,true,true,text_assignment
added,85085114426,10.1016/j.acap.2020.02.025,Does the Narrative Voice Influence Parental Perceptions of Pediatrician Blogs?,2021,Academic Pediatrics,16800154743,true,57190046521,15063097600,true,true,text_assignment
added,85085578835,10.11588/ijodr.2020.1.68071,When dreaming is believing: Extending the findings to favorite celebrities,2020,International Journal of Dream Research,21100201309,false,14068245000,7005820019,true,true,text_assignment
added,85086721004,10.1007/s11199-020-01169-3,How Female Disclosure Recipients React to Women Survivors: The Impact of Rape Acknowledgment and Rejection of Rape Myths,2021,Sex Roles,14798,true,26657684800,57210165801,true,false,
added,85087007669,10.3389/fpsyg.2020.01234,Affective Consequences of Social Comparisons by Women With Breast Cancer: An Experiment,2020,Frontiers in Psychology,21100216571,true,26631880700,57217291740,true,false,
added,85087570804,10.1007/s10608-020-10128-x,Reframing Time Spent Alone: Reappraisal Buffers the Emotional Effects of Isolation,2020,Cognitive Therapy and Research,12887,true,57213558047,7102581294,true,false,
added,85088052428,10.1057/s41299-019-00075-z,Why Spelling Errors Matter: Online Company Reviews and Organizational Attraction,2020,Corporate Reputation Review,17700156775,false,57218145476,57218145420,true,true,text_assignment
added,85088196177,10.1016/j.erap.2016.02.002,Attitudes toward health-messages: The link between perceived attention and subjective strength,2016,Revue Europeenne De Psychologie Appliquee,14121,false,56747705300,6602984345,true,true,text_assignment
added,85089503453,10.1016/j.chb.2020.106520,Who gets the blame for service failures? Attribution of responsibility toward robot versus human service providers and service firms,2020,Computers in Human Behavior,19419,true,57218552221,22955897700,true,true,text_assignment
added,85090124331,10.1080/08870446.2020.1788714,Examining strategies for addressing high levels of ‘I don’t know’ responding to risk perception questions for colorectal cancer and diabetes: an experimental investigation,2021,Psychology and Health,14012,true,7403127682,16068993600,true,false,
added,85090305943,10.1037/rel0000384,The Impact of Diagnosis and Religious Orientation on Mental Illness Stigma,2022,Psychology of Religion and Spirituality,17700156745,true,57191837021,6603848413,true,true,text_assignment
added,85091569655,10.1093/scan/nsaa101,Dorsolateral prefrontal cortex response to negative tweets relates to executive functioning,2020,Social Cognitive and Affective Neuroscience,7000153204,true,56491383100,8940872900,true,true,text_assignment
added,85091829126,10.1177/0733464820960925,Brief Anti-Ageism Messaging Effects on Physical Activity Motivation Among Older Adults,2022,Journal of Applied Gerontology,29195,true,56179914900,57204673992,true,false,
added,85092394321,10.1515/humor-2019-0110,Taking a joke seriously: When does humor affect responses to the slurring of people with intellectual disabilities?,2020,Humor,14980,true,57190239203,57205236889,true,false,
added,85095861402,10.1093/scan/nsaa139,Economic threat heightens conflict detection: SLORETA evidence,2020,Social Cognitive and Affective Neuroscience,7000153204,true,22135546300,57219874700,true,true,text_assignment
added,85096636016,10.1111/bjso.12426,The antidepressant hoax: Conspiracy theories decrease health-seeking intentions,2021,British Journal of Social Psychology,12776,true,57220061471,56414021300,true,true,text_assignment
added,85096891386,10.1080/13811118.2019.1635933,Factors Predicting Intent to Intervene with a Potentially Suicidal Peer,2020,Archives of Suicide Research,12053,true,6603125325,55643220500,true,false,
added,85097178635,10.1080/02701960.2020.1854246,Addressing stereotypes of aging and interest in careers working with older adults through education,2021,Gerontology and Geriatrics Education,29072,false,57162007700,7402774100,true,true,text_assignment
added,85097442525,10.1080/0098261X.2020.1854904,Implicit and Explicit Attitudes Toward Prosecutors and Defense Attorneys,2021,Justice System Journal,28955,true,57220572900,57220572900,true,true,text_assignment
added,85097826636,10.1080/14999013.2020.1860164,Exploring Rater Cultural Bias in Forensic Risk Assessment,2021,International Journal of Forensic Mental Health,21100208035,false,57217238201,55623424000,true,true,text_assignment
added,85098095110,10.1027/1864-1105/a000284,Between a Rock and a Hard Place: The Role of Moral Intuitions and Social Distance in Determining Moral Judgments of an Agent in a Moral Dilemma,2021,Journal of Media Psychology,17700156742,true,57203699392,55650528500,true,true,text_assignment
added,85099284233,10.1007/s11292-020-09451-w,The use of personal protective equipment (PPE) by police during a public health crisis: An experimental test of public perception,2022,Journal of Experimental Criminology,130146,true,57193081269,57221493796,true,true,text_assignment
added,85100523400,10.1111/jasp.12741,Biases and their impact on opinions of transgender bathroom usage,2021,Journal of Applied Social Psychology,15390,true,57194655485,7004484326,true,false,
added,85101391650,10.1080/24732850.2021.1892438,Sensitivity to Psychologically Coercive Interrogations: A Comparison of Instructions and Expert Testimony to Improve Juror Decision-Making,2021,Journal of Forensic Psychology Research and Practice,21100915638,false,56844102700,57222094552,true,true,text_assignment
added,85103342639,10.1016/j.pec.2021.02.030,The effect of physician self-disclosure on patient self-disclosure and patient perceptions of the physician,2021,Patient Education and Counseling,22460,true,57202422996,55962904000,true,true,text_assignment
added,85103390629,10.1016/j.heliyon.2021.e06599,Loss-related mental states impair executive functions in a context of sadness,2021,Heliyon,21100411756,true,25930707000,23994013200,true,true,text_assignment
added,85103823792,10.1371/journal.pone.0249294,The emotion storyboard: A method to examine social judgments of emotion,2021,Plos One,10600153309,true,57210792072,7004988837,true,true,text_assignment
added,85105914411,10.1177/09636625211012630,The effects of media narratives about failures and discoveries in science on beliefs about and support for science,2021,Public Understanding of Science,22370,true,57195994710,7007149707,true,true,text_assignment
added,85108151703,10.3389/fpsyg.2021.581255,Does Health Literacy Make a Difference? Comparing the Effect of Conventional Medicine Versus Homeopathic Prescribing on Treatment Credibility and Expectancy,2021,Frontiers in Psychology,21100216571,true,57192387017,35309962100,true,true,text_assignment
added,85108822591,10.1177/00938548211026956,Trial by Tabloid: Can Implicit Bias Education Reduce Pretrial Publicity Bias?,2022,Criminal Justice and Behavior,19664,true,56844102700,6506309293,true,true,text_assignment
added,85109193602,10.1080/26904586.2020.1826025,“She’s just a bad mother”: Perceptions of failure to protect children in relationships with intimate partner violence,2020,Journal of Family Trauma Child Custody and Child Development,21101050919,false,57195757254,7102571342,true,true,text_assignment
added,85110484359,10.1037/ppm0000218,Seeing is believing: The role of imagery fluency in narrative persuasion through a graphic novel.,2020,Psychology of Popular Media,21101051829,true,36671138800,57204810718,true,true,text_assignment
added,85111747516,10.1037/pha0000486,The discounting of death: Probability discounting of heroin use by fatal overdose likelihood and drug purity.,2021,Experimental and Clinical Psychopharmacology,14144,true,56506680800,57035145100,true,true,text_assignment
added,85114102481,10.1177/10755470211027235,Using a News Article to Convey Climate Science Consensus Information,2021,Science Communication,17449,true,57210835212,7003936520,true,true,text_assignment
added,85117395813,10.1002/rrq.448,At the Heart of Optimal Reading Experiences: Cardiovascular Activity and Flow Experiences in Fiction Reading,2022,Reading Research Quarterly,16055,false,57205060942,26034276000,true,true,text_assignment
added,85117878236,10.1037/spq0000452,Context Matters for Preschool Discipline: Effects of Distance Learning and Pandemic Fears,2021,School Psychology,21100911068,false,57311576200,56672919500,true,true,text_assignment
added,85118216363,10.1080/17439760.2021.1991451,"Women pay a steeper price for arrogance: Examining presentation style, gender, and humility",2023,Journal of Positive Psychology,5800207373,true,57514681000,31067462900,true,true,text_assignment
added,85118882243,10.3389/fpsyg.2018.01317,No Differential Effects of Neural and Psychological Explanations of Psychopathy on Moral Behavior,2018,Frontiers in Psychology,21100216571,true,57193751213,57193745540,true,true,text_assignment
added,85119693391,10.1007/s10865-021-00266-2,Psychological Impact of Ambiguous Health Messages about COVID-19,2022,Journal of Behavioral Medicine,16664,true,57208239097,56412552400,true,true,text_assignment
added,85120921433,10.1371/journal.pone.0260478,Are smokers scared by COVID-19 risk? How fear and comparative optimism influence smokers' intentions to take measures to quit smoking,2021,Plos One,10600153309,true,58147955400,57226616522,true,false,
added,85121753028,10.1080/10926771.2021.2019157,"Exploring the Effects of Perpetrator, Victim, and Participant Gender on Perceptions Related to Sexual Assault",2022,Journal of Aggression Maltreatment and Trauma,15373,true,57384263600,6506172748,true,false,
added,85122503392,10.1111/asap.12286,"Factors influencing mock parole board members: the impact of an incarcerated person's race/ethnicity, conversion while in prison, and mental health status",2022,Analyses of Social Issues and Public Policy,1100147103,true,36337707500,57405470700,true,true,text_assignment
added,85122767845,10.1080/02702711.2021.2020187,The Impact of Knowledge-Building through Conceptually-Coherent Read Alouds on Vocabulary and Comprehension,2022,Reading Psychology,16054,false,36538353700,56166459500,true,false,
added,85122786688,10.1080/10508619.2021.2015890,"Creating Positive, Negative, and Neutral God Concept Primes and Testing Their Impact on Scrupulosity Relevant Tasks and Symptoms",2022,International Journal for the Psychology of Religion,26843,true,57224145712,34768859700,true,true,text_assignment
added,85123252774,10.1007/s12144-021-02432-w,Informal psychology education and the fundamental attribution error: Testing the effectiveness of accessible online passages,2023,Current Psychology,13479,true,57218513220,57421515500,true,false,
added,85123260351,10.1007/s11469-022-00756-7,Opioid Use Stigma: An Examination of Student Attitudes on Harm Reduction Strategies,2022,International Journal of Mental Health and Addiction,4700152495,true,57541952500,7006625081,true,false,
added,85123284003,10.3389/fpsyg.2021.772916,Long-Term Influence of Incidental Emotions on the Emotional Judgment of Neutral Faces,2022,Frontiers in Psychology,21100216571,true,57422909200,57222617631,true,false,
added,85123939802,10.1007/s11145-021-10246-2,Reading in print versus digital media uses different cognitive strategies: evidence from eye movements during science-text reading,2022,Reading and Writing,22281,false,56026231400,56026231400,true,true,text_assignment
added,85123960531,10.1111/jomf.12822,The impact of narratives of the future on fertility intentions in Norway,2022,Journal of Marriage and Family,15653,true,23100398200,23020542700,true,true,text_assignment
added,85124182847,10.1016/j.chb.2022.107229,An experimental investigation of adolescent and young adult responses to stigmatizing and supportive social media posts in response to a depressed peer,2022,Computers in Human Behavior,19419,true,57218371031,7003905753,true,true,text_assignment
added,85124183188,10.1108/JMHTEP-09-2021-0105,Many common presentations of obsessive-compulsive disorder unrecognized by medical providers in a Pacific Island community,2022,Journal of Mental Health Training Education and Practice,21100205991,false,57418932900,57418749300,true,true,text_assignment
added,85124811069,10.1080/1068316X.2022.2038599,Consumers’ response to mass market scam solicitations: profiling scams and responses,2023,Psychology Crime and Law,14027,true,57201680559,56495401400,true,true,text_assignment
added,85125147196,10.1080/15299716.2022.2031367,Sexual Intimate Partner Violence: Effects of Prejudice toward Bisexual and Gay Men on Victim Blame,2021,Journal of Bisexuality,4700152759,false,58537561500,7801538781,true,true,text_assignment
added,85125709953,10.1016/j.appet.2022.105981,Educational interventions and animal consumption: Results from lab and field studies,2022,Appetite,29994,true,24802217500,56600722000,true,true,text_assignment
added,85125925957,10.1177/10790632211062188,Public Perception of Men Who Have Committed Intrafamilial and Extrafamilial Sexual Offences Against Children,2022,Sexual Abuse,21101113286,false,57480362600,50261117400,true,true,text_assignment
added,85127257366,10.1007/s12147-022-09297-8,"Beyond He and She: Does the Singular Use of “They, Them, Their” Function Generically as Inclusive Pronouns for Cisgender Men and Women?",2023,Gender Issues,23636,true,35761878900,57554168100,true,false,
added,85128726755,10.1080/15377938.2022.2054890,"An aversive racism explanation for the influence of race, SES, and race-stereotypical crimes on jury decision biases against East Asian American defendants",2022,Journal of Ethnicity in Criminal Justice,4700152741,false,57611564600,14036670300,true,true,text_assignment
added,85131518792,10.1177/0261927X221105096,Implications of Older Adults’ Attributions for Young Adults’ Attitudes to Aging: A Vignette Study,2023,Journal of Language and Social Psychology,15564,true,35726517600,57185674100,true,true,text_assignment
added,85131722785,10.4148/1944-9771.1252,Money and Betrayal: Perceptions of Alimony Fairness in Relation to Infidelity,2022,Journal of Financial Therapy,21100828655,false,57736222200,57494459500,true,true,text_assignment
added,85131792440,10.1080/00224545.2022.2085543,Does he see what she sees? The gender gap in perceptions of institutional sexism,2024,Journal of Social Psychology,30090,true,54912001600,57220885155,true,true,text_assignment
added,85131840762,10.1016/j.addbeh.2022.107383,Communicating the risks of tobacco and alcohol co-use,2022,Addictive Behaviors,24763,true,56540040200,23499462800,true,true,text_assignment
added,85133464726,10.1080/1068316X.2022.2093871,Can you put a price on 14 years of life? Examining predictors of monetary compensation for exonerees,2024,Psychology Crime and Law,14027,true,46761184000,57213143588,true,true,text_assignment
added,85133509645,10.3389/fpsyg.2022.823147,The Reproducibility Movement in Psychology: Does Researcher Gender Affect How People Perceive Scientists With a Failed Replication?,2022,Frontiers in Psychology,21100216571,true,6603107607,7101785895,true,true,text_assignment
added,85136603563,10.1007/s10834-022-09859-8,"What Matters When Examining Attitudes of Economic Abuse? Gender and Student Status as Predictors of Blaming, Minimizing, and Excusing Economic Abuse",2023,Journal of Family and Economic Issues,15500,true,57857581100,57859732900,true,true,text_assignment
added,85137416481,10.1007/s10803-022-05739-0,Do Autistic People’s Support Needs and Non-Autistic People’s Support for the Neurodiversity Movement Contribute to Heightened Autism Stigma in South Korea vs. the US?,2023,Journal of Autism and Developmental Disorders,22111,true,57197783099,25223193600,true,true,text_assignment
added,85137778566,10.1080/08870446.2022.2119236,Asymmetrical genetic attributions for the presence and absence of health problems,2024,Psychology and Health,14012,true,55211666800,7202547438,true,true,text_assignment
added,85138291407,10.1080/00220973.2022.2110029,The effects of a utility value intervention combined with task relevance instructions,2024,Journal of Experimental Education,21448,true,26767747000,26767747000,true,true,text_assignment
added,85139432789,10.1177/02762366211019782,The Effect of Fantasy Context on Moral Action and Judgment,2022,Imagination Cognition and Personality,21101183485,false,57375953700,24315688500,true,true,text_assignment
added,85142294859,10.1037/tep0000424,Predictors of Therapy Trainees’ Pathologizing and Invalidating Microaggressions With Sexual and Racial Minority Therapy Clients,2023,Training and Education in Professional Psychology,5800179597,true,57972194500,6603654027,true,true,text_assignment
added,85144196764,10.1007/s12144-022-04168-7,Reading struggle stories of role models can improve the perseverance of undergraduates with low perseverance,2023,Current Psychology,13479,true,57337738100,57189256571,true,false,
added,85144480113,10.1027/1864-1105/a000368,Using Health Intervention Messages to Reduce Intentions to Spend Time on Social Networks,2023,Journal of Media Psychology,17700156742,true,57216859194,7003827326,true,true,text_assignment
added,85144506657,10.1177/13684302221098009,Villains or vermin? The differential effects of criminal and animal rhetoric on immigrant cardiovascular responses,2022,Group Processes and Intergroup Relations,14946,true,57200878902,6701735576,true,true,text_assignment
added,85146270142,10.1016/j.ijintrel.2023.101759,Acculturation preferences and perceived (dis)loyalty of Muslims in the U.K.: Two vignette-based experimental studies,2023,International Journal of Intercultural Relations,15496,true,56509214500,6603745808,true,false,
added,85146299197,10.1027/2512-8442/a000125,What Is the Benefit of Adding Placebo Side-Effect Information to Positively Framed Patient Leaflets?: An Online Trial,2023,European Journal of Health Psychology,21100987402,false,57219122422,57192089874,true,true,text_assignment
added,85147000889,10.1037/sah0000432,Stigmatization of Anorexia Nervosa Versus Atypical Anorexia Nervosa: An Experimental Study,2023,Stigma and Health,21101042149,true,57222672373,8551353900,true,false,
added,85147294804,10.1080/03601277.2023.2172537,Encouraging older adults to use assistive devices: The role of politeness theory,2023,Educational Gerontology,28673,true,58088669200,26436115900,true,true,text_assignment
added,85147515146,10.1111/jasp.12964,"If they rise, will we fall? Social identity uncertainty and preference for collective victimhood rhetoric",2023,Journal of Applied Social Psychology,15390,true,57190579786,7006277794,true,true,text_assignment
added,85147676432,10.1037/stl0000308,"Can You Judge a Book by Its Modality? An Experimental Comparison of Reading and Test Performance Across a Print, Electronic, or Interactive Introduction to Psychology Textbook Assignment",2022,Scholarship of Teaching and Learning in Psychology,21101077288,true,7004030582,57214877336,true,true,text_assignment
added,85148610405,10.1037/sah0000431,What You Don’t Expect When You’re Expecting: Demonstrating Stigma Against Women With Postpartum Psychological Disorders,2023,Stigma and Health,21101042149,true,15049869200,15842064300,true,true,text_assignment
added,85158121671,10.3389/feduc.2023.1112804,The effects of text structure on students’ use of comprehension strategies and cognitive outcomes during science text processing,2023,Frontiers in Education,21100935978,true,56502419400,55882820500,true,false,
added,85159361979,10.1037/tmb0000044,Improving the Acceptability of Internet-Based Cognitive-Behavioral Therapy Among Black Americans,2021,Technology Mind and Behavior,21101185419,true,57943713200,7404424769,true,false,
added,85161559225,10.1080/1068316X.2023.2220870,Perceptions of crime severity and stigma toward family members grieving the loss of a person to incarceration,2024,Psychology Crime and Law,14027,true,57291082300,57189360452,true,true,text_assignment
added,85162651744,10.1080/00224545.2023.2216880,Leveraging impression management motives to increase the use of face masks,2024,Journal of Social Psychology,30090,true,57878506200,7102729349,true,true,text_assignment
added,85165028974,10.1007/s12144-023-04971-w,Cheap shots: victim blaming in the context of COVID-19,2024,Current Psychology,13479,true,57223181149,30867492000,true,true,text_assignment
added,85165482431,,Racialized Self-Defense: Effects of Race Salience on Perceptions of Fear and Reasonableness,2022,Columbia Journal of Law and Social Problems,13131,false,57365804700,57365804700,true,true,text_assignment
added,85165990359,10.1016/j.langsci.2023.101562,Students’ perception of an instructor: The effects of instructor accommodation to student swearing,2023,Language Sciences,23166,false,57212307350,9636777800,true,true,text_assignment
added,85166557492,10.1017/langcog.2023.30,Does reading about fictional minds make us more curious about real ones?,2024,Language and Cognition,19700170244,false,57202916416,8736057300,true,true,text_assignment
added,85166962743,10.1007/s00127-023-02543-8,Associations of continuum beliefs with personality disorder stigma: correlational and experimental evidence,2024,Social Psychiatry and Psychiatric Epidemiology,19841,true,57211602419,7004153750,true,true,text_assignment
added,85168497728,10.1016/j.foodqual.2023.104959,Knowledge of an insect pest negatively affects sensory perception and emotional response to blueberries,2023,Food Quality and Preference,23161,true,56973435400,56463822700,true,true,text_assignment
added,85169326370,10.1002/symb.668,The Power of a : Emojis Reducing Ambiguity in Digitally Mediated Romantic Encounters,2023,Symbolic Interaction,26619,true,57190379998,57190379998,true,false,
added,85170263404,10.1037/sah0000471,Mental illness stigma and microaggressions: An experimental study of familiarity and relationship quality.,2025,Stigma and Health,21101042149,true,58022859000,7006625081,true,false,
added,85170844084,10.1177/00936502231198551,Affective Responses to Counter-Attitudinal Testimonials Drive Persuasive Effects: The Case of Physician-Assisted Suicide,2025,Communication Research,17649,true,57208579927,14834132200,true,true,text_assignment
added,85171265737,10.3758/s13423-023-02349-4,Conceptual overlap among texts impedes comprehension monitoring,2024,Psychonomic Bulletin and Review,14062,true,57463554500,7202816237,true,true,text_assignment
added,85171295847,10.1177/00938548231195112,A Forensic Science Informational Video Can Help Mock Jurors Evaluate Forensic Expert Testimony,2023,Criminal Justice and Behavior,19664,true,58577425700,6507348904,true,true,text_assignment
added,85172081356,10.3390/socsci10080308,"“If You Don’t Speak English, I Can’t Understand You!”: Exposure to Various Foreign Languages as a Threat",2021,Social Sciences,21100810500,true,57200645793,8213303300,true,false,
added,85172711334,10.1007/s12529-022-10137-y,Are Fear Campaigns Effective for Increasing Adherence to COVID-Related Mitigation Measures?,2023,International Journal of Behavioral Medicine,14873,true,57468586700,57979215100,true,true,text_assignment
added,85173465973,10.1016/j.pec.2023.107988,Effects of exposure to media messages about limiting breast cancer screening: A qualitative experimental study,2023,Patient Education and Counseling,22460,true,57216651585,7801629573,true,false,
added,85174752367,10.1027/1618-3169/a000585,The Effects of Implicit Theories on Body Weight Information Avoidance,2023,Experimental Psychology,14145,false,55694770000,7006702063,true,true,text_assignment
added,85181466985,10.1007/s11195-023-09829-4,Impression Formation Following Self-disclosure of an Invisible (Non-apparent) Disability to a Romantic Partner,2024,Sexuality and Disability,18886,false,57217180643,57211366341,true,false,
added,85184196386,10.1080/02640414.2024.2307757,The meta-cognitive role of thought morality in attitude change and behavioural intentions related to doping,2023,Journal of Sports Sciences,21090,true,8963173700,58504300600,true,true,text_assignment
added,85185449095,10.1111/jasp.13024,Mothers of transgender youth experience stigma-by-association,2024,Journal of Applied Social Psychology,15390,true,15842064300,15058037500,true,true,text_assignment
added,85185925293,10.1177/08862605241234350,"Bystander Intervention in Coercive Control: Do Relationship to the Victim, Bystander Gender, and Concerns Influence Willingness to Intervene?",2024,Journal of Interpersonal Violence,20374,true,58906661000,55857123200,true,true,text_assignment
added,85185931160,10.1037/cdp0000630,Examining the Effects of Genetic Ancestry Information on Appraisals of Contested Racial Identities,2023,Cultural Diversity and Ethnic Minority Psychology,14230,true,57219239099,7005655001,true,true,text_assignment
added,85186612070,10.1080/20445911.2024.2321192,When more is more: effect of context and stimulus set size on orthographic learning,2024,Journal of Cognitive Psychology,19900192026,false,56865277200,8671782200,true,true,text_assignment
added,85188180691,10.1093/geront/gnad093,"Effects of Alzheimer's Diagnosis and Gender on Ageist Attitudes, Aging Anxiety, and Emotional Reactions to Older Adults",2024,Gerontologist,29070,true,6508187138,57189852669,true,false,
added,85189142325,10.1038/s41366-024-01516-4,The effect of GLP-1 receptor agonist use on negative evaluations of women with higher and lower body weight,2024,International Journal of Obesity,12697,true,57960134700,23006054100,true,false,
added,85189179965,10.1016/j.foodqual.2024.105180,Knowledge of traditional insect consumption impacts sensory perception and emotional responses to cookies containing crickets,2024,Food Quality and Preference,23161,true,57411933300,56463822700,true,true,text_assignment
added,85189362817,10.1037/sah0000520,Identifying the Trajectory of Public Stigma Across the Stages of Recovery From a Substance Use Disorder,2024,Stigma and Health,21101042149,true,58968168100,35234631900,true,true,text_assignment
added,85190142398,10.1037/stl0000376,A “mindful” approach to inclusive education.,2023,Scholarship of Teaching and Learning in Psychology,21101077288,true,7202178627,59166851600,true,false,
added,85191804043,10.1108/EDI-11-2022-0332,"Allyship against interpersonal pregnancy discrimination: exploring observers’ spontaneous responses toward pregnancy self-disclosure, interpersonal discrimination and male allyship",2024,Equality Diversity and Inclusion,19900191744,true,57203888865,57646321000,true,false,
added,85193916475,10.1007/s11292-024-09621-0,Beyond police apologies: Concrete plans of action increase the public’s willingness to cooperate with police,2025,Journal of Experimental Criminology,130146,true,57196590684,56973588700,true,false,
added,85194913763,10.4148/1944-9771.1337,Divorced From Knowledge: Perceptions of Alimony Fairness in Relation to Educational Discrepancies,2024,Journal of Financial Therapy,21100828655,false,57494459500,57736222200,true,true,text_assignment
added,85197442398,10.1037/vio0000494,When High Right-Wing Authoritarians Report Elevated Empathy Toward a Black Woman Victim of Police Violence: “Inclusive Victimhood Consciousness” From Police Mistreatment Experiences,2024,Psychology of Violence,19700186336,true,55494658800,26041176700,true,false,
added,85199810955,10.3390/antibiotics13070657,Testing Different Message Styles about Unnecessary Antibiotics Using an Online Platform,2024,Antibiotics,21100469670,false,57290136700,35549518300,true,true,text_assignment
added,85203498995,10.1080/00224499.2024.2395481,Similar Employment of Coercion Strategies by Men and Women: Links Between Conformity to Traditional Masculine Ideologies and Sexual Coercion Following Sexual Rejection,2025,Journal of Sex Research,30084,true,58775993300,57195353740,true,false,
added,85203534762,10.1080/10503307.2024.2398085,Evaluation of male-specific psychoeducation for major depressive disorder compared to cognitive behavioral therapy psychoeducation: A randomized controlled investigation in mentally distressed men,2025,Psychotherapy Research,14080,false,57191273607,57224776494,true,false,
added,85204155636,10.1177/14648849241284575,Behind the black box: The moderating role of the machine heuristic on the effect of transparency information about automated journalism on hostile media bias perception,2026,Journalism,5700176815,true,57861423000,57195994710,true,true,text_assignment
added,85204484942,10.1111/asap.12428,"Attitudes on affirmative action targeted to help Black and Hispanic individuals: The roles of knowledge, race, and perceived discrimination",2024,Analyses of Social Issues and Public Policy,1100147103,true,59335539200,55940706500,true,true,text_assignment
added,85208662406,10.1016/j.eatbeh.2024.101930,Using stereotype violation to shift causal understanding and attitudes about weight,2024,Eating Behaviors,13545,true,23006054100,57219272948,true,true,text_assignment
added,85209634086,10.1093/abm/kaae063,Exposure to GLP-1 Receptor Agonist and Bariatric Surgery Use on Obesity Policy Support,2024,Annals of Behavioral Medicine,27473,true,57960134700,23006054100,true,false,
added,85209904852,10.1080/19419899.2024.2429764,"Predictors of perceptions toward blaming the victim, excusing the perpetrator, and supporting the victim in intimate partner violence scenarios involving transgender women",2025,Psychology and Sexuality,19700187621,true,57857581100,55929101500,true,true,text_assignment
added,85212188197,10.1037/aca0000724,Creative Mindset Induction Affects Beliefs but Not Creative Task Performance,2024,Psychology of Aesthetics Creativity and the Arts,19500156812,true,49863733900,14422516800,true,true,text_assignment
added,85213223088,10.1037/aca0000721,"Measuring Storyworld Possible Selves in Depression Stories: Linguistic Features, Personal Relevance, and the Narrative Experience",2024,Psychology of Aesthetics Creativity and the Arts,19500156812,true,58242145600,56165925200,true,true,text_assignment
added,85215526844,10.3389/fspor.2024.1472880,"Pre-service teachers' perceptions of physical, socioemotional and cognitive traits in gifted students: unveiling bias?",2024,Frontiers in Sports and Active Living,21101063028,true,17433935900,36634613500,true,false,
added,85216251753,10.1016/j.pec.2025.108652,Examining the impact of identity-safety cues on inclusion for adults with higher body weights in healthcare settings,2025,Patient Education and Counseling,22460,true,57207357396,59531149200,true,false,
added,85217506639,10.1016/j.mhp.2025.200406,"Population-level mental health literacy: A vignette-based study on prejudice, sexism, and recognition in prevention strategies for social anxiety in Ghana",2025,Mental Health and Prevention,21100265182,true,57224973204,24587727700,true,true,text_assignment
added,85218201037,10.1080/10640266.2025.2465153,The impact of patient weight on US mental health providers’ diagnosis of bulimia nervosa,2026,Eating Disorders,13547,false,58109539800,37461895000,true,true,text_assignment
added,85218748893,10.1037/pac0000795,"Who Deserves Access to Basic Human Rights? Incarceration, Illegal Acts, and Inferences About Deservingness",2025,Peace and Conflict,12793,true,55449751200,7402882449,true,true,text_assignment
added,105000417315,10.1111/risa.17713,A new hope or phantom menace? Exploring climate emotions and public support for climate interventions across 30 countries,2025,Risk Analysis,26372,true,57192099710,9333655700,true,false,
added,105000748965,10.1093/pnasnexus/pgaf071,The effect of uncertainty communication on public trust depends on belief–evidence consistency,2025,Pnas Nexus,21101186976,true,58917048800,56580288300,true,true,text_assignment
added,105001077106,10.1111/pops.13008,Bearing the burden of peace: Intergroup attribution bias and public support for peace provisions,2025,Political Psychology,22861,true,57190861198,57188590875,true,true,survey_wording
added,105001684749,10.1093/abm/kaaf018,"Weight loss advice from a healthcare provider is motivating, but it is also stigmatizing: an experimental, scenario-based approach",2025,Annals of Behavioral Medicine,27473,true,56966522700,7101879250,true,true,text_assignment
added,105001849546,10.1080/1553118X.2024.2435494,Generating Credibility in Crisis: Will an AI-Scripted Response Be Accepted?,2025,International Journal of Strategic Communication,19700187619,true,57205240520,57760709600,true,true,text_assignment
added,105002055970,10.1037/ppm0000525,The Effect of Types of Language Mistakes on the Persuasiveness of User-Generated Content on Facebook,2024,Psychology of Popular Media,21101051829,true,58094525100,17436116600,true,true,text_assignment
added,105002062900,10.1093/sw/swaf005,Social Workers’ Attitudes and Beliefs about MDMA-Assisted Therapy for Adolescents with PTSD,2025,Social Work United States,19600163400,true,57211443493,57957941500,true,false,
