focal_author_name,scopus_id,doi,title,year,first_or_last,byline_complete,specific_clause,grouped_clause,previous_primary,previous_candidate,targeted,primary_plus_specific,broad_plus_specific
Kurt Gray,85106382757,10.1016/j.jesp.2021.104147,"Feeling empathy for organizations: Moral consequences, mechanisms, and the power of framing",2021,true,true,false,false,false,false,false,false,false
Kurt Gray,85108449064,10.1037/xge0001033,Tight Cultures and Vengeful Gods: How Culture Shapes Religious Belief,2021,true,true,false,false,false,false,false,false,false
Kurt Gray,85109961866,10.1016/j.chb.2021.106945,Reducing the uncanny valley by dehumanizing humanoid robots,2021,true,true,false,false,false,false,false,false,false
Kurt Gray,85116358487,10.1177/1745691621999374,"Psychological Science in the Wake of COVID-19: Social, Methodological, and Metascientific Considerations",2022,false,true,false,false,false,false,false,false,false
Kurt Gray,85120077557,10.1080/15298868.2021.1990118,The moral identity picture scale (MIPS): Measuring the full scope of moral identity,2022,true,true,false,false,false,false,false,false,false
Kurt Gray,85122654063,10.1038/s41467-021-27668-9,National identity predicts public health support during a global pandemic,2022,false,true,false,false,false,false,false,false,false
Kurt Gray,85122846492,10.1037/amp0000818,The New Science of Religious Change,2021,false,true,false,false,false,false,false,false,false
Kurt Gray,85124909924,10.1177/19485506211068922,Threat Rejection Fuels Political Dehumanization,2023,true,true,false,false,false,false,false,false,false
Kurt Gray,85130059747,10.1177/01461672221089451,People See Political Opponents as More Stupid Than Evil,2023,true,true,false,false,false,false,false,false,false
Kurt Gray,85130614761,10.1037/pspa0000310,"The Affective Harm Account (AHA) of Moral Judgment: Reconciling Cognition and Affect, Dyadic Morality and Disgust, Harm and Purity",2022,true,true,false,false,false,true,false,false,true
Kurt Gray,85131128353,10.1016/j.jesp.2022.104360,When your boss is a robot: Workers are more spiteful to robot supervisors that seem more human,2022,true,true,false,false,false,false,false,false,false
Kurt Gray,85132775383,10.1016/j.jesp.2022.104348,Equating silence with violence: When White Americans feel threatened by anti-racist messages,2022,true,true,true,true,false,false,true,true,true
Kurt Gray,85134782679,10.1037/xge0001250,Algorithmic Discrimination Causes Less Moral Outrage Than Human Discrimination,2022,true,true,false,false,false,false,false,false,false
Kurt Gray,85137690279,10.1093/pnasnexus/pgac093,Predicting attitudinal and behavioral responses to COVID-19 pandemic using machine learning,2022,false,true,false,false,false,false,false,false,false
Kurt Gray,85140762473,10.1037/apl0001045,The Rise of Robots Increases Job Insecurity and Maladaptive Workplace Behaviors: Multimethod Evidence,2022,true,true,false,false,false,false,false,false,false
Kurt Gray,85141398786,10.1177/10888683221124741,The Problem of Purity in Moral Psychology,2023,true,true,false,false,false,false,false,false,false
Kurt Gray,85145681650,10.1111/pops.12875,Reducing Political Dehumanization by Pairing Facts With Personal Experiences,2023,false,true,false,false,false,false,false,false,false
Kurt Gray,85151443293,10.1038/s41562-023-01558-0,Supernatural explanations across 114 societies are more common for natural than social phenomena,2023,true,true,false,false,false,false,false,false,false
Kurt Gray,85158147416,10.1037/pspa0000341,Seeing Your Life Story as a Hero’s Journey Increases Meaning in Life,2023,true,true,false,false,false,false,false,false,false
Kurt Gray,85162681399,10.1186/s12889-023-16095-8,"Pay-it-forward gonorrhea and chlamydia testing among men who have sex with men and male STD patients in China: the PIONEER pragmatic, cluster randomized controlled trial protocol",2023,false,true,false,false,false,false,false,false,false
Kurt Gray,85162762977,10.1111/cogs.13306,People's Preferences for Inequality Respond Instantly to Changes in Status: A Simulated Society Experiment of Conflict Between the Rich and the Poor,2023,false,true,false,false,false,false,false,false,false
Kurt Gray,85164322744,10.1016/j.jesp.2023.104498,Negative multicultural experiences can increase intergroup bias,2023,false,true,false,false,false,false,false,false,false
Kurt Gray,85168067948,10.1111/cogs.13320,Do Companies Think and Feel? Mind Perception of Organizations,2023,true,true,false,false,false,false,false,false,false
Kurt Gray,85174532355,10.1017/mor.2023.21,"Cultural Differences in People s Reactions and Applications of Robots, Algorithms, and Artificial Intelligence",2023,true,true,false,false,false,false,false,false,false
Kurt Gray,85180014132,10.1037/pspa0000358,Generalized Morality Culturally Evolves as an Adaptive Heuristic in Large Social Networks,2023,true,true,false,false,false,false,false,false,false
Kurt Gray,85184670116,10.1126/sciadv.adj5778,Addressing climate change with behavioral science: A global intervention tournament in 63 countries,2024,false,true,false,false,false,false,false,false,false
Kurt Gray,85189287868,10.1037/xge0001554,Using “Balanced Pragmatism” in Political Discussions Increases Cross-Partisan Respect,2024,true,true,false,false,false,false,false,false,false
Kurt Gray,85189491234,10.1037/pspa0000379,Moral Panics on Social Media Are Fueled by Signals of Virality,2024,true,true,false,false,false,false,false,false,false
Kurt Gray,85194897160,10.1038/s41598-024-63360-w,Perception of experience influences altruism and perception of agency influences trust in human–machine interactions,2024,false,true,false,false,false,false,false,false,false
Kurt Gray,85198935064,10.1093/pnasnexus/pgae244,"People believe political opponents accept blatant moral wrongs, fueling partisan divides",2024,true,true,false,false,false,false,false,false,false
Kurt Gray,85199016221,10.1038/scientificamerican0124-82,"To Lead a Meaningful Life, Become Your Own Hero: The narrative blueprint underpinning many heroic tales can offer a powerful way to reframe experiences",2024,true,true,false,false,false,false,false,false,false
Kurt Gray,85202765674,10.1080/2153599X.2024.2363750,Religious people view both science and religion as less epistemically valuable than non-religious people view science,2025,false,true,false,false,false,false,false,false,false
Kurt Gray,85205452514,10.1093/pnasnexus/pgae345,National politics ignites more talk of morality and power than local politics,2024,true,true,false,false,false,false,false,false,false
Kurt Gray,85206798442,10.1126/science.adh4764,Megastudy testing 25 treatments to reduce antidemocratic attitudes and partisan animosity,2024,false,true,false,false,false,false,false,false,false
Kurt Gray,85217870047,10.1038/s41598-025-86510-0,AI language model rivals expert ethicist in perceived moral expertise,2025,true,true,false,false,false,false,false,false,false
Kurt Gray,85219115655,10.1038/scientificamerican032025-0updky6BJ1NTzfIxPG7KJ,"How Immoral Are Our Political Opponents?: To heal political division, start with common moral ground, a study suggests",2025,true,true,false,false,false,false,false,false,false
Kurt Gray,105001090579,10.1111/pops.13011,Political censorship feels acceptable when ideas seem harmful and false,2025,true,true,false,false,false,false,false,false,false
Kurt Gray,105002980606,10.1080/10508619.2025.2491893,Seeing Religious Faith as Essential to Morality Predicts Deconversion Guilt,2026,true,true,false,false,false,false,false,false,false
Kurt Gray,105005351347,10.1093/pnasnexus/pgaf119,A large-scale investigation of everyday moral dilemmas,2025,false,true,false,false,false,false,false,false,false
Kurt Gray,105006832358,10.1037/dec0000262,Morally Motivated? People Use Self-Sacrifice as a Cue for Moral Character,2025,false,true,false,false,false,true,false,false,true
Kurt Gray,105008873475,10.1016/j.jesp.2025.104781,Vicarious kin derogation—when and why people mock the innocent family members of political leaders,2025,true,true,false,false,false,false,false,false,false
Kurt Gray,105014339855,10.1177/02654075251371397,Perceiving opponents as self-disclosing bridges partisan divides,2025,true,true,false,false,false,false,false,false,false
Kurt Gray,105019206012,10.1111/ijsa.70028,Knowing How Personnel Selection Algorithms Compare With Human Recruiters Influences Their Perceived Trustworthiness,2025,true,true,false,false,false,false,false,false,false
Kurt Gray,105020757849,10.1177/01461672251372823,Health Behaviors Are Moralized When Perceived to Cause Harm,2026,true,true,false,false,false,false,false,false,false
Kurt Gray,105021517469,10.1007/s41109-025-00742-7,Social network density predicts partisan animosity,2025,true,true,false,false,false,false,false,false,false
Kurt Gray,105029573836,10.1177/23727322251405850,The Psychology of Victimhood in the Law,2026,true,true,false,false,false,false,false,false,false
Kurt Gray,105032809479,10.1177/01461672261422957,Liberals and Conservatives See Different Victims: Moral Disagreement Is Explained by Different Assumptions of Vulnerability,2026,true,true,false,false,false,false,false,false,false
Kurt Gray,105033488121,10.1016/j.paid.2026.113785,The words can harm scale: Measuring beliefs about harmful speech,2026,true,true,false,false,false,false,false,false,false
Kurt Gray,105036115236,10.1016/j.ipm.2026.104820,Mind perception of artificial intelligence: A systematic review,2026,false,true,false,false,false,false,false,false,false
Kurt Gray,105046867823,10.1037/pspa0000488,"The cost of an expanding moral circle: After living abroad, outcasts matter more but loved ones matter less",2026,false,true,false,false,false,false,false,false,false
