scopus_id,sample_us_label,evidence_field,evidence_quote,rationale,us_and_non_us_samples_reported,title_only_us_signal,title_evidence,separate_us_sample_count_stated,separate_sample_count_quote,abstract_sha256,reviewer,reviewer_type,review_date,human_validated
85071419972,non_us,abstract,In survey experiments in Bosnia,Study population or findings explicitly situated outside the US.,false,false,,,,4d5e44ae015c6d6e3cde5a87aced1caf7374d9390214cf3ad0c056c5965887c6,Codex (GPT-6),AI_assisted,2026-09-08,false
85073310147,unclear,abstract,,Judicial constraints on presidents and national surveys without named country.,false,false,,,,8364ad4ac283bcece00a37d9fcadc48c4f2b538fca66f39a7206e4b2503dabe6,Codex (GPT-6),AI_assisted,2026-09-08,false
85073767137,non_us,abstract,experiment conducted in the United Kingdom,Study population or findings explicitly situated outside the US.,false,false,,,,ffe747cf3f1b2127afc49657fceeca5d0d182ac8f006f2a39ad526ee2343c277,Codex (GPT-6),AI_assisted,2026-09-08,false
85073946170,non_us,abstract,panel survey of Danish voters,Study population or findings explicitly situated outside the US.,false,false,,,,92234db2cd77a4120b0eb5cda032581e0db879883316ea83b5c8d9bd0827f85f,Codex (GPT-6),AI_assisted,2026-09-08,false
85073950357,non_us,abstract,n<inf>Finland</inf>,"Samples in Finland, Netherlands and Germany.",false,false,,,,fb92ed1d9d3c8f85e50ef18a973c2f63091ba3b965411f3b18e909f4dc68bf0a,Codex (GPT-6),AI_assisted,2026-09-08,false
85074017190,non_us,abstract,child visitation in Denmark,Study population or findings explicitly situated outside the US.,false,false,,,,fbadd696f36732bf9fee6827a16455c0ba2afaa298e78e1b3f377b2da7a9b14b,Codex (GPT-6),AI_assisted,2026-09-08,false
85074029219,non_us,abstract,ethnic Danish clients,Danish social-caseworker context inferred; sample location unstated.,false,false,,,,79420bdea66a84d761e0cf9e340a8a74ed8244b60a7eef35b63cf33338d08a75,Codex (GPT-6),AI_assisted,2026-09-08,false
85074603977,unclear,abstract,,Household energy app without sample country.,false,false,,,,f5f0bc0a724761f1d730f17af966f9e78759728effdc4a9a34aa7c7d9c4f7009,Codex (GPT-6),AI_assisted,2026-09-08,false
85075548198,non_us,abstract,survey experiment conducted in the Netherlands,Study population or findings explicitly situated outside the US.,false,false,,,,3d46ad4ed80f56dacc88388b4f2ee66b39df62f145876e2296100b312b6438d0,Codex (GPT-6),AI_assisted,2026-09-08,false
85076027417,unclear,abstract,,Candidate qualifications without country.,false,false,,,,3ecdb594041ced5c0d73698c88db9bd0f781bbe69cb3b47cfa83edfa408ce6a1,Codex (GPT-6),AI_assisted,2026-09-08,false
85076167276,us_inferred,abstract,Republican female candidates,National experiments in US party context.,false,false,,,,8121fd91c4f9c258b3ccfe6a68c573bd407d1d8b2873196d25c17cfd2ef293e6,Codex (GPT-6),AI_assisted,2026-09-08,false
85076495848,us_inferred,abstract,American partisanship and public opinion,US executive-party relationships frame survey experiments.,false,false,,,,13a05de30edd24b503645169aa7f49c66f0eee990b9d1131d8812d0e134ad64e,Codex (GPT-6),AI_assisted,2026-09-08,false
85076524004,non_us,abstract,public high school teachers in Denmark,Study population or findings explicitly situated outside the US.,false,false,,,,492910900718c1ab62cfafd381aae03d954f12a21491c661c57db0a1a3834e5c,Codex (GPT-6),AI_assisted,2026-09-08,false
85078201451,us_explicit,abstract,novel survey experiment of US citizens,"Abstract explicitly identifies Americans, US respondents, or a US study setting.",false,false,,,,973bac24fe9456228fc6c953aba8b247760f45d3236bc25b79528ccb9606f729,Codex (GPT-6),AI_assisted,2026-09-08,false
85078960506,non_us,abstract,yellow fever outbreak in Brazil,National survey and epidemic experiments in Brazilian context.,false,false,,,,216b0aa2a89e069891f364fc396b7279dfa2e04b1d58219330ed76eb84279e8b,Codex (GPT-6),AI_assisted,2026-09-08,false
85082410038,non_us,abstract,survey experiment of Chinese internet users,US policy is treatment topic; respondents Chinese.,false,false,,,,b6b59fe75cfa0b206d676ac51fd3629eee996272a16c2bef36100811543a803f,Codex (GPT-6),AI_assisted,2026-09-08,false
85082430134,us_explicit,abstract,fielded representative US surveys,"Abstract explicitly identifies Americans, US respondents, or a US study setting.",false,false,,,,b849bd3d96acdafee8ea443b80e2e6421c9d373fae8ac54af36b16b6ae737d98,Codex (GPT-6),AI_assisted,2026-09-08,false
85083358513,unclear,abstract,,Politicians' pay without sample country.,false,false,,,,c6ccd67a71f0a224bb663ec0027f869807ef6b894968b3ed0b9bfe97e3c53f7a,Codex (GPT-6),AI_assisted,2026-09-08,false
85083672997,unclear,abstract,,Numerical preferences without sample country.,false,false,,,,079f7f686049caccb3abdfd99a3fa1de084bba33f6ba3286f546862dbff0bf05,Codex (GPT-6),AI_assisted,2026-09-08,false
85083863861,non_us,abstract,national referendum on this issue in Switzerland,Study population or findings explicitly situated outside the US.,false,false,,,,6bdeb4cec348608a848bc00fe4950025bc8971cb2794336101791c6978926b70,Codex (GPT-6),AI_assisted,2026-09-08,false
85084324260,unclear,abstract,,National longitudinal survey and diverse adult sample without countries.,false,false,,,,14638314a198fe7db6b15f90471c7b7a6324f230161962a8a910fa72add8bdbc,Codex (GPT-6),AI_assisted,2026-09-08,false
85085764776,us_explicit,abstract,nationally-representative sample of US households,"Abstract explicitly identifies Americans, US respondents, or a US study setting.",false,false,,,,a9a93aa1e94801d1c1a8ef3c2c25a5ac598cb12090af944f9310e8bd0f0318a8,Codex (GPT-6),AI_assisted,2026-09-08,false
85087378517,us_explicit,abstract,"1,606 US respondents","Abstract explicitly identifies Americans, US respondents, or a US study setting.",false,false,,,,cba93b71c461f0ead2d5564d48319d63ab1042b4dacdc2bc4e50a522ef4016c1,Codex (GPT-6),AI_assisted,2026-09-08,false
85087880256,non_us,abstract,caseworkers working in Danish employment agencies,Study population or findings explicitly situated outside the US.,false,false,,,,e1ef3e8a0fb52ea6f24a79b96d190541e850d21f7b4c185040429b4c6c1c326d,Codex (GPT-6),AI_assisted,2026-09-08,false
85087950052,us_explicit,abstract,samples of US adults,"Abstract explicitly identifies Americans, US respondents, or a US study setting.",false,false,,,,385ff963188cf8b16420df6a4fd727d7e5afcc7182aad6f8cc3f077b094daf8a,Codex (GPT-6),AI_assisted,2026-09-08,false
85089290541,us_explicit,abstract,nationally representative random sample of U.S. adults,"Abstract explicitly identifies Americans, US respondents, or a US study setting.",false,false,,,,4704ed746046e22b4e0355f4aca6c359d50687150296e1059228bda79d551eb0,Codex (GPT-6),AI_assisted,2026-09-08,false
85089815116,us_explicit,abstract,1105 US adults,"Abstract explicitly identifies Americans, US respondents, or a US study setting.",false,false,,,,c52de852871bdc21419ee2e68c4a297e0ab6ad0608f559f242195f7320487e17,Codex (GPT-6),AI_assisted,2026-09-08,false
85091181242,non_us,abstract,public caseworkers working in Danish employment agencies,Study population or findings explicitly situated outside the US.,false,false,,,,a5b86a19488ee5d3356597c13cac0fe1e96063e65ca0141421528c1dd801814f,Codex (GPT-6),AI_assisted,2026-09-08,false
85091202562,unclear,abstract,,National police executive sample without country.,false,false,,,,1e4c14b83abaa9cbcdd724878e260046753d3bac2c0c4c1fdcf091e5db53b7cf,Codex (GPT-6),AI_assisted,2026-09-08,false
85091718485,us_explicit,abstract,Our studies suggest that Americans’ optimism,Results directly described as Americans' views.,false,false,,,,681e28f784beb94fa6ce277b357f87ec88cf5b17ccd68ee15d6e767b360f4667,Codex (GPT-6),AI_assisted,2026-09-08,false
85092367680,non_us,abstract,"survey experiments in Spain, Portugal, Italy, the UK and Germany",Study population or findings explicitly situated outside the US.,false,false,,,,084643f605a5128a3ea6c102a93f446d6fa0db518da3e82536819ae424555a60,Codex (GPT-6),AI_assisted,2026-09-08,false
85092499524,us_inferred,abstract,several US cities,US violence-prevention policy and Republican respondents.,false,false,,,,e81a295e9a315486cc50b4b8316e53355cfddf8d4a4eb345aed0a201ffef1115,Codex (GPT-6),AI_assisted,2026-09-08,false
85092586367,non_us,abstract,"1,595 Danish caseworkers",Study population or findings explicitly situated outside the US.,false,false,,,,b9362b3c35dec9db35a8a0e04782ee74e63f40bc52a66709706a0df1241cbc8b,Codex (GPT-6),AI_assisted,2026-09-08,false
85094221120,us_explicit,abstract,attitudes of more than 6000 Americans,"Abstract explicitly identifies Americans, US respondents, or a US study setting.",false,false,,,,8723094c841fb058dc07dd0d40a51aec0fe69e77462dfd35302879e82aaa2525,Codex (GPT-6),AI_assisted,2026-09-08,false
85095117105,us_explicit,abstract,survey experiment with American citizens,"Abstract explicitly identifies Americans, US respondents, or a US study setting.",false,false,,,,d4c7446a7957c7569f7c72b8fa10e83e4ef2e936cf7105bb957267b8610a5bfc,Codex (GPT-6),AI_assisted,2026-09-08,false
85096111198,unclear,abstract,,Programme examples without country; name of intervention alone insufficient.,false,false,,,,1446166f2b0d83d44068d6bbbadd75a7297b1ca76510091a07dc3e1dddf8ed24,Codex (GPT-6),AI_assisted,2026-09-08,false
85096694153,us_inferred,abstract,In the US case,"US presidents and partisan audiences in reported findings, without direct sampling statement.",false,false,,,,4cd14bbf5945bbc9b3ff85471e1dcb1207642db04692a1bd1af8dc4959b97279,Codex (GPT-6),AI_assisted,2026-09-08,false
85096943476,us_inferred,abstract,among Democrats but backfired among Republicans,US presidential tweets and party system.,false,false,,,,c658315330964db473a577d37e5933eacce36d5eef4620f172b01c854085bbfe,Codex (GPT-6),AI_assisted,2026-09-08,false
85097264174,unclear,abstract,,University students without country.,false,false,,,,65e21808490c36857bfa6a743918d42d28269f6eb9f1430be93c91d2e503b5c6,Codex (GPT-6),AI_assisted,2026-09-08,false
85097381620,unclear,abstract,,Candidate policy positions without country.,false,false,,,,14922326401c6aa201be7f352f4cb18cd219e7c2aab93e9f22d36f7cb80e8d1b,Codex (GPT-6),AI_assisted,2026-09-08,false
85099391391,us_explicit,abstract,national sample of 1068 U.S. adults,"Abstract explicitly identifies Americans, US respondents, or a US study setting.",false,false,,,,23012913e19cd0ddfe62290f795c25278e64797791a822d2f8b8c9d2d0f675b5,Codex (GPT-6),AI_assisted,2026-09-08,false
85099406266,us_explicit,abstract,Americans' support for federal tax credits,"Abstract explicitly identifies Americans, US respondents, or a US study setting.",false,false,,,,a42cd046b60305e192fadccc9b7c81d4aa93f056fe6950feebb01c8f27ef7183,Codex (GPT-6),AI_assisted,2026-09-08,false
85099962519,non_us,abstract,"Sarajevo, Bosnia and Herzegovina",Local and national surveys around Pride in Bosnia.,false,false,,,,dbc459c43734a38e5e318d8eb691c36b7d522a6d37b1ea1b8efc598978c8ec56,Codex (GPT-6),AI_assisted,2026-09-08,false
85099984460,unclear,abstract,,Partisan media without named parties or country.,false,false,,,,4f5ad599b158363449bc412212a48c5ccaaa299c8d328b37b2a5b0718bdec6e2,Codex (GPT-6),AI_assisted,2026-09-08,false
85100598411,non_us,abstract,"In Shanghai, China 186 adults were recruited",Study population or findings explicitly situated outside the US.,false,false,,,,bc7a9bd9fb229d865826ab5f893fe5b22a013f57b99444a1cec92ebd8cdbd688,Codex (GPT-6),AI_assisted,2026-09-08,false
85100970268,us_inferred,abstract,the League of Women Voters,US electoral organization and election-information context; sampling country unstated.,false,false,,,,48c5e889c67489a23c4249361fb8b5eb2f67fc0c4a082e52e4c4b194739318fd,Codex (GPT-6),AI_assisted,2026-09-08,false
85101069099,unclear,abstract,,Lucid sample without country.,false,false,,,,5899432771ccf6c076fbaf74849cf1d81d72abdb00fe815cfa8f73a936c7a5a6,Codex (GPT-6),AI_assisted,2026-09-08,false
85101215653,non_us,abstract,Our original surveys conducted in Japan,Study population or findings explicitly situated outside the US.,false,false,,,,a8f99eb75d51b625b64298adc9139b6a16293d7bb975c718ebb22a9320233bb1,Codex (GPT-6),AI_assisted,2026-09-08,false
85101463174,non_us,abstract,"fielded in the United Kingdom and in Istanbul, Turkey",Study population or findings explicitly situated outside the US.,false,false,,,,daeda4f8fcbd52acae40cec3941d4f2bf58b317a149c51e9c550c11984960aa7,Codex (GPT-6),AI_assisted,2026-09-08,false
85101803291,unclear,abstract,,Candidate aggression without country-specific context.,false,false,,,,898e04a353347a8f5b51c92f889c11429c881eae70a0858b550bff289857e2e4,Codex (GPT-6),AI_assisted,2026-09-08,false
85102071850,non_us,abstract,sample of rural Malians,Study population or findings explicitly situated outside the US.,false,false,,,,b3d252c89e802f81883557b22a0d86ade2e9b7be29ebaad5545f59cdced5916a,Codex (GPT-6),AI_assisted,2026-09-08,false
85102185208,unclear,abstract,,Asylum and crime experiment without sample country.,false,false,,,,9ff49a80ce73ce1b4ac056eb3aa88bdd0353a92bdcc1b9df5e27e35ca8f109ae,Codex (GPT-6),AI_assisted,2026-09-08,false
85103049149,unclear,abstract,,Twitter and misinformation without sample country.,false,false,,,,14df7f24596c3e29ab6284b3ba39825bf52b29da3e97f8f0274b633a12a90b8b,Codex (GPT-6),AI_assisted,2026-09-08,false
85103173621,non_us,abstract,Danish local politicians,Study population or findings explicitly situated outside the US.,false,false,,,,627439b7a520411c0b91d153bb364c546bfa82e86b9c2398931022c211be6a92,Codex (GPT-6),AI_assisted,2026-09-08,false
85103382393,us_explicit,abstract,survey experiments fielded in the United States,"Abstract explicitly identifies Americans, US respondents, or a US study setting.",false,false,,,,ad6540beec31c535b9f9ae40773f6ddabea20b779fca2747946e00a0b5d88823,Codex (GPT-6),AI_assisted,2026-09-08,false
85103645348,us_explicit,abstract,"survey respondents from China, Germany, and the United States",Multiple countries including US.,true,false,,,,4e24272f104fba781fd0810a644bf468c9ed223305b52eb2e8b50a4b81b12ce3,Codex (GPT-6),AI_assisted,2026-09-08,false
85103905289,unclear,abstract,,Distancing norms without country-specific sampling information.,false,false,,,,69c7a0ecd742b35b833e41a140054c913a5678a494020035a6aba97361b849f2,Codex (GPT-6),AI_assisted,2026-09-08,false
85104056574,non_us,abstract,Survey experiments in Switzerland,Study population or findings explicitly situated outside the US.,false,false,,,,fbcf96e942d3561a13ce59ba432a4025d326422ff38d6a20a425d217a2d55eee,Codex (GPT-6),AI_assisted,2026-09-08,false
85104593177,non_us,abstract,Dhaka slum-dwellers,Bangladesh.,false,false,,,,edf4933940dc0d44e99b319a82d09e9de329c15258deb86b6fa2bd3e5e31971a,Codex (GPT-6),AI_assisted,2026-09-08,false
85104712462,us_explicit,abstract,two countries: Switzerland and the United States,"Abstract explicitly identifies Americans, US respondents, or a US study setting.",true,false,,,,74ee5bc729d0e9d4abba17861025321850b8607d0ff372a4890cd881165cf954,Codex (GPT-6),AI_assisted,2026-09-08,false
85104756695,non_us,abstract,survey experiment in a Brazilian favela,Study population or findings explicitly situated outside the US.,false,false,,,,ce9127769356ecf6609d20c5158fc8eb85490870e78d37348127a8b79a75ccbe,Codex (GPT-6),AI_assisted,2026-09-08,false
85106697357,us_inferred,abstract,2020 US presidential election,Nationwide post-midterm survey with Republican and Trump-supporter results.,false,false,,,,942869b370ee90ba8016c62a8314cb29efeee08647a0615e5dff5da83d865489,Codex (GPT-6),AI_assisted,2026-09-08,false
85107869445,us_explicit,abstract,survey experiments in Japan and the United States,"Abstract explicitly identifies Americans, US respondents, or a US study setting.",true,false,,,,38f25c197755b38dcbbb270077faebeadc25e3152f9bf098e4de7b383ab80882,Codex (GPT-6),AI_assisted,2026-09-08,false
85108557459,non_us,abstract,ordinary civilians in Mosul,Iraqi civilians and displaced ISIS-affiliated families.,false,false,,,,7edfb06772bba44dba6a2b21d94b0bf901afbf4067dbba1b8b1823ec9694035c,Codex (GPT-6),AI_assisted,2026-09-08,false
85109276344,non_us,abstract,recent economic crisis in Turkey,Population-based experiment in Turkish electoral setting.,false,false,,,,1d86e74948ec5d67886b0863fe3a92f1983010a6511cdf2bbb3476f8015f0b5e,Codex (GPT-6),AI_assisted,2026-09-08,false
85109308295,us_inferred,abstract,In the United States which we examine here,US jobs and partisan electoral context; sampling location unstated.,false,false,,,,30b476ea4fdf955be309720e5bbe746d1f9ec9e7a454176c057ea4578de223d8,Codex (GPT-6),AI_assisted,2026-09-08,false
85109571277,us_explicit,abstract,survey experiment in Germany and the United States,"Abstract explicitly identifies Americans, US respondents, or a US study setting.",true,false,,,,797a330fd14d9e163c2897418c936fe601ceee5a528b7d39af26bb64e49bcbf4,Codex (GPT-6),AI_assisted,2026-09-08,false
85110788543,unclear,abstract,,Public high-school teachers without country.,false,false,,,,cde271900fa12296b0facfaa2c7a1488aafd06052af5c2c74fad04b664b10168,Codex (GPT-6),AI_assisted,2026-09-08,false
85110876599,non_us,abstract,survey deployed in Denmark,Study population or findings explicitly situated outside the US.,false,false,,,,c27f2a496288d9bac5c4f6701a4c9014ca5e5db13ad918e8e283c942d44fe9ee,Codex (GPT-6),AI_assisted,2026-09-08,false
85111820523,us_inferred,abstract,politically polarized views on environmentalism in the United States,US political-consumer context frames vignette experiment.,false,false,,,,fc2bfba3690b2a60584cc6b4334733445aee882b39a081933ab10f54c52bf3c2,Codex (GPT-6),AI_assisted,2026-09-08,false
85111834004,us_explicit,abstract,experiment with United States (US) residents,"Abstract explicitly identifies Americans, US respondents, or a US study setting.",false,false,,,,24fed7cc9f21105984cd4dba7ef3f1955b639f528aafe337d94f6d3a602c9791,Codex (GPT-6),AI_assisted,2026-09-08,false
85111979067,us_inferred,abstract,self-identified Republicans,Biden/Trump vaccination appeals to Republicans in US context.,false,false,,,,f555508058d9692f1b0cabe0d0b4f12f306f16b0451bbbb34e0bd64b387f4a23,Codex (GPT-6),AI_assisted,2026-09-08,false
85112316568,us_explicit,abstract,online sample of U.S. adults,"Abstract explicitly identifies Americans, US respondents, or a US study setting.",false,false,,,,724484d925050109d6442a177b7880e6a21702ea87bc4b78407e6894310865a4,Codex (GPT-6),AI_assisted,2026-09-08,false
85112464435,unclear,abstract,,Six OECD countries not enumerated; US participation cannot be assumed.,false,false,,,,5a4b2a336b61fa61e2354b2f3cf05d67bc7ca2ea8c693d5cfa1996ab2b599f71,Codex (GPT-6),AI_assisted,2026-09-08,false
85113817293,unclear,abstract,,Immigration experiment without country-specific sampling information.,false,false,,,,27ba09e90916e163c0ca5b54a074c9a6da0f49fbd9f466a638c4840cf6165821,Codex (GPT-6),AI_assisted,2026-09-08,false
85115188399,us_inferred,abstract,preferences about congressional candidates,Congressional candidate experiment suggests US electoral context; second study's country unstated.,false,false,,,,b08a78168b4af502b69341c6dc7c627732fbea7cd5d4b9b988d9812864983798,Codex (GPT-6),AI_assisted,2026-09-08,false
85115941650,non_us,abstract,population-based survey experiment from Turkey,Study population or findings explicitly situated outside the US.,false,false,,,,57da8399c0a8e5793ae3699597afbbd9675f1f00747dbeb8ceec91c4010f9848,Codex (GPT-6),AI_assisted,2026-09-08,false
85116875533,us_explicit,abstract,staff who work in disability services at U.S. colleges,"Abstract explicitly identifies Americans, US respondents, or a US study setting.",false,false,,,,1fd398c84df96b7a810e492163dae99f39ebf90629eb344dfa9bc2566c556029,Codex (GPT-6),AI_assisted,2026-09-08,false
85117921915,unclear,abstract,,COVID misinformation experiment without sample country.,false,false,,,,bc7e024aea6c10c5b0574da445be4128d68b59007af75a4d6335e8d27df0c001,Codex (GPT-6),AI_assisted,2026-09-08,false
85118144335,non_us,abstract,Danish unemployment insurance recipients,Study population or findings explicitly situated outside the US.,false,false,,,,ecc9c60f61817d3314c89f8374feea65c28f8931d04b5b4c77be6fbc4c264bb9,Codex (GPT-6),AI_assisted,2026-09-08,false
85118477821,non_us,abstract,under-examined case of Japan,Study population or findings explicitly situated outside the US.,false,false,,,,4c5ed7257d02965b69d34fe0a682483c06634de633a528e19ddbf0e4a4b8d7de,Codex (GPT-6),AI_assisted,2026-09-08,false
85118939204,unclear,abstract,,Media source experiments without sample country.,false,false,,,,15818063c2d284e4a85e1225bd44b047a1d00d16b59e9da327e1acfbe310467d,Codex (GPT-6),AI_assisted,2026-09-08,false
85119018835,us_explicit,abstract,nationally representative sample of Americans,"Abstract explicitly identifies Americans, US respondents, or a US study setting.",false,false,,,,899a20ca6fa61ad7507af7265258995088b76014906b02a3e3149af80d240e12,Codex (GPT-6),AI_assisted,2026-09-08,false
85119401868,non_us,abstract,presenting German voters,Study population or findings explicitly situated outside the US.,false,false,,,,d104a3329df0694c57cf4135f8244dc864cc48f3fa1be1717d8b7dbb71deb734,Codex (GPT-6),AI_assisted,2026-09-08,false
85119426755,non_us,abstract,Swiss parliamentary elections of 2019,Representative voter survey in Swiss election context.,false,false,,,,d40a45020100dcf8401e05947f7387e46e54be563a3b414ce36b7834c12b8802,Codex (GPT-6),AI_assisted,2026-09-08,false
85120323140,us_explicit,abstract,"total n = 7,609 Americans","Abstract explicitly identifies Americans, US respondents, or a US study setting.",false,false,,,,d901adcfd539e89e023c202b3975c64f295ff0be0321d1159cb058ab87910723,Codex (GPT-6),AI_assisted,2026-09-08,false
85120491400,not_applicable,abstract,Here we review recent innovations,Review of experimental methods; no original sample described.,false,false,,,,bac3fb74f3b076c50c19457e99e1f8b25a59f86c7f70ea93e3ff24570290b028,Codex (GPT-6),AI_assisted,2026-09-08,false
85120781136,non_us,abstract,vignette experiments in Switzerland,Study population or findings explicitly situated outside the US.,false,false,,,,564d0a0b6e529d033cace634e06c6761bfd847451446ff92aa447651ac0f7b88,Codex (GPT-6),AI_assisted,2026-09-08,false
85120875984,us_inferred,abstract,"In the United States, White evangelicals",Experiments framed around US evangelical vaccine attitudes; sampling location unstated.,false,false,,,,550bb820105ed1d6fe827aff5cda92d15d647d18a38f39de9d2716d2722a8a1f,Codex (GPT-6),AI_assisted,2026-09-08,false
85120885789,us_explicit,abstract,sample of unvaccinated American Christians,"Abstract explicitly identifies Americans, US respondents, or a US study setting.",false,false,,,,70eb7793694f54e3513b3121bfef43ab14fe3aa3f82b38070ed811b447aaef04,Codex (GPT-6),AI_assisted,2026-09-08,false
85121452284,non_us,abstract,Our experiment in Ukraine,26-country observational survey separate.,false,false,,,,d5f09dbe1576ce5162a46f378f18aca655ef987a4f918ff82a9aa685cd9848cd,Codex (GPT-6),AI_assisted,2026-09-08,false
85122139505,unclear,abstract,,Wartime conduct experiments without sample country.,false,false,,,,034788ef8cc496dcb7814201f5699a006f97298cd06daa541e17fe70af62a7fb,Codex (GPT-6),AI_assisted,2026-09-08,false
85122529325,us_inferred,abstract,President Richard Nixon's Gallup approval,National survey on Johnny Carson's US presidential political comedy.,false,false,,,,110acf76924938f4574b9329f9cade1695f6b68ea9b192954930b7998aee633f,Codex (GPT-6),AI_assisted,2026-09-08,false
85122571011,non_us,abstract,We examine public support in Japan,Study population or findings explicitly situated outside the US.,false,false,,,,5c0e60580f41cef3bb9811d91c9b68f29e01d67f8789f1be87a05e57d5f0578e,Codex (GPT-6),AI_assisted,2026-09-08,false
85122780387,us_inferred,abstract,elected political office in the U.S.,Latina representation in US elections frames experiment.,false,false,,,,8ccc1725cb391f855347353f155c0bcb857dd1898d0e143bd0d8273dabdc7868,Codex (GPT-6),AI_assisted,2026-09-08,false
85123476525,us_explicit,abstract,targeted sample of U.S. military servicemembers,Other national samples also described but only military country explicit.,false,false,,,,57e486a257ea88d443f2c0b1d768fa0ebe96dde362f8288e4ee6b94fbfa3cec2,Codex (GPT-6),AI_assisted,2026-09-08,false
85123926675,us_inferred,abstract,Kamala Harris,US vice-presidential nomination and inauguration frame opinion experiments.,false,false,,,,0cea4d857b98d7d82d9c10f05be5e67157eb982d68ff1d812ba01214fba7dc72,Codex (GPT-6),AI_assisted,2026-09-08,false
85124121558,unclear,abstract,,Three sample countries not named; American reference is a cited prior study.,false,false,,,,b50b160e49481e3a56a78957ce22fe10705888de785d846f3dd329f0085f76c5,Codex (GPT-6),AI_assisted,2026-09-08,false
85124140550,us_explicit,abstract,"survey experiments in the United States, Great Britain and Canada","Abstract explicitly identifies Americans, US respondents, or a US study setting.",true,false,,,,8f0dee985afc136aad55fd27e9f6359396da7450aa9b5400158ab6ee19cf87bc,Codex (GPT-6),AI_assisted,2026-09-08,false
85124170048,unclear,abstract,,Foreign perceptions of China without experiment sample countries.,false,false,,,,7ff493ffb4917a4c5e8c24ac0d1e59a7c2857ee3b60d17d7a69a25d0b6001f55,Codex (GPT-6),AI_assisted,2026-09-08,false
85124196620,us_explicit,abstract,Using survey experiments in China and the United States,"Abstract explicitly identifies Americans, US respondents, or a US study setting.",true,false,,,,8e9f042cfce1afa7c76124f8f37240ba7799719d2b774121722151dc4d86521d,Codex (GPT-6),AI_assisted,2026-09-08,false
85124455446,non_us,abstract,"3,329 citizens from a high-income country, Switzerland",Study population or findings explicitly situated outside the US.,false,false,,,,d669250a285599ef90e65d39093b199112593302217415a383ae2acfb74c0631,Codex (GPT-6),AI_assisted,2026-09-08,false
85124994501,us_explicit,abstract,"national sample of 2,133 US adults","Abstract explicitly identifies Americans, US respondents, or a US study setting.",false,false,,,,ec802aa355b624d0ffb32723539adc2a27a4d788ea6c8eb8d2ecb5aa3bda5353,Codex (GPT-6),AI_assisted,2026-09-08,false
85125415127,non_us,abstract,Japanese skilled workers,Respondents considering emigration from Japan.,false,false,,,,8f04e836c9488f9a969aa7e16964b439c5a3f0a820599ec8d1fa756c60dae881,Codex (GPT-6),AI_assisted,2026-09-08,false
85125441524,unclear,abstract,,Politicians' salaries without sample country.,false,false,,,,5bda813d4f0a0901543e48de0aa27e86ef39a8e02afd0af8beb2080503cbfdb6,Codex (GPT-6),AI_assisted,2026-09-08,false
85125698803,us_explicit,abstract,"nationally representative sample of 1,245 Americans","Abstract explicitly identifies Americans, US respondents, or a US study setting.",false,false,,,,3e3f3f355595dba45df23ec2df8afe42750efdbfbf579ba2acf5500c88d4e475,Codex (GPT-6),AI_assisted,2026-09-08,false
85125920680,us_inferred,abstract,ESPN,US sports-media politicization context; sampling location unstated.,false,false,,,,51809619fbb82319020ac0e40cc0c5d71f04612f54eb67c11a4abbebff99b5af,Codex (GPT-6),AI_assisted,2026-09-08,false
85126184203,us_explicit,abstract,disproportionate stratified random sample of U.S. adults,"Abstract explicitly identifies Americans, US respondents, or a US study setting.",false,false,,,,d6e7506374fde132c153db6ccf08b0e10fb5208adbebeeafa1fecb0602f5d626,Codex (GPT-6),AI_assisted,2026-09-08,false
85126806972,us_explicit,abstract,In both countries,Public preferences and respondents explicitly linked to US and Japan.,true,false,,,,886347e625fdf069f29f6661738807d01ac2c6014d52719a4a2b249f0ed59348,Codex (GPT-6),AI_assisted,2026-09-08,false
85127190236,us_explicit,abstract,U.S. military service members,"Abstract explicitly identifies Americans, US respondents, or a US study setting.",false,false,,,,25d5d44f67906e7a7bbe348e2b998993b0e834df3c738a99b74c18cdccf0cd22,Codex (GPT-6),AI_assisted,2026-09-08,false
85127254828,us_explicit,abstract,"survey of 1,194 US adults","Abstract explicitly identifies Americans, US respondents, or a US study setting.",false,false,,,,2c7a83533762da40e30baa9669be7d9187d557459e89e9e809a09e94d97bbac3,Codex (GPT-6),AI_assisted,2026-09-08,false
85127581823,us_inferred,abstract,America's pandemic response,Experiments interpreted within American pandemic-politicization setting.,false,false,,,,ee1adb15f88b26bcd95b1ed8e42a28a132737c4d6711c68f5d7738047996c0ab,Codex (GPT-6),AI_assisted,2026-09-08,false
85127696366,non_us,abstract,101 British members of Parliament,Study population or findings explicitly situated outside the US.,false,false,,,,66f8442a7e1f57fae28f200f615ad84e540337b4f876f4f77dac41c95376f19c,Codex (GPT-6),AI_assisted,2026-09-08,false
85127735283,us_explicit,abstract,"Survey experiments with nearly 7,000 Americans","Abstract explicitly identifies Americans, US respondents, or a US study setting.",false,false,,,,aca7cf33439c9301e86831db79aed8d3671e8a62885504e9bedd29a97603d35d,Codex (GPT-6),AI_assisted,2026-09-08,false
85128583393,us_explicit,abstract,nationally representative samples in France and the United States,"Abstract explicitly identifies Americans, US respondents, or a US study setting.",true,false,,,,3dd536b4d7ca98f3b256080b686638d2b5dcd18150bb44828a2d419f2a794d55,Codex (GPT-6),AI_assisted,2026-09-08,false
