variant,display_position,competition_rank,authid,name,n_articles,n_first,n_last,article_ids,status
current_published,266,166,57200495515,Wuttke A.,5,3,3,85104905188|85165099166|105022522354|105043329824|105044862388,actual_frozen_dashboard_ranking
current_published,267,166,57201365880,Liechti F.,5,2,4,85041067172|85055925462|85063644327|85096301151|85159057614,actual_frozen_dashboard_ranking
current_published,268,166,57201744128,Bonilla T.,5,5,1,85046030225|85048552466|85090128097|85200865245|105024792767,actual_frozen_dashboard_ranking
current_published,269,166,57202190237,Chang H.I.,5,1,4,85088216642|85173880833|85189972487|85192188264|85205819840,actual_frozen_dashboard_ranking
current_published,270,166,57202398035,Pomeroy C.,5,2,4,85126280332|85136291934|85159049564|85194538813|105003687446,actual_frozen_dashboard_ranking
current_published,271,166,57202706915,Schönhage N.L.,5,5,0,85102431958|85125415908|85164153637|85181832228|85203853246,actual_frozen_dashboard_ranking
current_published,272,166,57204034449,Gong Z.,5,4,1,85123467271|85128161326|85193775433|85212713877|105020918123,actual_frozen_dashboard_ranking
current_published,273,166,57204262962,Arceneaux K.,5,3,3,77952500793|84929260244|85110876599|85118588761|105040252856,actual_frozen_dashboard_ranking
current_published,274,166,57205533659,Renström E.A.,5,2,3,85136121977|85160082995|85166539849|85190271257|105032202385,actual_frozen_dashboard_ranking
current_published,275,166,57205763513,Clayton K.,5,5,0,85067962902|85107352713|85114350257|85123926675|105045529994,actual_frozen_dashboard_ranking
current_published,276,166,57206200055,Shi L.,5,3,4,85099793982|85120798042|85166641299|105002985759|105038176952,actual_frozen_dashboard_ranking
current_published,277,166,57206486483,Shandler R.,5,3,3,85099209288|105000528835|105005508904|105039103705|105040003129,actual_frozen_dashboard_ranking
current_published,278,166,57209506683,Kolcava D.,5,5,1,85083863861|85104056574|85141374427|85149027612|105043534448,actual_frozen_dashboard_ranking
current_published,279,166,57213255726,Horowitz M.C.,5,3,3,79958846565|84861047144|84998818063|85144972223|105029666557,actual_frozen_dashboard_ranking
current_published,280,166,57216462762,Bürgisser R.,5,1,4,85083553573|85123479063|85123482945|85213043524|105003416667,actual_frozen_dashboard_ranking
current_published,281,166,57216542227,Heinzel M.,5,5,0,85100999454|85191099827|105001654324|105002742638|105035058976,actual_frozen_dashboard_ranking
current_published,282,166,57217030266,Ni D.,5,5,0,85131674067|85179312691|85197227851|105009333190|105034673328,actual_frozen_dashboard_ranking
current_published,283,166,57218580638,Windsteiger L.,5,1,4,85121571006|85143870264|85185584055|105003714066|105013090987,actual_frozen_dashboard_ranking
current_published,284,166,57218855219,Lee A.H.Y.,5,4,3,85090433615|85090769448|85126552183|85147209656|105019070377,actual_frozen_dashboard_ranking
current_published,285,166,57221282134,Yamane T.,5,5,0,85098731592|85100440176|85111671884|85116940241|85123170519,actual_frozen_dashboard_ranking
current_published,286,166,57223025460,Wu S.,5,4,2,85104555215|85131589111|85217183484|105005230657|105019795004,actual_frozen_dashboard_ranking
current_published,287,166,57224895665,Frederiksen K.,5,5,3,85180113588|85203247731|105005779389|105020076699|105029289824,actual_frozen_dashboard_ranking
current_published,288,166,57226503984,Stefkovics Á.,5,3,3,85111713862|85131605747|105000236823|105008209441|105029543895,actual_frozen_dashboard_ranking
current_published,289,166,57235151100,Wang S.,5,5,0,105020054345|105026787196|105034393757|105035295885|105046159836,actual_frozen_dashboard_ranking
current_published,290,166,57898204400,Ghassim F.,5,5,3,85131762118|85189086331|85200955072|85201375024|85219746564,actual_frozen_dashboard_ranking
current_published,291,166,59157812900,O’Brien R.,5,4,3,84920895593|85013767658|85110863595|85135341043|85136580833,actual_frozen_dashboard_ranking
current_published,292,292,6507847274,Burgoon B.,4,0,4,85079734073|85170419890|85191358272|105045370981,actual_frozen_dashboard_ranking
current_published,293,292,6602814637,Solga H.,4,2,2,85031420751|85153732688|85209751423|85214796267,actual_frozen_dashboard_ranking
current_published,294,292,6603567230,Schwappach D.,4,2,2,84885023194|84892582359|84905844148|84929940704,actual_frozen_dashboard_ranking
current_published,295,292,6701480135,Soroka S.,4,1,3,85002131823|85046621545|85105505729|85189705160,actual_frozen_dashboard_ranking
current_published,296,292,7003671164,Barabas J.,4,2,2,77958505865|85086022673|85180219290|85212790320,actual_frozen_dashboard_ranking
current_published,297,292,7004219854,Frye T.,4,4,2,85041617986|85059630335|85071924822|105007031957,actual_frozen_dashboard_ranking
current_published,298,292,7004652171,Jasso G.,4,3,3,84863611288|85058384161|85116769492|105043400536,actual_frozen_dashboard_ranking
current_published,299,292,7005167633,Kaufman G.,4,1,3,85116785493|85159172944|85186555859|105000687702,actual_frozen_dashboard_ranking
current_published,300,292,7005402702,Cowley P.,4,0,4,84891492128|84902325707|84918770484|85011749261,actual_frozen_dashboard_ranking
current_published,301,292,7006886875,Schoen H.,4,0,4,85088448676|85118918181|85125713450|85164024846,actual_frozen_dashboard_ranking
current_published,302,292,7007162303,Tilley J.,4,1,3,79958796445|85081383531|85091048531|85131883177,actual_frozen_dashboard_ranking
current_published,303,292,7103067472,Lawrence E.,4,4,0,72149117381|79951879445|84877016107|84995550345,actual_frozen_dashboard_ranking
current_published,304,292,7103162457,Meier K.J.,4,2,2,85061202415|85116470174|85165467675|85207518269,actual_frozen_dashboard_ranking
current_published,305,292,7201409088,Maier G.W.,4,0,4,85053075271|85098282691|85134061868|85140629841,actual_frozen_dashboard_ranking
current_published,306,292,7201577863,Torres L.R.,4,0,4,85114677569|85145825392|85169688524|105004450315,actual_frozen_dashboard_ranking
current_published,307,292,7402685635,Carey J.,4,4,0,85078960506|85124140550|85170631568|85174056404,actual_frozen_dashboard_ranking
current_published,308,292,7403389716,Gibson J.L.,4,4,0,80052246931|84857179438|85074066315|105046286365,actual_frozen_dashboard_ranking
current_published,309,292,7404416252,Walsh J.I.,4,3,3,84941023613|85048423364|85137191359|85193394259,actual_frozen_dashboard_ranking
current_published,310,292,7404929478,Walker R.M.,4,2,2,85042631025|105002025466|105035219979|105046885381,actual_frozen_dashboard_ranking
current_published,311,292,7406604498,Johnson M.K.,4,1,3,85103905289|85133863087|86000296951|105042428497,actual_frozen_dashboard_ranking
current_published,312,292,7501438338,Lee T.,4,0,4,85100982825|85134494855|85146123887|105002039991,actual_frozen_dashboard_ranking
current_published,313,292,7801631686,Jagers S.C.,4,2,2,85046830346|85112684468|85145509234|85213848237,actual_frozen_dashboard_ranking
current_published,314,292,8218844000,Piazza J.A.,4,4,4,84958741713|85088565945|85199369863|105036804923,actual_frozen_dashboard_ranking
current_published,315,292,8434371000,Boas T.C.,4,4,1,85027692310|85053067989|85058404341|85110231265,actual_frozen_dashboard_ranking
current_published,316,292,8599938300,Ivarsflaten E.,4,1,3,85062446861|85071996154|85125058412|85182896373,actual_frozen_dashboard_ranking
current_published,317,292,8840170000,Pepinsky T.B.,4,1,3,85118294408|85127349686|85162163385|85189655392,actual_frozen_dashboard_ranking
current_published,318,292,8967284700,Barry C.L.,4,2,2,84895906473|84920264253|84938826081|85027916630,actual_frozen_dashboard_ranking
current_published,319,292,9248914600,Tavits M.,4,0,4,85021736860|85054078172|85066605513|85129286204,actual_frozen_dashboard_ranking
current_published,320,292,9336727400,Croco S.E.,4,4,0,84894236562|85095947226|85108205389|85147657747,actual_frozen_dashboard_ranking
current_published,321,292,9634821200,Hobolt S.B.,4,1,3,79958796445|84858188882|85134150128|85204155373,actual_frozen_dashboard_ranking
current_published,322,292,10340526300,Klofstad C.A.,4,2,2,85089175595|85171743126|85213453216|105008440841,actual_frozen_dashboard_ranking
current_published,323,292,12143019500,Winter J.,4,0,4,84860132390|84870564570|84876084664|84956744149,actual_frozen_dashboard_ranking
current_published,324,292,12784168600,Meyerhoff J.,4,0,4,85018788745|85049693637|85193707009|85208985561,actual_frozen_dashboard_ranking
current_published,325,292,14045383400,Jamal A.A.,4,2,2,84924285433|85040819453|85067493849|85141579221,actual_frozen_dashboard_ranking
current_published,326,292,14046394300,Vivyan N.,4,1,3,84927910242|85088175847|85099389558|85122433396,actual_frozen_dashboard_ranking
current_published,327,292,14522676300,Justesen M.K.,4,2,2,85103185627|85190152629|105011652073|105028453912,actual_frozen_dashboard_ranking
current_published,328,292,15065658800,Letki N.,4,3,1,85083509659|85103613751|85162979593|105039696438,actual_frozen_dashboard_ranking
current_published,329,292,15769985000,Renshon J.,4,2,2,85041062219|85055537671|85122069202|85147100567,actual_frozen_dashboard_ranking
current_published,330,292,15831965800,Flavin P.J.,4,4,0,85119330117|85174406887|85186852025|85190439384,actual_frozen_dashboard_ranking
current_published,331,292,15923466100,Lyall J.,4,2,2,84907976736|85009089407|85011593289|105041095106,actual_frozen_dashboard_ranking
current_published,332,292,16198199200,Miller J.G.,4,0,4,85060913318|85070380730|85130415081|85137741923,actual_frozen_dashboard_ranking
current_published,333,292,16244346100,Caillier J.G.,4,4,4,85138294292|85152024166|85170831794|85196301348,actual_frozen_dashboard_ranking
current_published,334,292,16315828400,Fairbrother M.,4,4,2,84989921353|85017102713|85125142351|105017758534,actual_frozen_dashboard_ranking
current_published,335,292,18434449500,Petts R.J.,4,4,0,85116785493|85135955560|85186555859|105000687702,actual_frozen_dashboard_ranking
current_published,336,292,21740579400,Denver M.,4,1,3,85125804246|85189454873|105002985759|105047726897,actual_frozen_dashboard_ranking
current_published,337,292,21933844900,Davies G.A.M.,4,1,3,84867729433|84910055748|85042088759|105008391625,actual_frozen_dashboard_ranking
current_published,338,292,22137135300,Toshkov D.,4,3,1,85121452284|85163157405|85187151954|105029985491,actual_frozen_dashboard_ranking
current_published,339,292,22950035800,Daxecker U.,4,4,0,85171253553|105012942893|105019767827|105040356691,actual_frozen_dashboard_ranking
current_published,340,292,23102569900,Feldman L.,4,2,2,84982311638|85041600745|85047169670|85187114711,actual_frozen_dashboard_ranking
current_published,341,292,23570662300,Busemeyer M.R.,4,4,0,85062010445|85066112299|105008069618|105010931410,actual_frozen_dashboard_ranking
current_published,342,292,24177177800,Malesky E.J.,4,3,1,84926355228|85050202400|85111321956|85171571782,actual_frozen_dashboard_ranking
current_published,343,292,24463521000,Levendusky M.,4,2,3,79958846565|84861047144|85028669451|85056734547,actual_frozen_dashboard_ranking
current_published,344,292,25655563800,van der Meer T.W.G.,4,2,2,84965021008|85047954881|85110992928|85162089120,actual_frozen_dashboard_ranking
current_published,345,292,26028819200,Giersch J.,4,2,2,85108066539|85131591808|85138376351|105018823077,actual_frozen_dashboard_ranking
current_published,346,292,26436249500,Werfel S.,4,3,3,85021746381|85050150754|85098180961|85133919585,actual_frozen_dashboard_ranking
current_published,347,292,26531870400,Rivera L.A.,4,4,0,85002271166|85062990725|85149278306|105028036068,actual_frozen_dashboard_ranking
current_published,348,292,26532782600,Kennedy E.H.,4,2,2,85053509639|85085764776|85111820523|85111834004,actual_frozen_dashboard_ranking
current_published,349,292,26635424900,Macis M.,4,0,4,84931291905|85034434184|105011958853|105039104548,actual_frozen_dashboard_ranking
current_published,350,292,29067716700,Helbling M.,4,2,2,85096655210|85097288979|85128537230|85129147790,actual_frozen_dashboard_ranking
current_published,351,292,35092941200,Mironova V.,4,2,2,85108557459|85132755374|85193394259|105003442248,actual_frozen_dashboard_ranking
current_published,352,292,35099455400,Rorie M.L.,4,2,2,84952980722|84961214117|85044969206|85145841017,actual_frozen_dashboard_ranking
current_published,353,292,35345036700,Kakinaka M.,4,0,4,85114378267|85118444829|85219679864|105001826297,actual_frozen_dashboard_ranking
current_published,354,292,35369308400,Vraga E.K.,4,1,3,80053525236|85217191578|105029988289|105043475643,actual_frozen_dashboard_ranking
current_published,355,292,35729124000,Rydberg J.,4,3,1,85028344610|85047170366|105001983152|105039666012,actual_frozen_dashboard_ranking
current_published,356,292,35749150700,Tummers L.,4,0,4,85046755053|85161342521|85186946586|105029935911,actual_frozen_dashboard_ranking
current_published,357,292,35764527400,Biggers D.R.,4,4,2,85049215284|85076217068|85106422481|85181836999,actual_frozen_dashboard_ranking
current_published,358,292,35832606100,Grossman G.,4,2,2,85048787045|85106173321|85126112515|85130534311,actual_frozen_dashboard_ranking
current_published,359,292,35848730100,Gadarian S.K.,4,2,2,84927745015|85054917716|85127349686|85162163385,actual_frozen_dashboard_ranking
current_published,360,292,35849422800,Simas E.,4,2,3,77951243471|85102499042|85107589103|85131197805,actual_frozen_dashboard_ranking
current_published,361,292,36091233000,Johnston C.D.,4,2,2,84871938252|84925245739|84941271457|85108316833,actual_frozen_dashboard_ranking
current_published,362,292,36095129100,Wolbring T.,4,0,4,85058308933|85136044894|85206806529|105024467835,actual_frozen_dashboard_ranking
current_published,363,292,36105471000,Sumaktoyo N.G.,4,4,0,85129863031|85132916587|85158862985|85175106418,actual_frozen_dashboard_ranking
current_published,364,292,36167074200,Neugebauer M.,4,2,2,85123688581|85206336765|85217942560|105036543377,actual_frozen_dashboard_ranking
current_published,365,292,36173890100,Harden J.J.,4,3,2,84876206479|84958049255|85073617890|85188521838,actual_frozen_dashboard_ranking
current_published,366,292,36438848400,Westwood S.J.,4,1,3,85074751612|85126653755|105036645772|105045810738,actual_frozen_dashboard_ranking
current_published,367,292,36503464500,Bellani L.,4,3,1,85194848998|105010960965|105025353191|105046559802,actual_frozen_dashboard_ranking
current_published,368,292,36519360000,Margalit Y.,4,1,4,77957258431|84866044826|85048787045|85065247262,actual_frozen_dashboard_ranking
current_published,369,292,36661245400,Lastra-Anadón C.X.,4,0,4,85054606864|85085681220|85108988418|85181820584,actual_frozen_dashboard_ranking
current_published,370,292,36667039200,Peterson T.M.,4,1,3,85029279527|85065802591|85078201451|85197616759,actual_frozen_dashboard_ranking
current_published,371,292,36668332800,Bell E.,4,3,3,85065965914|85078632724|85113950337|85150171480,actual_frozen_dashboard_ranking
current_published,372,292,36702721300,Dillon A.,4,2,2,84857796597|84857801868|85025478763|85174454779,actual_frozen_dashboard_ranking
current_published,373,292,36707086900,Beaulieu E.,4,2,4,84899665631|85032379385|85048048423|105017746046,actual_frozen_dashboard_ranking
current_published,374,292,36818424000,Pin P.,4,0,4,85159331946|85160546701|85217159689|105032706175,actual_frozen_dashboard_ranking
current_published,375,292,36926665900,Wiltse D.L.,4,0,4,85126999861|85185931485|105015504490|105021632602,actual_frozen_dashboard_ranking
current_published,376,292,36967900700,Christensen H.S.,4,3,1,85092245585|85093834577|85145990232|105040813215,actual_frozen_dashboard_ranking
current_published,377,292,36989951600,Singh S.P.,4,3,2,85105726765|85175070400|105023429508|105039411857,actual_frozen_dashboard_ranking
current_published,378,292,36992198000,Hillen M.A.,4,1,3,85117617145|105000173185|105015422194|105016381894,actual_frozen_dashboard_ranking
current_published,379,292,36997372700,Perez-Truglia R.,4,0,4,84988372929|85021411951|85138958116|85163413553,actual_frozen_dashboard_ranking
current_published,380,292,37005325200,Brenner P.S.,4,4,0,84963642473|85053346830|85122325888|85210382399,actual_frozen_dashboard_ranking
current_published,381,292,37014229300,Zafar B.,4,0,4,84942549774|84978383963|85138962590|85194423611,actual_frozen_dashboard_ranking
current_published,382,292,37089862600,Wright M.,4,3,1,79955371231|84864054000|85002131823|85191745594,actual_frozen_dashboard_ranking
current_published,383,292,37666528000,Zheng X.,4,0,4,85179312691|85197227851|105009333190|105034673328,actual_frozen_dashboard_ranking
current_published,384,292,38660898600,Chilton A.,4,4,1,84942607459|84995455125|85042230875|85146448132,actual_frozen_dashboard_ranking
current_published,385,292,42761238500,Doberstein C.,4,3,2,84959235031|84971452303|85056098779|85091673336,actual_frozen_dashboard_ranking
current_published,386,292,43561435400,Park S.,4,0,4,85080928027|85152910338|85153232043|85213823924,actual_frozen_dashboard_ranking
current_published,387,292,54406821700,Dragojlovic N.,4,4,3,82155175471|84877255651|84884162001|84924273204,actual_frozen_dashboard_ranking
current_published,388,292,54409938000,Van Der Linden S.,4,2,3,84930401995|85016519697|85112735080|85178134794,actual_frozen_dashboard_ranking
current_published,389,292,54886120900,Perry S.L.,4,3,2,85088951140|85173909293|105042078736|105046799706,actual_frozen_dashboard_ranking
current_published,390,292,54890766600,Bover Manderski M.T.,4,4,0,85110412461|85201870841|105025109298|105028268249,actual_frozen_dashboard_ranking
current_published,391,292,55014524900,Kalmoe N.P.,4,2,3,84911961528|84946752700|85029899133|85111658985,actual_frozen_dashboard_ranking
current_published,392,292,55195906400,Bokemper S.E.,4,4,0,85098552838|85116884460|85120875984|85152261401,actual_frozen_dashboard_ranking
current_published,393,292,55274435300,Pavesi F.,4,0,4,85078812208|85109097269|85111132278|85201957286,actual_frozen_dashboard_ranking
current_published,394,292,55319086800,Cabrera L.Y.,4,2,2,85147352823|85162724492|85206878187|105004829427,actual_frozen_dashboard_ranking
current_published,395,292,55330999000,Zhang X.,4,2,2,85125145435|105000987309|105005543526|105013794045,actual_frozen_dashboard_ranking
current_published,396,292,55433439400,Berg C.J.,4,0,4,105036241854|105036248229|105037425945|105040569258,actual_frozen_dashboard_ranking
current_published,397,292,55451282400,Morgan J.,4,1,3,85193006917|85208781552|85213563007|105047382392,actual_frozen_dashboard_ranking
current_published,398,292,55460462400,Shufeldt G.,4,1,4,85037671609|85174406887|85186852025|85190439384,actual_frozen_dashboard_ranking
current_published,399,292,55474824300,Jones P.E.,4,4,3,84893470616|85062363095|85112395957|85195111405,actual_frozen_dashboard_ranking
current_published,400,292,55485034600,Marx P.,4,4,2,84957807766|85054331521|85082339814|105001138185,actual_frozen_dashboard_ranking
current_published,401,292,55489065600,Harris N.,4,0,4,85075461753|85086344797|85134345683|105031376377,actual_frozen_dashboard_ranking
current_published,402,292,55512000300,Fernández-Vázquez P.,4,2,3,85058344151|85068862009|85118513659|85140803759,actual_frozen_dashboard_ranking
current_published,403,292,55572570900,Schaeffer M.,4,3,1,85098598990|85138231042|85202865932|85210527581,actual_frozen_dashboard_ranking
current_published,404,292,55614079400,Justwan F.,4,3,1,85128417709|85174683624|105018610865|105028246602,actual_frozen_dashboard_ranking
current_published,405,292,55618721000,Ardanaz M.,4,4,0,84880485057|85087979372|85142905676|105009858168,actual_frozen_dashboard_ranking
current_published,406,292,55636015200,Bauer P.C.,4,3,1,85083458318|85096179666|85106337382|105001951442,actual_frozen_dashboard_ranking
current_published,407,292,55683942800,Favero N.,4,2,2,85118903999|85179695533|105012409657|105020764129,actual_frozen_dashboard_ranking
current_published,408,292,55740685400,Miller M.G.,4,0,4,80054939891|84945247501|85032622230|85062670025,actual_frozen_dashboard_ranking
current_published,409,292,55760602200,Szakonyi D.,4,2,4,85041617986|85071924822|85102853368|86000358705,actual_frozen_dashboard_ranking
current_published,410,292,55803781100,Liang H.,4,3,1,85125145435|85176230350|85176269933|85197309304,actual_frozen_dashboard_ranking
current_published,411,292,55838278900,Laustsen L.,4,3,1,85068263273|85070720944|105004475485|105020076699,actual_frozen_dashboard_ranking
current_published,412,292,55839863200,Castro Cornejo R.,4,3,3,85085348265|85137779473|85192350079|105029220437,actual_frozen_dashboard_ranking
current_published,413,292,55886479000,Carnegie A.,4,4,0,85089994108|85128454478|85135600814|105043646787,actual_frozen_dashboard_ranking
current_published,414,292,55894355700,Naumann E.,4,4,0,85024383044|85052651703|85071965061|85182678801,actual_frozen_dashboard_ranking
current_published,415,292,55918143200,Rauchfleisch A.,4,2,2,105016825636|105035870262|105040684631|105044862388,actual_frozen_dashboard_ranking
current_published,416,292,55930371600,Weeks J.L.P.,4,0,4,85053500241|85143771108|105014100991|105018760904,actual_frozen_dashboard_ranking
current_published,417,292,55939511500,Erlich A.,4,4,2,85067854636|85207112146|105011251636|105014443993,actual_frozen_dashboard_ranking
current_published,418,292,55949080500,Loepp E.,4,3,2,85059091525|85078629368|85127412947|85131662885,actual_frozen_dashboard_ranking
current_published,419,292,55959508500,Naurin E.,4,2,2,84988650791|85047971161|85048671210|85063053296,actual_frozen_dashboard_ranking
current_published,420,292,55990808300,Serritzlew S.,4,0,4,84931077293|85059905845|85098134714|85213019573,actual_frozen_dashboard_ranking
current_published,421,292,56003245300,Chen P.,4,4,0,85020629578|85113786298|85196736674|105002386427,actual_frozen_dashboard_ranking
current_published,422,292,56021106700,Berntzen L.E.,4,3,2,85088573601|85147313382|105023151710|105042526917,actual_frozen_dashboard_ranking
current_published,423,292,56050498900,Zhirkov K.,4,3,2,85117335410|85127149792|105001834592|105009421882,actual_frozen_dashboard_ranking
current_published,424,292,56100035800,Li J.,4,2,2,85077167425|85197422170|105014157018|105043545007,actual_frozen_dashboard_ranking
current_published,425,292,56112382300,Preece J.R.,4,1,3,84949556380|84992092827|85016404940|85101859497,actual_frozen_dashboard_ranking
current_published,426,292,56121143500,Wozniak K.H.,4,3,2,85060013501|85063526302|85092499524|85136529598,actual_frozen_dashboard_ranking
current_published,427,292,56158284900,Lergetporer P.,4,4,0,85054296507|85087123386|85102986822|85169833302,actual_frozen_dashboard_ranking
current_published,428,292,56177134300,Williamson R.D.,4,2,2,85128417709|85185690550|85200648269|105018610865,actual_frozen_dashboard_ranking
current_published,429,292,56211230100,Ciuk D.J.,4,4,1,84931864953|85048843549|85091112409|85210934251,actual_frozen_dashboard_ranking
current_published,430,292,56305288600,Wu W.C.,4,1,3,85120878685|85136121112|85142304185|85180474712,actual_frozen_dashboard_ranking
current_published,431,292,56396315400,Carson A.,4,4,0,85126041391|85177060425|85183114194|85210492093,actual_frozen_dashboard_ranking
current_published,432,292,56400526100,Peters Y.,4,0,4,85042078394|85130680489|85134659985|85191359623,actual_frozen_dashboard_ranking
current_published,433,292,56415100300,Tvinnereim E.,4,3,1,85007179001|85076304740|85078431211|85121607836,actual_frozen_dashboard_ranking
current_published,434,292,56429410400,Abascal M.,4,3,2,84962839080|85081620287|85121817313|105023317314,actual_frozen_dashboard_ranking
current_published,435,292,56487218300,Clifford S.,4,4,0,85104274822|85150725773|85193046317|85204363093,actual_frozen_dashboard_ranking
current_published,436,292,56514775600,Houston D.M.,4,4,1,85060644883|85108375412|85111845513|85161300315,actual_frozen_dashboard_ranking
current_published,437,292,56533787000,Berens S.,4,1,3,85208029174|85215373432|105017440329|105036167513,actual_frozen_dashboard_ranking
current_published,438,292,56534131300,Quadlin N.,4,3,4,85044089516|85052633160|85072314498|85147586232,actual_frozen_dashboard_ranking
current_published,439,292,56556891900,Schmidt-Catran A.W.,4,1,4,84978833033|85040111876|85045343933|85136738603,actual_frozen_dashboard_ranking
current_published,440,292,56586028800,Antinyan A.,4,4,0,85078812208|85109097269|85111132278|85201957286,actual_frozen_dashboard_ranking
current_published,441,292,56669769700,Rimkutė D.,4,2,2,85142635785|85147434032|85214354427|105025108627,actual_frozen_dashboard_ranking
current_published,442,292,56736786800,Dynes A.M.,4,2,3,84938501817|85075398846|85085700265|105036250979,actual_frozen_dashboard_ranking
current_published,443,292,56749208500,Cohen M.J.,4,4,1,85101472306|85181805536|85200629381|105002037078,actual_frozen_dashboard_ranking
current_published,444,292,56766070600,Aaldering L.,4,2,2,84965021008|85152290474|105005000103|105009529125,actual_frozen_dashboard_ranking
current_published,445,292,56767511600,Graham M.H.,4,3,3,85135858880|85193742018|105013744733|105019968663,actual_frozen_dashboard_ranking
current_published,446,292,56866328200,Stoetzer L.F.,4,2,2,85024383044|85086638987|85193747080|105040560764,actual_frozen_dashboard_ranking
current_published,447,292,56940198000,Kaufmann D.,4,1,3,85137737353|85185762530|85204300967|105002968773,actual_frozen_dashboard_ranking
current_published,448,292,57040758400,Sui M.,4,3,2,85079366503|85121358004|85138320659|85213484223,actual_frozen_dashboard_ranking
current_published,449,292,57069687300,Porter E.,4,2,2,85043500817|85048543712|85108011552|85118688157,actual_frozen_dashboard_ranking
current_published,450,292,57074023300,Sevenans J.,4,3,3,85021212635|85104940854|85126387871|85132450549,actual_frozen_dashboard_ranking
current_published,451,292,57188965087,Costa M.,4,4,1,85079483561|85104555419|85135957327|105026699333,actual_frozen_dashboard_ranking
current_published,452,292,57188969778,Strange A.,4,3,3,85180222074|85191380200|85204380709|85218098424,actual_frozen_dashboard_ranking
current_published,453,292,57189038493,O’Brochta W.,4,4,2,85098223456|85108200424|85217750555|105014775075,actual_frozen_dashboard_ranking
current_published,454,292,57189066315,Page D.,4,1,3,85071419972|85171589965|85216104420|105024217606,actual_frozen_dashboard_ranking
current_published,455,292,57189659858,Blumenau J.,4,3,2,85126259805|86000196743|105003411029|105018815315,actual_frozen_dashboard_ranking
current_published,456,292,57189874431,Hayes A.S.,4,4,1,85110863595|85168119957|105003180917|105015461335,actual_frozen_dashboard_ranking
current_published,457,292,57190810665,Jeworrek S.,4,4,0,85100083424|85100886140|85118850674|105043430593,actual_frozen_dashboard_ranking
current_published,458,292,57190885532,Nicoli F.,4,2,2,85079734073|85146657812|85161836636|85170419890,actual_frozen_dashboard_ranking
current_published,459,292,57191280104,Bansak K.,4,3,1,85041214633|85065436110|85171738080|85177488077,actual_frozen_dashboard_ranking
current_published,460,292,57191527991,Solomon S.J.,4,3,2,85068609239|85070496761|85114840137|85163693933,actual_frozen_dashboard_ranking
current_published,461,292,57191541714,Sohlberg J.,4,3,1,84991501087|85055448445|85081683443|105042292936,actual_frozen_dashboard_ranking
current_published,462,292,57191570182,Lang V.,4,3,2,85053339684|85059253518|85081202876|85081254629,actual_frozen_dashboard_ranking
current_published,463,292,57191924503,SoRelle M.E.,4,4,1,85159030440|85165506049|85165513487|85197267384,actual_frozen_dashboard_ranking
current_published,464,292,57192412198,Visconti G.,4,2,4,85067171548|85106144978|85120690634|85134302419,actual_frozen_dashboard_ranking
current_published,465,292,57192667792,Auer D.,4,2,2,85041067172|85055925462|85077337141|105003951560,actual_frozen_dashboard_ranking
current_published,466,292,57193203902,Montgomery M.D.,4,2,2,85136491289|85164736052|85208701282|105005793700,actual_frozen_dashboard_ranking
current_published,467,292,57193538413,Agerberg M.,4,3,3,85067840980|85087632807|85140255216|85165279718,actual_frozen_dashboard_ranking
current_published,468,292,57193897343,Hameleers M.,4,3,1,85019583759|85138303350|85143687617|85173675792,actual_frozen_dashboard_ranking
current_published,469,292,57194284842,Anspach N.M.,4,4,2,85019565308|85055989692|85087440253|85210086947,actual_frozen_dashboard_ranking
current_published,470,292,57194325541,Liebertz S.,4,2,2,85108066539|85131591808|85138376351|105003320249,actual_frozen_dashboard_ranking
current_published,471,292,57195986119,Magni G.,4,4,1,85100740777|85100747088|85127960078|105032793790,actual_frozen_dashboard_ranking
current_published,472,292,57196061151,Canelo K.S.,4,3,2,85041564041|85122926407|85202781809|105012407742,actual_frozen_dashboard_ranking
current_published,473,292,57199406768,Ladini R.,4,3,2,85037982861|85100247147|85156232995|85206259554,actual_frozen_dashboard_ranking
current_published,474,292,57201130792,Lee D.S.,4,4,0,85080928027|85152910338|85153232043|85213823924,actual_frozen_dashboard_ranking
current_published,475,292,57201297683,Mourtgos S.M.,4,2,3,85174855421|85195038036|105001701466|105041228301,actual_frozen_dashboard_ranking
current_published,476,292,57202506069,Gomez M.A.,4,4,1,85083783424|85127233855|85192806180|85212864029,actual_frozen_dashboard_ranking
current_published,477,292,57202612248,Tregle B.,4,2,2,85091202562|105011656970|105028871734|105034351804,actual_frozen_dashboard_ranking
current_published,478,292,57203031658,Gift T.,4,4,0,85054606864|85108988418|85178369184|85181820584,actual_frozen_dashboard_ranking
current_published,479,292,57203104288,Palm R.,4,4,0,85097405858|85116111950|85217158927|105041076928,actual_frozen_dashboard_ranking
current_published,480,292,57204267676,Tisch D.,4,2,2,85087154824|85168080503|85190102501|105005588021,actual_frozen_dashboard_ranking
current_published,481,292,57205133533,Elçi E.,4,1,4,85100014006|85200950497|105002982634|105026621543,actual_frozen_dashboard_ranking
current_published,482,292,57205488988,Blankenship B.,4,4,2,85060250759|85128175895|85187978612|105040650129,actual_frozen_dashboard_ranking
current_published,483,292,57205938098,Phelan J.C.,4,2,2,84875518802|84907323240|84959319641|85018240570,actual_frozen_dashboard_ranking
