authid,name,current_all_count,current_all_rank,current_all_position,current_us_count,current_us_rank,current_us_position,current_pool_count,current_pool_rank,current_pool_position,current_unclear,current_unreviewed,current_us_upper,full_all_count,full_all_rank,full_all_position,full_us_count,full_us_rank,full_us_position,full_pool_count,full_pool_rank,full_pool_position,full_unclear,full_unreviewed,full_us_upper,narrow_all_count,narrow_all_rank,narrow_all_position,narrow_us_count,narrow_us_rank,narrow_us_position,narrow_pool_count,narrow_pool_rank,narrow_pool_position,narrow_unclear,narrow_unreviewed,narrow_us_upper
57052407900,Kunz T.,2,984,1691,,,,,,,,,,2,1170,2108,0,510,2330,,,,0,2,2,2,1164,2063,0,506,2281,,,,0,2,2
57052410500,Wolf I.,1,2190,4989,,,,,,,,,,1,2703,7639,0,510,7748,,,,0,1,1,1,2652,7256,0,506,7363,,,,0,1,1
57052584200,Altamirano M.,1,2190,4990,,,,,,,,,,1,2703,7640,0,510,7749,,,,0,1,1,1,2652,7257,0,506,7364,,,,0,1,1
57052662100,Höhne J.K.,6,96,146,,,,,,,,,,6,115,171,0,510,571,,,,0,6,6,6,115,171,0,506,567,,,,0,6,6
57053340300,Décieux J.P.,0,,,,,,,,,,,,1,2703,7641,0,510,7750,,,,0,1,1,1,2652,7258,0,506,7365,,,,0,1,1
57053451700,Mergener A.,1,2190,4991,,,,,,,,,,1,2703,7642,0,510,7751,,,,0,1,1,1,2652,7259,0,506,7366,,,,0,1,1
57054535600,Khan S.,0,,,,,,,,,,,,1,2703,7643,0,510,7752,,,,0,1,1,1,2652,7260,0,506,7367,,,,0,1,1
57055069200,Lane T.,2,984,1692,,,,,,,,,,2,1170,2109,0,510,2331,,,,0,2,2,2,1164,2064,0,506,2282,,,,0,2,2
57056414700,Magistro B.,2,984,1693,,,,,,,,,,2,1170,2110,0,510,2332,,,,0,2,2,2,1164,2065,0,506,2283,,,,0,2,2
57057073900,Hayes B.E.,1,2190,4992,,,,,,,,,,1,2703,7644,0,510,7753,,,,0,1,1,1,2652,7261,0,506,7368,,,,0,1,1
57057760600,De Sá Guimarães F.,1,2190,4993,,,,,,,,,,1,2703,7645,0,510,7754,,,,0,1,1,1,2652,7262,0,506,7369,,,,0,1,1
57059866500,George B.,6,96,147,,,,,,,,,,6,115,172,0,510,572,,,,0,4,4,6,115,172,0,506,568,,,,0,4,4
57061136000,Chen J.,1,2190,4994,,,,,,,,,,1,2703,7646,0,510,7755,,,,0,1,1,1,2652,7263,0,506,7370,,,,0,1,1
57061885000,Kahn D.T.,1,2190,4995,,,,,,,,,,1,2703,7647,0,510,7756,,,,0,1,1,1,2652,7264,0,506,7371,,,,0,1,1
57063543300,Taylor Poppe E.S.,1,2190,4996,,,,,,,,,,1,2703,7648,1,151,401,,,,0,0,1,1,2652,7265,1,151,399,,,,0,0,1
57063558900,Nkansah-Amankra A.,1,2190,4997,,,,,,,,,,1,2703,7649,0,510,7757,,,,0,1,1,1,2652,7266,0,506,7372,,,,0,1,1
57069687300,Porter E.,4,292,449,,,,,,,,,,5,195,297,0,510,677,,,,0,5,5,5,195,297,0,506,673,,,,0,5,5
57069797000,Winters G.M.,0,,,,,,,,,,,,1,2703,7650,0,510,7758,,,,1,0,1,1,2652,7267,0,506,7373,,,,1,0,1
57070340000,Gassler B.,0,,,,,,,,,,,,1,2703,7651,0,510,7759,,,,0,1,1,1,2652,7268,0,506,7374,,,,0,1,1
57070596200,Wang L.,1,2190,4998,,,,,,,,,,1,2703,7652,0,510,7760,,,,0,1,1,1,2652,7269,0,506,7375,,,,0,1,1
57072754000,Heller S.,1,2190,4999,,,,,,,,,,1,2703,7653,0,510,7761,,,,0,1,1,1,2652,7270,0,506,7376,,,,0,1,1
57072795700,Cole H.E.,0,,,,,,,,,,,,2,1170,2111,0,510,2333,,,,0,2,2,2,1164,2066,0,506,2284,,,,0,2,2
57072909500,Brandon N.,0,,,,,,,,,,,,1,2703,7654,0,510,7762,,,,0,1,1,1,2652,7271,0,506,7377,,,,0,1,1
57072916300,Salvati M.,0,,,,,,,,,,,,1,2703,7655,0,510,7763,,,,0,1,1,1,2652,7272,0,506,7378,,,,0,1,1
57073624600,Cerri J.,1,2190,5000,,,,,,,,,,1,2703,7656,0,510,7764,,,,0,1,1,1,2652,7273,0,506,7379,,,,0,1,1
57074023300,Sevenans J.,4,292,450,,,,,,,,,,4,340,533,0,510,884,,,,0,4,4,4,340,529,0,506,876,,,,0,4,4
57074540400,Marriott R.,1,2190,5001,,,,,,,,,,1,2703,7657,0,510,7765,,,,1,0,1,1,2652,7274,0,506,7380,,,,1,0,1
57075568000,Cai L.,0,,,,,,,,,,,,1,2703,7658,0,510,7766,,,,0,1,1,0,,,0,,,,,,0,0,0
57075676700,Su D.,1,2190,5002,,,,,,,,,,1,2703,7659,0,510,7767,,,,0,1,1,1,2652,7275,0,506,7381,,,,0,1,1
57076611500,Deska J.C.,0,,,,,,,,,,,,1,2703,7660,0,510,7768,,,,0,1,1,1,2652,7276,0,506,7382,,,,0,1,1
57076774100,Kneeland E.T.,1,2190,5003,,,,,,,,,,2,1170,2112,0,510,2334,,,,0,2,2,1,2652,7277,0,506,7383,,,,0,1,1
57076778300,Treischl E.,1,2190,5004,,,,,,,,,,1,2703,7661,0,510,7769,,,,0,1,1,1,2652,7278,0,506,7384,,,,0,1,1
57078100600,Sumner J.L.,2,984,1694,,,,,,,,,,2,1170,2113,0,510,2335,,,,0,2,2,2,1164,2067,0,506,2285,,,,0,2,2
57079043100,Ballard-Rosa C.,3,513,814,,,,,,,,,,3,604,977,0,510,1274,,,,0,3,3,3,599,971,0,506,1264,,,,0,3,3
57079507500,Tan E.,1,2190,5005,,,,,,,,,,1,2703,7662,0,510,7770,,,,0,1,1,1,2652,7279,0,506,7385,,,,0,1,1
57085734400,Ji J.L.,0,,,,,,,,,,,,1,2703,7663,0,510,7771,,,,0,1,1,0,,,0,,,,,,0,0,0
57086124300,Villar A.,1,2190,5006,,,,,,,,,,1,2703,7664,0,510,7772,,,,0,1,1,1,2652,7280,0,506,7386,,,,0,1,1
57089360000,Zhang J.,0,,,,,,,,,,,,1,2703,7665,0,510,7773,,,,0,1,1,1,2652,7281,0,506,7387,,,,0,1,1
57089791400,Russell T.D.,0,,,,,,,,,,,,1,2703,7666,0,510,7774,,,,0,1,1,1,2652,7282,0,506,7388,,,,0,1,1
57091071900,Li X.,1,2190,5007,,,,,,,,,,1,2703,7667,0,510,7775,,,,0,1,1,1,2652,7283,0,506,7389,,,,0,1,1
57091730800,Papendick M.,0,,,,,,,,,,,,1,2703,7668,0,510,7776,,,,0,1,1,1,2652,7284,0,506,7390,,,,0,1,1
57091820100,Liu F.,1,2190,5008,,,,,,,,,,1,2703,7669,0,510,7777,,,,0,1,1,1,2652,7285,0,506,7391,,,,0,1,1
57093133000,Lawrence D.,1,2190,5009,,,,,,,,,,1,2703,7670,0,510,7778,,,,0,1,1,1,2652,7286,0,506,7392,,,,0,1,1
57093346000,Sternberg S.,1,2190,5010,,,,,,,,,,1,2703,7671,0,510,7779,,,,0,1,1,1,2652,7287,0,506,7393,,,,0,1,1
57093756600,Sontag J.M.,0,,,,,,,,,,,,1,2703,7672,0,510,7780,,,,0,1,1,1,2652,7288,0,506,7394,,,,0,1,1
57095918800,Dalman M.D.,0,,,,,,,,,,,,1,2703,7673,0,510,7781,,,,0,1,1,1,2652,7289,0,506,7395,,,,0,1,1
57095925200,Gotzsche-Astrup O.,3,513,815,,,,,,,,,,3,604,978,0,510,1275,,,,0,3,3,3,599,972,0,506,1265,,,,0,3,3
57096322100,Atal I.,1,2190,5011,,,,,,,,,,1,2703,7674,0,510,7782,,,,0,1,1,1,2652,7290,0,506,7396,,,,0,1,1
57103068500,Kuru O.,3,513,816,,,,,,,,,,4,340,534,0,510,885,,,,0,4,4,4,340,530,0,506,877,,,,0,4,4
57103128900,Stefaniak A.,0,,,,,,,,,,,,1,2703,7675,0,510,7783,,,,0,0,0,1,2652,7291,0,506,7397,,,,0,0,0
57103571500,Marreiros H.,1,2190,5012,,,,,,,,,,1,2703,7676,0,510,7784,,,,0,1,1,1,2652,7292,0,506,7398,,,,0,1,1
57111000700,Li S.,1,2190,5013,,,,,,,,,,1,2703,7677,0,510,7785,,,,0,1,1,1,2652,7293,0,506,7399,,,,0,1,1
57112153300,Zhang Y.,1,2190,5014,,,,,,,,,,1,2703,7678,0,510,7786,,,,0,1,1,1,2652,7294,0,506,7400,,,,0,1,1
57112615600,Meibauer G.,1,2190,5015,,,,,,,,,,1,2703,7679,0,510,7787,,,,0,1,1,1,2652,7295,0,506,7401,,,,0,1,1
57113673800,Wolske K.S.,1,2190,5016,,,,,,,,,,1,2703,7680,0,510,7788,,,,0,1,1,1,2652,7296,0,506,7402,,,,0,1,1
57113745900,DeGolia A.H.,1,2190,5017,,,,,,,,,,1,2703,7681,0,510,7789,,,,0,1,1,1,2652,7297,0,506,7403,,,,0,1,1
57114131600,Inoue A.,2,984,1695,,,,,,,,,,2,1170,2114,0,510,2336,,,,0,2,2,2,1164,2068,0,506,2286,,,,0,2,2
57114147200,Lang J.,1,2190,5018,,,,,,,,,,1,2703,7682,0,510,7790,,,,0,1,1,1,2652,7298,0,506,7404,,,,0,1,1
57114676100,Winger G.,5,166,251,,,,,,,,,,5,195,298,0,510,678,,,,0,5,5,5,195,298,0,506,674,,,,0,5,5
57115011900,Heyne S.,2,984,1696,,,,,,,,,,2,1170,2115,0,510,2337,,,,0,2,2,2,1164,2069,0,506,2287,,,,0,2,2
57115348800,Moussaoui L.S.,0,,,,,,,,,,,,1,2703,7683,0,510,7791,,,,0,1,1,1,2652,7299,0,506,7405,,,,0,1,1
57115395300,Lutscher P.M.,1,2190,5019,,,,,,,,,,1,2703,7684,0,510,7792,,,,0,1,1,1,2652,7300,0,506,7406,,,,0,1,1
57117168200,Ward K.C.,1,2190,5020,,,,,,,,,,1,2703,7685,0,510,7793,,,,0,1,1,1,2652,7301,0,506,7407,,,,0,1,1
57117394900,Schaub M.P.,0,,,,,,,,,,,,1,2703,7686,0,510,7794,,,,0,1,1,1,2652,7302,0,506,7408,,,,0,1,1
57117850000,de Roos M.S.,0,,,,,,,,,,,,1,2703,7687,0,510,7795,,,,0,1,1,1,2652,7303,0,506,7409,,,,0,1,1
57118248800,Hjorth F.,1,2190,5021,,,,,,,,,,1,2703,7688,0,510,7796,,,,0,1,1,1,2652,7304,0,506,7410,,,,0,1,1
57125446100,Fernandes J.M.,1,2190,5022,,,,,,,,,,1,2703,7689,0,510,7797,,,,0,1,1,1,2652,7305,0,506,7411,,,,0,1,1
57125736500,Simonsen K.B.,2,984,1697,,,,,,,,,,2,1170,2116,0,510,2338,,,,0,2,2,2,1164,2070,0,506,2288,,,,0,2,2
57126230900,Doğulu C.,1,2190,5023,,,,,,,,,,1,2703,7690,0,510,7798,,,,0,1,1,1,2652,7306,0,506,7412,,,,0,1,1
57126331100,Critchlow N.,0,,,,,,,,,,,,1,2703,7691,0,510,7799,,,,0,1,1,1,2652,7307,0,506,7413,,,,0,1,1
57126346500,Sterrett D.,1,2190,5024,,,,,,,,,,1,2703,7692,0,510,7800,,,,0,1,1,1,2652,7308,0,506,7414,,,,0,1,1
57126932800,Bulman D.J.,3,513,817,,,,,,,,,,3,604,979,0,510,1276,,,,0,3,3,3,599,973,0,506,1266,,,,0,3,3
57128070500,Reichart E.,1,2190,5025,,,,,,,,,,1,2703,7693,0,510,7801,,,,0,1,1,1,2652,7309,0,506,7415,,,,0,1,1
57129354800,Suzuki M.,0,,,,,,,,,,,,1,2703,7694,0,510,7802,,,,0,1,1,1,2652,7310,0,506,7416,,,,0,1,1
57130332700,Greenspan R.L.,0,,,,,,,,,,,,1,2703,7695,0,510,7803,,,,0,1,1,1,2652,7311,0,506,7417,,,,0,1,1
57130390400,Heiss A.,1,2190,5026,,,,,,,,,,1,2703,7696,0,510,7804,,,,0,1,1,1,2652,7312,0,506,7418,,,,0,1,1
57130464900,Neuner F.G.,2,984,1698,,,,,,,,,,2,1170,2117,0,510,2339,,,,0,2,2,2,1164,2071,0,506,2289,,,,0,2,2
57130657100,Lueders H.,1,2190,5027,,,,,,,,,,1,2703,7697,0,510,7805,,,,0,1,1,1,2652,7313,0,506,7419,,,,0,1,1
57131042100,Andraka-Christou B.,1,2190,5028,,,,,,,,,,1,2703,7698,0,510,7806,,,,0,1,1,1,2652,7314,0,506,7420,,,,0,1,1
57132640400,Zhang Y.,1,2190,5029,,,,,,,,,,1,2703,7699,0,510,7807,,,,0,1,1,1,2652,7315,0,506,7421,,,,0,1,1
57136132400,Marshall D.R.,0,,,,,,,,,,,,1,2703,7700,0,510,7808,,,,0,1,1,1,2652,7316,0,506,7422,,,,0,1,1
57141616700,Li E.,1,2190,5030,,,,,,,,,,1,2703,7701,0,510,7809,,,,0,1,1,1,2652,7317,0,506,7423,,,,0,1,1
57143031400,Lin H.E.,1,2190,5031,,,,,,,,,,1,2703,7702,0,510,7810,,,,0,1,1,1,2652,7318,0,506,7424,,,,0,1,1
57147200400,de Andrade D.,0,,,,,,,,,,,,1,2703,7703,0,510,7811,,,,0,1,1,1,2652,7319,0,506,7425,,,,0,1,1
57147822700,Tarsi M.R.,1,2190,5032,,,,,,,,,,1,2703,7704,1,151,402,,,,0,0,1,1,2652,7320,1,151,400,,,,0,0,1
57148188200,Wörtler B.,1,2190,5033,,,,,,,,,,1,2703,7705,0,510,7812,,,,0,1,1,1,2652,7321,0,506,7426,,,,0,1,1
57148279900,Stofberg N.,1,2190,5034,,,,,,,,,,1,2703,7706,0,510,7813,,,,0,1,1,1,2652,7322,0,506,7427,,,,0,1,1
57148311900,Verink A.,1,2190,5035,,,,,,,,,,1,2703,7707,0,510,7814,,,,0,1,1,1,2652,7323,0,506,7428,,,,0,1,1
57148406100,Mangiulli I.,0,,,,,,,,,,,,1,2703,7708,0,510,7815,,,,0,1,1,1,2652,7324,0,506,7429,,,,0,1,1
57151118000,Crepaz M.,3,513,818,,,,,,,,,,3,604,980,0,510,1277,,,,0,3,3,3,599,974,0,506,1267,,,,0,3,3
57151217900,Abdul-Rida C.,1,2190,5036,,,,,,,,,,1,2703,7709,0,510,7816,,,,0,1,1,1,2652,7325,0,506,7430,,,,0,1,1
57151462100,Cukrowska-Torzewska E.,1,2190,5037,,,,,,,,,,1,2703,7710,0,510,7817,,,,0,1,1,1,2652,7326,0,506,7431,,,,0,1,1
57155840700,Li Y.,1,2190,5038,,,,,,,,,,1,2703,7711,0,510,7818,,,,0,1,1,1,2652,7327,0,506,7432,,,,0,1,1
57156306100,Liu X.,0,,,,,,,,,,,,1,2703,7712,0,510,7819,,,,0,1,1,1,2652,7328,0,506,7433,,,,0,1,1
57158900600,Carlson T.N.,2,984,1699,,,,,,,,,,2,1170,2118,0,510,2340,,,,0,2,2,2,1164,2072,0,506,2290,,,,0,2,2
57159350900,Bähr S.,1,2190,5039,,,,,,,,,,1,2703,7713,0,510,7820,,,,0,0,0,1,2652,7329,0,506,7434,,,,0,0,0
57160785900,McGregor S.C.,2,984,1700,,,,,,,,,,2,1170,2119,0,510,2341,,,,0,2,2,2,1164,2073,0,506,2291,,,,0,2,2
57161012000,Lajevardi N.,3,513,819,,,,,,,,,,3,604,981,0,510,1278,,,,0,3,3,3,599,975,0,506,1268,,,,0,3,3
57162412400,Marie J.,0,,,,,,,,,,,,1,2703,7714,0,510,7821,,,,0,1,1,1,2652,7330,0,506,7435,,,,0,1,1
57162831600,Axelsson S.,1,2190,5040,,,,,,,,,,1,2703,7715,0,510,7822,,,,0,1,1,1,2652,7331,0,506,7436,,,,0,1,1
57162853100,Barbera C.,1,2190,5041,,,,,,,,,,1,2703,7716,0,510,7823,,,,0,1,1,1,2652,7332,0,506,7437,,,,0,1,1
57162952700,Bane S.,0,,,,,,,,,,,,1,2703,7717,0,510,7824,,,,0,1,1,1,2652,7333,0,506,7438,,,,0,1,1
57163649500,Nyhuis D.,1,2190,5042,,,,,,,,,,1,2703,7718,0,510,7825,,,,0,1,1,1,2652,7334,0,506,7439,,,,0,1,1
57163962600,Susanszky P.,2,984,1701,,,,,,,,,,2,1170,2120,0,510,2342,,,,0,2,2,2,1164,2074,0,506,2292,,,,0,2,2
57164542600,Bulut A.T.,1,2190,5043,,,,,,,,,,1,2703,7719,0,510,7826,,,,0,1,1,1,2652,7335,0,506,7440,,,,0,1,1
57164620800,Kause A.,1,2190,5044,,,,,,,,,,1,2703,7720,0,510,7827,,,,0,1,1,1,2652,7336,0,506,7441,,,,0,1,1
57168681900,Hess M.,1,2190,5045,,,,,,,,,,1,2703,7721,0,510,7828,,,,0,1,1,1,2652,7337,0,506,7442,,,,0,1,1
57168781200,Meijers M.J.,3,513,820,,,,,,,,,,3,604,982,0,510,1279,,,,0,3,3,3,599,976,0,506,1269,,,,0,3,3
57170316200,Bünning M.,1,2190,5046,,,,,,,,,,1,2703,7722,0,510,7829,,,,0,1,1,1,2652,7338,0,506,7443,,,,0,1,1
57171525300,Stevenson R.,0,,,,,,,,,,,,1,2703,7723,0,510,7830,,,,0,1,1,1,2652,7339,0,506,7444,,,,0,1,1
57172568600,Krehbiel J.N.,3,513,821,,,,,,,,,,3,604,983,0,510,1280,,,,0,3,3,3,599,977,0,506,1270,,,,0,3,3
57182368800,Vrielynck N.,0,,,,,,,,,,,,1,2703,7724,0,510,7831,,,,0,1,1,0,,,0,,,,,,0,0,0
57184270700,Marcantonio T.L.,0,,,,,,,,,,,,1,2703,7725,0,510,7832,,,,0,1,1,1,2652,7340,0,506,7445,,,,0,1,1
57185063500,Mu Z.,1,2190,5047,,,,,,,,,,1,2703,7726,0,510,7833,,,,0,1,1,1,2652,7341,0,506,7446,,,,0,1,1
57185647700,Yabanci B.,1,2190,5048,,,,,,,,,,1,2703,7727,0,510,7834,,,,0,1,1,1,2652,7342,0,506,7447,,,,0,1,1
57185674100,Bernhold Q.,0,,,,,,,,,,,,1,2703,7728,0,510,7835,,,,0,1,1,1,2652,7343,0,506,7448,,,,0,1,1
57185770000,Aquino Y.S.J.,1,2190,5049,,,,,,,,,,1,2703,7729,0,510,7836,,,,0,1,1,1,2652,7344,0,506,7449,,,,0,1,1
57185817000,Zahry N.,0,,,,,,,,,,,,1,2703,7730,0,510,7837,,,,0,1,1,1,2652,7345,0,506,7450,,,,0,1,1
57186652900,Szumowska E.,0,,,,,,,,,,,,1,2703,7731,0,510,7838,,,,0,1,1,0,,,0,,,,,,0,0,0
57188262100,Kurella A.S.,1,2190,5050,,,,,,,,,,1,2703,7732,0,510,7839,,,,0,1,1,1,2652,7346,0,506,7451,,,,0,1,1
57188537188,Canan C.,2,984,1702,,,,,,,,,,2,1170,2121,0,510,2343,,,,0,2,2,2,1164,2075,0,506,2293,,,,0,2,2
57188537416,Foroutan N.,1,2190,5051,,,,,,,,,,1,2703,7733,0,510,7840,,,,0,1,1,1,2652,7347,0,506,7452,,,,0,1,1
57188537914,Prochazka F.,1,2190,5052,,,,,,,,,,1,2703,7734,0,510,7841,,,,0,1,1,1,2652,7348,0,506,7453,,,,0,1,1
57188548668,Cuperus A.A.,0,,,,,,,,,,,,1,2703,7735,0,510,7842,,,,0,1,1,0,,,0,,,,,,0,0,0
57188558299,Kupczyk T.,0,,,,,,,,,,,,1,2703,7736,0,510,7843,,,,0,1,1,0,,,0,,,,,,0,0,0
57188561288,Fox E.,2,984,1703,,,,,,,,,,2,1170,2122,0,510,2344,,,,0,2,2,2,1164,2076,0,506,2294,,,,0,2,2
57188561529,Armaly M.T.,6,96,148,,,,,,,,,,6,115,173,0,510,573,,,,0,6,6,6,115,173,0,506,569,,,,0,6,6
57188567653,Nieves M.,0,,,,,,,,,,,,1,2703,7737,0,510,7844,,,,0,1,1,1,2652,7349,0,506,7454,,,,0,1,1
57188574830,Ashok V.L.,1,2190,5053,,,,,,,,,,1,2703,7738,1,151,403,,,,0,0,1,1,2652,7350,1,151,401,,,,0,0,1
57188576914,Mize T.D.,5,166,252,,,,,,,,,,6,115,174,0,510,574,,,,0,6,6,6,115,174,0,506,570,,,,0,6,6
57188583492,Tsujimoto Y.,0,,,,,,,,,,,,1,2703,7739,0,510,7845,,,,0,1,1,1,2652,7351,0,506,7455,,,,0,1,1
57188590875,Lala Muradova,5,166,253,,,,2,70,82,,,,7,83,108,3,69,74,3,64,69,0,0,3,7,83,108,3,69,74,3,64,69,0,0,3
57188631421,Younkin P.,1,2190,5054,,,,,,,,,,2,1170,2123,0,510,2345,,,,0,2,2,2,1164,2077,0,506,2295,,,,0,2,2
57188637329,Jones J.C.,0,,,,,,,,,,,,1,2703,7740,0,510,7846,,,,0,1,1,1,2652,7352,0,506,7456,,,,0,1,1
57188644702,Monne J.,1,2190,5055,,,,,,,,,,1,2703,7741,0,510,7847,,,,0,1,1,1,2652,7353,0,506,7457,,,,0,1,1
57188649242,Rickard V.,1,2190,5056,,,,,,,,,,1,2703,7742,0,510,7848,,,,0,1,1,1,2652,7354,0,506,7458,,,,0,1,1
57188659434,Song Y.,1,2190,5057,,,,,,,,,,1,2703,7743,0,510,7849,,,,0,1,1,1,2652,7355,0,506,7459,,,,0,1,1
57188668366,Shang S.,1,2190,5058,,,,,,,,,,1,2703,7744,0,510,7850,,,,0,1,1,1,2652,7356,0,506,7460,,,,0,1,1
57188677146,Murphy R.P.,1,2190,5059,,,,,,,,,,1,2703,7745,0,510,7851,,,,0,1,1,1,2652,7357,0,506,7461,,,,0,1,1
57188683380,Neo R.L.,1,2190,5060,,,,,,,,,,1,2703,7746,0,510,7852,,,,0,1,1,1,2652,7358,0,506,7462,,,,0,1,1
57188685218,Habibi S.,1,2190,5061,,,,,,,,,,1,2703,7747,0,510,7853,,,,0,1,1,1,2652,7359,0,506,7463,,,,0,1,1
57188707307,Kneer M.,1,2190,5062,,,,,,,,,,1,2703,7748,0,510,7854,,,,0,1,1,1,2652,7360,0,506,7464,,,,0,1,1
57188715801,Hou Z.,1,2190,5063,,,,,,,,,,1,2703,7749,0,510,7855,,,,0,1,1,1,2652,7361,0,506,7465,,,,0,1,1
57188716914,Snell S.A.,1,2190,5064,,,,,,,,,,1,2703,7750,0,510,7856,,,,0,1,1,1,2652,7362,0,506,7466,,,,0,1,1
57188728661,Alhaj Hamoud Y.,1,2190,5065,,,,,,,,,,1,2703,7751,0,510,7857,,,,0,1,1,1,2652,7363,0,506,7467,,,,0,1,1
57188733784,Coe C.,1,2190,5066,,,,,,,,,,2,1170,2124,0,510,2346,,,,0,2,2,2,1164,2078,0,506,2296,,,,0,2,2
57188738116,Tsalis G.,0,,,,,,,,,,,,1,2703,7752,0,510,7858,,,,0,1,1,1,2652,7364,0,506,7468,,,,0,1,1
57188747340,Walter G.,1,2190,5067,,,,,,,,,,1,2703,7753,0,510,7859,,,,0,1,1,1,2652,7365,0,506,7469,,,,0,1,1
57188748637,Campos I.,1,2190,5068,,,,,,,,,,1,2703,7754,0,510,7860,,,,0,1,1,1,2652,7366,0,506,7470,,,,0,1,1
57188751420,Jun J.,0,,,,,,,,,,,,1,2703,7755,0,510,7861,,,,0,1,1,1,2652,7367,0,506,7471,,,,0,1,1
57188767706,Yammine S.Z.,1,2190,5069,,,,,,,,,,1,2703,7756,0,510,7862,,,,0,1,1,1,2652,7368,0,506,7472,,,,0,1,1
57188768994,Hernández E.,1,2190,5070,,,,,,,,,,1,2703,7757,0,510,7863,,,,0,1,1,1,2652,7369,0,506,7473,,,,0,1,1
57188769754,Schuster C.,5,166,254,,,,,,,,,,5,195,299,0,510,679,,,,0,5,5,5,195,299,0,506,675,,,,0,5,5
57188769953,Campbell S.T.,1,2190,5071,,,,,,,,,,1,2703,7758,0,510,7864,,,,0,1,1,1,2652,7370,0,506,7474,,,,0,1,1
57188810107,Nelson E.C.,0,,,,,,,,,,,,1,2703,7759,0,510,7865,,,,0,1,1,1,2652,7371,0,506,7475,,,,0,1,1
57188812190,Webb C.,1,2190,5072,,,,,,,,,,1,2703,7760,0,510,7866,,,,0,1,1,1,2652,7372,0,506,7476,,,,0,1,1
57188814935,Vidal G.,1,2190,5073,,,,,,,,,,1,2703,7761,0,510,7867,,,,0,1,1,1,2652,7373,0,506,7477,,,,0,1,1
57188816003,Spina M.,0,,,,,,,,,,,,1,2703,7762,0,510,7868,,,,0,1,1,1,2652,7374,0,506,7478,,,,0,1,1
57188817986,Zhu L.,0,,,,,,,,,,,,1,2703,7763,0,510,7869,,,,0,1,1,1,2652,7375,0,506,7479,,,,0,1,1
57188820035,Pettigrew S.,0,,,,,,,,,,,,1,2703,7764,0,510,7870,,,,0,1,1,1,2652,7376,0,506,7480,,,,0,1,1
57188820878,Hatz S.,3,513,822,,,,,,,,,,3,604,984,0,510,1281,,,,0,3,3,3,599,978,0,506,1271,,,,0,3,3
57188822594,Tang X.,1,2190,5074,,,,,,,,,,1,2703,7765,0,510,7871,,,,0,1,1,1,2652,7377,0,506,7481,,,,0,1,1
57188826353,Dashoff D.,0,,,,,,,,,,,,1,2703,7766,0,510,7872,,,,0,1,1,1,2652,7378,0,506,7482,,,,0,1,1
57188830561,Heller K.W.,0,,,,,,,,,,,,1,2703,7767,0,510,7873,,,,0,1,1,0,,,0,,,,,,0,0,0
57188833082,Pinsof D.,0,,,,,,,,,,,,1,2703,7768,0,510,7874,,,,0,1,1,1,2652,7379,0,506,7483,,,,0,1,1
57188840509,Lynchc J.,1,2190,5075,,,,,,,,,,1,2703,7769,0,510,7875,,,,0,1,1,1,2652,7380,0,506,7484,,,,0,1,1
57188844518,Li Y.,0,,,,,,,,,,,,1,2703,7770,0,510,7876,,,,0,1,1,1,2652,7381,0,506,7485,,,,0,1,1
57188867557,Perfalk E.,2,984,1704,,,,,,,,,,2,1170,2125,0,510,2347,,,,0,2,2,2,1164,2079,0,506,2297,,,,0,2,2
57188870054,Steinebach Y.,1,2190,5076,,,,,,,,,,1,2703,7771,0,510,7877,,,,0,1,1,1,2652,7382,0,506,7486,,,,0,1,1
57188872024,Pleger L.E.,1,2190,5077,,,,,,,,,,1,2703,7772,0,510,7878,,,,0,1,1,1,2652,7383,0,506,7487,,,,0,1,1
57188873149,Zhou J.,1,2190,5078,,,,,,,,,,1,2703,7773,0,510,7879,,,,0,1,1,1,2652,7384,0,506,7488,,,,0,1,1
57188880644,Lauren Sukin,7,67,91,3,53,62,3,58,66,1,0,4,7,83,109,3,69,75,3,64,70,1,0,4,7,83,109,3,69,75,3,64,70,1,0,4
57188926170,Schmidt K.,2,984,1705,,,,,,,,,,2,1170,2126,0,510,2348,,,,0,2,2,2,1164,2080,0,506,2298,,,,0,2,2
57188947704,Lee H.A.,1,2190,5079,,,,,,,,,,1,2703,7774,0,510,7880,,,,0,1,1,1,2652,7385,0,506,7489,,,,0,1,1
57188965087,Costa M.,4,292,451,,,,,,,,,,4,340,535,1,151,200,,,,0,3,4,4,340,531,1,151,200,,,,0,3,4
57188969778,Strange A.,4,292,452,,,,,,,,,,4,340,536,0,510,886,,,,0,4,4,4,340,532,0,506,878,,,,0,4,4
57188971604,Sarah R. Maxey,7,67,92,5,40,43,6,34,40,2,0,7,8,53,74,7,24,30,7,24,30,1,0,8,8,53,74,7,24,30,7,24,30,1,0,8
57188973948,Ohme J.,1,2190,5080,,,,,,,,,,1,2703,7775,0,510,7881,,,,0,1,1,1,2652,7386,0,506,7490,,,,0,1,1
57188976774,Wu Z.,2,984,1706,,,,,,,,,,2,1170,2127,0,510,2349,,,,0,2,2,2,1164,2081,0,506,2299,,,,0,2,2
57188981336,Whyte C.,1,2190,5081,,,,,,,,,,1,2703,7776,0,510,7882,,,,0,1,1,1,2652,7387,0,506,7491,,,,0,1,1
57188985351,Liu J.,1,2190,5082,,,,,,,,,,2,1170,2128,0,510,2350,,,,0,2,2,2,1164,2082,0,506,2300,,,,0,2,2
