identity,scopus_id,all_scopus_ids,metadata_scopus_id,doi,title,year,journal,source_id,authids,first_authid,last_authid,byline_complete,n_authors,byline_issue,metadata_source,metadata_retrieved_at,current_raw,original_query,narrower_query,current_published_credited,current_local_phrase_verified
doi:10.1007/s10584-026-04177-6,105039276478,105039276478,105039276478,10.1007/s10584-026-04177-6,"Removing carbon, governing deployment: public perceptions of industry and community roles in U.S. carbon dioxide removal policy",2026,Climatic Change,12177,57208648564,57208648564,57208648564,true,1,,private/cache/search/465abd4fcf3fa4b7bf8b9f38040a1d6f0a5fad24839346b6e752a954b85d0b97.json,2026-09-08T09:41:16.827227+00:00,true,true,true,true,true
doi:10.1007/s10584-026-04214-4,105040952337,105040952337,105040952337,10.1007/s10584-026-04214-4,"The 1(%): carbon inequality, responsibility attribution, and support for climate policies",2026,Climatic Change,12177,57203434746|57208882198,57203434746,57208882198,true,2,,private/cache/search/1f3fbbdf3d5895171d86896d0f287e99a1ac2c9b44d5beb4db0aa9c88a39aa25.json,2026-09-08T09:41:11.158266+00:00,true,true,true,true,true
doi:10.1007/s10597-022-01075-w,85145825392,85145825392,85145825392,10.1007/s10597-022-01075-w,Public Stigma Toward Schizophrenia Within Latino Communities in the United States,2023,Community Mental Health Journal,29291,14832646600|54790755800|55681456000|57205583798|57517377200|58045409300|7201577863,14832646600,7201577863,true,7,,private/cache/search/156c234beb86d07e47b0dd54202b83cf41166954741b09b6ce18dd9f171b1f6a.json,2026-09-08T09:40:22.515600+00:00,true,true,true,true,true
doi:10.1007/s10608-019-10032-z,85068995571,85068995571,85068995571,10.1007/s10608-019-10032-z,"Cognitive Bias Modification of Expectancies (CBM-E): Effects on Interpretation Bias and Autobiographical Memory, and Relations with Social and Attachment Anxiety",2019,Cognitive Therapy and Research,12887,26029929300|13907273400|55916884900|17634019800,26029929300,17634019800,true,4,,private/query_rankings_2026_09_10/requests/4acfefe5466376f147cc984893ed2ffc092236be6c91040f86bb40dcb091c610.json,2026-09-10T14:05:04.777343+00:00,false,true,true,false,
doi:10.1007/s10608-020-10128-x,85087570804,85087570804,85087570804,10.1007/s10608-020-10128-x,Reframing Time Spent Alone: Reappraisal Buffers the Emotional Effects of Isolation,2020,Cognitive Therapy and Research,12887,57213558047|57202364463|7102581294,57213558047,7102581294,true,3,,private/cache/query_revision_2026_09_10/dfb037bac217cd1c3461c15e3472c19aa64bf7e4a77b4cf754e7c731b0504f07.json,2026-09-10T11:02:14.674949+00:00,false,true,true,false,
doi:10.1007/s10608-020-10178-1,85096340728,85096340728,85096340728,10.1007/s10608-020-10178-1,"Emotion-in-Motion: An ABM Approach that Modifies Attentional Disengagement from, Rather than Attentional Engagement with, Negative Information",2021,Cognitive Therapy and Research,12887,55803978200|25643059300|55246312000|55751744332,55803978200,55751744332,true,4,,private/query_rankings_2026_09_10/requests/57b06c3d70e405b2ec5c19250bf66827e96863385656d6dcf40fc1acee9f7291.json,2026-09-10T14:05:07.202993+00:00,false,true,false,false,
doi:10.1007/s10608-025-10657-3,105016851788,105016851788,105016851788,10.1007/s10608-025-10657-3,Biased Belief Updating in Relation To Depressive Symptoms: Evidence from Two Studies Using Feedback from Real Social Interactions,2026,Cognitive Therapy and Research,12887,57191091128,57191091128,57191091128,true,1,,private/query_rankings_2026_09_10/requests/a78133d74d24d203a487ebd715b14deb5dda0d3117ea0a725e92b20e3ebddb81.json,2026-09-10T14:05:18.721386+00:00,false,true,true,false,
doi:10.1007/s10611-013-9478-2,84888396965,84888396965,84888396965,10.1007/s10611-013-9478-2,Sources of tolerance towards corrupted politicians in Greece: The role of trade offs and individual benefits,2013,Crime Law and Social Change,19637,26539747800|36125840300,26539747800,36125840300,true,2,,private/cache/search/2a323b8d0cf1a6d5ac2d83e6a435b6de3475bec2b2d777a12a2c0d5d2afe6d20.json,2026-09-09T07:53:00.072178+00:00,true,true,true,true,true
doi:10.1007/s10611-019-09838-5,85065135903,85065135903,85065135903,10.1007/s10611-019-09838-5,Anti-immigration sentiment and public opinion on human trafficking,2019,Crime Law and Social Change,19637,57195773542|57208570197|7103135535|55562155400|39960922900,57195773542,39960922900,true,5,,private/cache/search/67b92f4b3468c07c5767b13a5d55bf3c7dda6df14838fe05bad0f3c0d09410fb.json,2026-09-08T09:39:37.776235+00:00,true,true,true,true,true
doi:10.1007/s10611-023-10074-1,85145841017,85145841017,85145841017,10.1007/s10611-023-10074-1,More than “male” and “female”: the role of gender identity in white-collar offending intentions,2023,Crime Law and Social Change,19637,57205597839|35099455400,57205597839,35099455400,true,2,,private/cache/search/001ae8998a14c9f9ec1b57ab06c38a8e41966b68bed51dca2c8951e39dcf37e9.json,2026-09-08T09:40:18.701806+00:00,true,true,true,true,true
doi:10.1007/s10611-025-10227-4,105010717715,105010717715,105010717715,10.1007/s10611-025-10227-4,Why are victims fooled by fake investment platforms in China?? Insights from trust transfer theory,2025,Crime Law and Social Change,19637,59998532400|57847857100,59998532400,57847857100,true,2,,private/cache/search/ac2c53d28568e9e6d1da540657de6faccd38b2403782dcf7ba9ab660b96bb4be.json,2026-09-08T09:40:42.416955+00:00,true,true,true,true,true
doi:10.1007/s10611-026-10269-2,105029697950,105029697950,105029697950,10.1007/s10611-026-10269-2,"Reducing fear of crime through policing? Collective efficacy, disorder, and the unequal impact of police interventions in South Korea",2026,Crime Law and Social Change,19637,59715783400|58652682900|59715783500,59715783400,59715783500,true,3,,private/query_rankings_2026_09_10/requests/a8c24262fc122931dfe25a55e5d966b3ccd843e18d9ec7c4fa27e87dfe5135a6.json,2026-09-10T14:05:19.141999+00:00,false,true,true,false,
doi:10.1007/s10640-014-9847-z,84959189854,84959189854,84959189854,10.1007/s10640-014-9847-z,Controlling for the Effects of Information in a Public Goods Discrete Choice Model,2016,Environmental and Resource Economics,20928,26655387000|7005750378|55628468700,26655387000,55628468700,true,3,,private/cache/search/55e7335ce80b11c55b385686af694f380d53c30905aec6390b0c2ddb03074c84.json,2026-09-08T10:52:11.410269+00:00,true,true,true,false,false
doi:10.1007/s10640-015-9913-1,84929688885,84929688885,84929688885,10.1007/s10640-015-9913-1,Preference Stability and Choice Consistency in Discrete Choice Experiments,2016,Environmental and Resource Economics,20928,7005511140|7202920179|23996133000,7005511140,23996133000,true,3,,private/cache/search/55e7335ce80b11c55b385686af694f380d53c30905aec6390b0c2ddb03074c84.json,2026-09-08T10:52:11.410269+00:00,true,true,true,true,true
doi:10.1007/s10640-020-00477-2,85089487599,85089487599,85089487599,10.1007/s10640-020-00477-2,Moral Suasion and the Private Provision of Public Goods: Evidence from the COVID-19 Pandemic,2020,Environmental and Resource Economics,20928,57218555607|36715802200|57189265335|22958134600,57218555607,22958134600,true,4,,private/cache/search/29893b9e980a8ba108800506dac40baf8c2a37b1778d68a2862f516b2925f98c.json,2026-09-08T09:39:57.984734+00:00,true,true,true,true,true
doi:10.1007/s10640-021-00564-y,85107266949,85107266949,85107266949,10.1007/s10640-021-00564-y,Designing Effective and Acceptable Road Pricing Schemes: Evidence from the Geneva Congestion Charge,2021,Environmental and Resource Economics,20928,16404462100|56798659100|57224225909,16404462100,57224225909,true,3,,private/cache/search/1b0fbdeab949da60c2b5f92f79f840991f7fc8e9eff9bfc614f76c4b760478b2.json,2026-09-08T10:52:14.501394+00:00,true,true,true,false,false
doi:10.1007/s10640-025-00968-0,85218751015,85218751015,85218751015,10.1007/s10640-025-00968-0,Targeting the Sin or the Sinner? Applying Kahneman’s Insights to Frame Environmental Messages for Better Waste Management,2025,Environmental and Resource Economics,20928,23968938600|57200914678|19639050500,23968938600,19639050500,true,3,,private/cache/query_revision_2026_09_10/dfb011467bf5cbde3befa776c754415b54cdadc57e4a1e3a62f4041c44b90d7d.json,2026-09-10T11:23:07.214349+00:00,false,true,true,false,
doi:10.1007/s10640-026-01068-3,105028911436,105028911436,105028911436,10.1007/s10640-026-01068-3,What We Know Shapes What We Grow: Environmental Information Treatment Effects on Urban Tree Choices,2026,Environmental and Resource Economics,20928,57213091761,57213091761,57213091761,true,1,,private/cache/search/316eba4206e79931887d39e7160fbddb16c7d6ab9cda79cf43518b9b62d4db1c.json,2026-09-08T10:52:17.149526+00:00,true,true,true,false,false
doi:10.1007/s10672-026-09578-4,105034648317,105034648317,105034648317,10.1007/s10672-026-09578-4,Lighting Up the Heart of Gratitude: A Social Exchange Perspective on the Relationship between Authentic Leadership and Helping Behavior,2026,Employee Responsibilities and Rights Journal,144965,57204979593|57022752000|58506757700|58632622900|60555915900,57204979593,60555915900,true,5,,private/cache/search/42f0bbe41f77196a65295c4946beb5a567b26ef8a3b8031c996d9cb54d793f6c.json,2026-09-08T09:42:13.787054+00:00,true,true,true,true,true
doi:10.1007/s10680-019-09529-w,85066796429,85066796429,85066796429,10.1007/s10680-019-09529-w,"Migration, Commuting, or a Second Home? Insights from an Experiment Among Academics",2020,European Journal of Population,29536,55955809300,55955809300,55955809300,true,1,,private/cache/search/4da4ca37a48c80a1affbb267a94bd57de1dfde2f462cfdcb6efbc6ef3a23fa3b.json,2026-09-08T09:56:32.534603+00:00,true,true,true,true,true
doi:10.1007/s10680-024-09719-1,85209705929,85209705929,85209705929,10.1007/s10680-024-09719-1,Flexible Working Arrangements and Fertility Intentions: A Survey Experiment in Singapore,2024,European Journal of Population,29536,57264879500|57215651906,57264879500,57215651906,true,2,,private/cache/search/1d7a820a3199f79d94f717cd0c144b109f8c345f2204d3a7f7e3353fb7399ac1.json,2026-09-08T09:40:22.845340+00:00,true,true,true,true,true
doi:10.1007/s10680-024-09728-0,85217796885,85217796885,85217796885,10.1007/s10680-024-09728-0,Partnership Preferences in Modern Migration Societies: Religious Homophily Among Young Muslims and Christians in Germany,2025,European Journal of Population,29536,57115011900|58308627900|55511564400,57115011900,55511564400,true,3,,private/cache/search/3d2a7888f2cda6475177934032c3eb1b0acbee2cd79d31ee91b1b484a9b9e228.json,2026-09-08T09:56:36.900975+00:00,true,true,true,true,true
doi:10.1007/s10683-010-9245-5,77955092872,77955092872,77955092872,10.1007/s10683-010-9245-5,Recommended play and performance bonuses in the minimum effort coordination game,2010,Experimental Economics,28527,7202928873|36094753200,7202928873,36094753200,true,2,,private/query_rankings_2026_09_10/requests/dd58782896c4b9e26e0451535375cb76d872554c0a2ac2f2c57667f41ff70067.json,2026-09-10T14:04:54.412343+00:00,false,true,true,false,
doi:10.1007/s10683-012-9333-9,84881256308,84881256308,84881256308,10.1007/s10683-012-9333-9,Poverty and probability: Aspiration and aversion to compound lotteries in El Salvador and India,2013,Experimental Economics,28527,42262977500,42262977500,42262977500,true,1,,private/cache/search/7326c30a0ca29a42ddeea493085d07c251f9aef887de2b4de5d64d275b4b2892.json,2026-09-09T07:53:01.922479+00:00,true,true,true,true,true
doi:10.1007/s10683-015-9455-y,84938704049,84938704049,84938704049,10.1007/s10683-015-9455-y,How to hire helpers? Evidence from a field experiment,2016,Experimental Economics,28527,55535097800|6603150896|56175828800|55534500100|6603137505,55535097800,6603137505,true,5,,private/query_rankings_2026_09_10/requests/9e652445f6a6c6cac7e20d19e3de25e4cbd9d4fb9120f48df369395f68a2d38b.json,2026-09-10T14:04:57.784705+00:00,false,true,true,false,
doi:10.1007/s10683-021-09715-w,85105400300,85105400300,85105400300,10.1007/s10683-021-09715-w,Smartphone bans and workplace performance,2022,Experimental Economics,28527,36179493700|46861455400|40462022800,36179493700,40462022800,true,3,,private/cache/search/c0f012a24c8088befc8e910c35316d0e56c61947b7cbb3b780a808d56fca86e0.json,2026-09-08T09:40:33.479390+00:00,true,true,true,true,true
doi:10.1007/s10683-022-09759-6,85134723458,85134723458,85134723458,10.1007/s10683-022-09759-6,Voluntary ‘donations’ versus reward-oriented ‘contributions’: two experiments on framing in funding mechanisms,2022,Experimental Economics,28527,56294887300|56259645500,56294887300,56259645500,true,2,,private/cache/search/ca4c7cf7692d5e3aaca5cddce25339b0ad148c9b4bc897e27ee3cb292451a221.json,2026-09-08T09:39:57.279520+00:00,true,true,true,true,true
doi:10.1007/s10683-022-09764-9,85134062755,85134062755,85134062755,10.1007/s10683-022-09764-9,Entry and exit decisions under public and private information: an experiment,2023,Experimental Economics,28527,57201983712|7201833735|56180211700|57192390564|57206207754,57201983712,57206207754,true,5,,private/cache/query_revision_2026_09_10/8f668719435f3869249b0a07ffa56e4a08d8618ba9c3bf92511a8a913616d40b.json,2026-09-10T11:23:03.523166+00:00,false,true,true,false,
doi:10.1007/s10708-021-10395-5,85102033815,85102033815,85102033815,10.1007/s10708-021-10395-5,"Pattern of household vulnerability to desertification in Yobe state, Nigeria",2022,Geojournal,28772,57208820366|35389595800,57208820366,35389595800,true,2,,private/cache/query_revision_2026_09_10/841eeb28175eba9544f6482c580f6a6a3ff0f8d9c6171ab14d96565664740a26.json,2026-09-10T11:23:00.577698+00:00,false,true,true,false,
doi:10.1007/s10726-019-09639-0,85074612828,85074612828,85074612828,10.1007/s10726-019-09639-0,Does Paying Back Pay Off? Effects of Reciprocity and Economic Outcomes on Trust Emergence in Negotiations,2019,Group Decision and Negotiation,19318,57211604571|7006762114,57211604571,7006762114,true,2,,private/cache/search/8f8303e71e1a25e93388b9a3b978db31e6962647b1413d1c1ceba38a4a3f3b51.json,2026-09-08T09:39:30.995592+00:00,true,true,true,true,true
doi:10.1007/s10726-026-09981-0,105035518691,105035518691,105035518691,10.1007/s10726-026-09981-0,Collaborating with an Imperfect AI: The Effects of AI Misinformation on Team Situation Models and Individual Contribution,2026,Group Decision and Negotiation,19318,55588781800|59156086500|57204477553,55588781800,57204477553,true,3,,private/cache/search/e7ac0ba79c272f0c41a934a921e75339ee703e32fa8d0b677132941c30eebda4.json,2026-09-08T09:41:13.184170+00:00,true,true,true,true,true
doi:10.1007/s10734-017-0119-z,85012923611,85012923611,85012923611,10.1007/s10734-017-0119-z,What shapes the intention to study abroad? An experimental approach,2018,Higher Education,18787,55955809300|8730507700,55955809300,8730507700,true,2,,private/cache/search/dd7b2ffdb582f9c2611f1fd75664b61ef7d4b868ff3e52ba015d3647cc9c17f6.json,2026-09-08T09:56:29.421832+00:00,true,true,true,true,true
doi:10.1007/s10734-019-00369-5,85062530438,85062530438,85062530438,10.1007/s10734-019-00369-5,"Stakeholder perception of student employability: does the duration, type and location of work experience matter?",2019,Higher Education,18787,36990174700|36088560300|57213062899,36990174700,57213062899,true,3,,private/cache/search/34b8b0389353815cdff20b419a33c0615f990e8cf70040cd53deb8fa4a369c1c.json,2026-09-08T09:39:32.822140+00:00,true,true,true,true,true
doi:10.1007/s10734-020-00524-3,85083390320,85083390320,85083390320,10.1007/s10734-020-00524-3,Heterogeneous effects of graduates’ international mobility on employers’ hiring intentions—experimental evidence from Germany,2021,Higher Education,18787,55955809300,55955809300,55955809300,true,1,,private/cache/search/9dd4fbd952444e48f725d5bc6f2c2df18c9394eb6cec4f14ad7e66811d8d3567.json,2026-09-08T09:56:31.120750+00:00,true,true,true,true,true
doi:10.1007/s10734-023-01123-8,85174567838,85174567838,85174567838,10.1007/s10734-023-01123-8,Attitudes towards students with disabilities achieving their educational and work-related goals: a factorial survey experiment among higher education institution employees in Norway,2024,Higher Education,18787,57211093698|57212079013|36992697400|16233489800|37025995200|55794782200,57211093698,55794782200,true,6,,private/cache/search/415d70a2b0cf9c0aa79c2d8c8e4ad69750eefed5b9e8b39e0b8a34f07646bc0b.json,2026-09-08T09:56:37.508778+00:00,true,true,true,true,true
doi:10.1007/s10734-024-01237-7,105001562735,105001562735,105001562735,10.1007/s10734-024-01237-7,"Risk–return preferences, gender inequalities and the moderating role of a counselling intervention on choice of major: evidence from a field and survey experiment",2025,Higher Education,18787,56610228600|23985292600|57223918529|57223935610,56610228600,57223935610,true,4,,private/cache/search/eddab02d585ef7a786986da38475d92140e5b796a317034dcf07a2baec509d69.json,2026-09-08T09:56:41.953887+00:00,true,true,true,true,true
doi:10.1007/s10734-025-01531-y,105016494283,105016494283,105016494283,10.1007/s10734-025-01531-y,Exploring the role of serious leisure in shaping entrepreneurial intention: insights from higher education students in China,2026,Higher Education,18787,57211796765|60105611200|57223862848|57196032389,57211796765,57196032389,true,4,,private/cache/search/8977ad8812922757a13b0b761fb9bd5066ae703b6e73f128de9539bc2d62da89.json,2026-09-08T09:41:07.488239+00:00,true,true,true,true,true
doi:10.1007/s10734-026-01701-6,105041034999,105041034999,105041034999,10.1007/s10734-026-01701-6,Fit as a balancing act: how evaluators trade off departmental integration with the university’s internationalization agenda in early-career academic hiring,2026,Higher Education,18787,57222424038|14009845300|57143031400,57222424038,57143031400,true,3,,private/cache/search/56bf81dde09b64173760125f0c82e64727d97239bc3c5ef0aa0a94995bac6338.json,2026-09-08T09:56:42.973217+00:00,true,true,true,true,true
doi:10.1007/s10742-026-00377-w,105031310954,105031310954,105031310954,10.1007/s10742-026-00377-w,Presenteeism propensity as a measure of health-related workplace attendance decisions: a validation study using vignette and survey data,2026,Health Services and Outcomes Research Methodology,13377,8896190900|57205176645,8896190900,57205176645,true,2,,private/cache/search/d6518f417d06739b66cd19d11b2558eb628c67d196e9a6b5e5543c96d6370fb8.json,2026-09-08T09:56:44.756593+00:00,true,true,true,true,true
doi:10.1007/s10767-025-09545-1,105018331049,105018331049,105018331049,10.1007/s10767-025-09545-1,Cultural Polarization and Social Groups: The Case of Book Banning,2025,International Journal of Politics Culture and Society,25798,50261333100|8670751800|35956601000,50261333100,35956601000,true,3,,private/cache/search/4b4b81da7e04c0b004beddec4a0d841ff6666381573de276ce7f479f98558d63.json,2026-09-08T09:42:03.162679+00:00,true,true,true,true,true
doi:10.1007/s10797-026-09993-1,105046174535,105046174535,105046174535,10.1007/s10797-026-09993-1,The role of information in eliciting support for inheritance taxation: experimental evidence from Luxembourg,2026,International Tax and Public Finance,28062,35146362200|6603896920|8506826900,35146362200,8506826900,true,3,,private/cache/search/8de391a407762394234984aff6ccf062d12d94655453941523af0bc04603aa1f.json,2026-09-08T09:41:50.401510+00:00,true,true,true,true,true
doi:10.1007/s10802-010-9428-8,78649334248,78649334248,78649334248,10.1007/s10802-010-9428-8,Ethnic differences in perceived impairment and need for care,2010,Journal of Abnormal Child Psychology,15369,7005877658|35518188000|57203253357|57202151987|35429993800,7005877658,35429993800,true,5,,private/cache/search/fd33545a8345fe226035805354d690eafec20daeb57afa7ea8d53ab3670a9174.json,2026-09-09T07:53:00.059424+00:00,true,true,true,true,true
doi:10.1007/s10803-021-04939-4,85102574877,85102574877,85102574877,10.1007/s10803-021-04939-4,Autistic Adults are Not Impaired at Maintaining or Switching Between Counterfactual and Factual Worlds: An ERP Study,2022,Journal of Autism and Developmental Disorders,22111,23666805400|57188643732|57200408597|57201668461|7406554123,23666805400,7406554123,true,5,,private/query_rankings_2026_09_10/requests/e74af0ad1466bb169f1dd57e44646d83d614224f0a76a99d4163a47ed74a7909.json,2026-09-10T14:05:08.534163+00:00,false,true,true,false,
doi:10.1007/s10803-022-05739-0,85137416481,85137416481,85137416481,10.1007/s10803-022-05739-0,Do Autistic People’s Support Needs and Non-Autistic People’s Support for the Neurodiversity Movement Contribute to Heightened Autism Stigma in South Korea vs. the US?,2023,Journal of Autism and Developmental Disorders,22111,57197783099|25223193600,57197783099,25223193600,true,2,,private/cache/query_revision_2026_09_10/ed2f6de90130f196e5f32498aabece82482d7ce5af1e7d6e4077240f8e058773.json,2026-09-10T11:02:07.831147+00:00,false,true,true,false,
doi:10.1007/s10826-017-0846-x,85028981241,85028981241,85028981241,10.1007/s10826-017-0846-x,"Different Mental Health-Related Symptoms, Different Decisions: A Survey of Pediatric Primary Care Providers",2017,Journal of Child and Family Studies,15399,36182787000|33367500600|57195584293|56049793600|57220475377|6507962992,36182787000,6507962992,true,6,,private/query_rankings_2026_09_10/requests/064dc1128e75c9a492645e7f33ab12a90853779a79750a8fe1fe9d2f84076763.json,2026-09-10T14:05:01.239360+00:00,false,true,true,false,
doi:10.1007/s10834-018-9603-6,85059587282,85059587282,85059587282,10.1007/s10834-018-9603-6,Framing the Human Capital Investment Decision: Examining Gender Bias in Student Loan Borrowing,2019,Journal of Family and Economic Issues,15500,6506412868|24278511400|57205329298|7203008324|16235328600|37120388000,6506412868,37120388000,true,6,,private/cache/query_revision_2026_09_10/b8f5d70fb3e7bb1667cdb3efb0b99c52c5ea82c35a16e35719b968578dbff763.json,2026-09-10T11:22:57.725043+00:00,false,true,true,false,
doi:10.1007/s10834-020-09749-x,85099395123,85099395123,85099395123,10.1007/s10834-020-09749-x,"Work, Childcare, or Both? Experimental Evidence on the Efficacy of Childcare Subsidies in Raising Parental Labor Supply",2021,Journal of Family and Economic Issues,15500,55826524200|57211609320|57203699958,55826524200,57203699958,true,3,,private/cache/search/9dd4fbd952444e48f725d5bc6f2c2df18c9394eb6cec4f14ad7e66811d8d3567.json,2026-09-08T09:56:31.120750+00:00,true,true,true,true,true
doi:10.1007/s10834-022-09859-8,85136603563,85136603563,85136603563,10.1007/s10834-022-09859-8,"What Matters When Examining Attitudes of Economic Abuse? Gender and Student Status as Predictors of Blaming, Minimizing, and Excusing Economic Abuse",2023,Journal of Family and Economic Issues,15500,57857581100|55929101500|57858294800|57857933500|57859011800|57859732900,57857581100,57859732900,true,6,,private/cache/query_revision_2026_09_10/ed2f6de90130f196e5f32498aabece82482d7ce5af1e7d6e4077240f8e058773.json,2026-09-10T11:02:07.831147+00:00,false,true,true,false,
doi:10.1007/s10834-024-09964-w,85194718203,85194718203,85194718203,10.1007/s10834-024-09964-w,Finding Alternatives to Reduce Food Waste: An Experimental Study on Food Consumers,2025,Journal of Family and Economic Issues,15500,59150863200|58906469700|59150296200,59150863200,59150296200,true,3,,private/cache/query_revision_2026_09_10/4e87484f20aa33df70a919f95085edf40ab00bd0ee75e573be3959ba92ea7f35.json,2026-09-10T11:23:05.894052+00:00,false,true,true,false,
doi:10.1007/s10834-025-10068-2,105028624390,105028624390,105028624390,10.1007/s10834-025-10068-2,Household Chores: Egalitarian Norms and Unequal Outcomes,2026,Journal of Family and Economic Issues,15500,15848397400|57194940789|55358224800,15848397400,55358224800,true,3,,private/cache/search/8ef7784b08679d69df406742aabc66f278af31b81431e91c8994be7bf0b757c4.json,2026-09-08T09:41:31.510739+00:00,true,true,true,true,true
doi:10.1007/s10862-013-9381-2,84900378945,84900378945,84900378945,10.1007/s10862-013-9381-2,Looking after number one: Associations between psychopathic traits and measures of social motivation and functioning in a community sample of males,2014,Journal of Psychopathology and Behavioral Assessment,30065,55846111000|51864433200|56248853900|55760493300|23091807800,55846111000,23091807800,true,5,,private/cache/search/e8a78c4a59928afb9f1f856f4980de487cbf200aa10a09507beb594f80bb67df.json,2026-09-09T07:53:06.820302+00:00,true,true,true,true,true
doi:10.1007/s10862-017-9599-5,85014879044,85014879044,85014879044,10.1007/s10862-017-9599-5,Treating the Child or Syndrome: Does Context Matter for Treatment Decisions for Antisocially Behaving Youth?,2017,Journal of Psychopathology and Behavioral Assessment,30065,6603587508|56493769500|7103258684|7103265316,6603587508,7103265316,true,4,,private/query_rankings_2026_09_10/requests/96b3000d0825e833127832b5a23f2fdd9f46d5df5da9b4f851a17f2438f0f8cc.json,2026-09-10T14:04:59.559542+00:00,false,true,true,false,
doi:10.1007/s10862-022-09998-0,85141173935,85141173935,85141173935,10.1007/s10862-022-09998-0,Narcissus Going Public: Pathological Narcissism and Reactions to Public vs. Private Exposure in Ego-relevant Events,2023,Journal of Psychopathology and Behavioral Assessment,30065,55253707100|57219841384|24449026000|55920316000|36971213900,55253707100,36971213900,true,5,,private/query_rankings_2026_09_10/requests/55364f521180aba406be0e3311858c039dda202fca9f15e1601b1881f60db080.json,2026-09-10T14:05:11.948154+00:00,false,true,true,false,
doi:10.1007/s10862-026-10283-7,105038016358,105038016358,105038016358,10.1007/s10862-026-10283-7,Development of a Novel Task for Investigating Insensitivity to Future Consequences: Two Studies Conducted with Undergraduates and Community Volunteers,2026,Journal of Psychopathology and Behavioral Assessment,30065,57887982300|57203777474,57887982300,57203777474,true,2,,private/query_rankings_2026_09_10/requests/732ea62e7ce3cd92e78c11419e19e2241961e9454938f73cc54de5653703415e.json,2026-09-10T14:05:19.317223+00:00,false,true,true,false,
doi:10.1007/s10865-014-9607-0,84925466972,84925466972,84925466972,10.1007/s10865-014-9607-0,Neurophysiological evidence for remediation of reward processing deficits in chronic pain and opioid misuse following treatment with Mindfulness-Oriented Recovery Enhancement: exploratory ERP findings from a pilot RCT,2015,Journal of Behavioral Medicine,16664,35764524000|16039246700|7402455074,35764524000,7402455074,true,3,,private/cache/query_revision_2026_09_10/3b52133b940cd670406aedb9dced72c2ef4677557ecc36d76f378aaaf0744c23.json,2026-09-10T11:22:53.036741+00:00,false,true,true,false,
doi:10.1007/s10865-019-00028-1,85064206699,85064206699,85064206699,10.1007/s10865-019-00028-1,Adapting a self-affirmation intervention for use in a mobile application for smokers,2019,Journal of Behavioral Medicine,16664,56412552400|13205601900|57208239097|12783237900,56412552400,12783237900,true,4,,private/query_rankings_2026_09_10/requests/eb2bb8e8df8743cd844abd16db06177f3a2e415b56fb0fe3cd8f69c47f0c8c5d.json,2026-09-10T14:05:03.589268+00:00,false,true,true,false,
doi:10.1007/s10865-021-00256-4,85115104245,85115104245,85115104245,10.1007/s10865-021-00256-4,Healthy or not? The impact of conflicting health-related information on attentional resources,2022,Journal of Behavioral Medicine,16664,57261383800|57221533527|7003780958,57261383800,7003780958,true,3,,private/query_rankings_2026_09_10/requests/c598735d0a19378ef503181430608104822ee380f8d40ef684ce5e9828be712e.json,2026-09-10T14:05:08.968087+00:00,false,true,true,false,
doi:10.1007/s10865-021-00266-2,85119693391,85119693391,85119693391,10.1007/s10865-021-00266-2,Psychological Impact of Ambiguous Health Messages about COVID-19,2022,Journal of Behavioral Medicine,16664,57208239097|56412552400,57208239097,56412552400,true,2,,private/cache/query_revision_2026_09_10/72771215e012d7a522f767cb1aa5d55ec5009dc5237d9cd6ca389335db675465.json,2026-09-10T11:02:11.176631+00:00,false,true,true,false,
doi:10.1007/s10865-023-00413-x,85153725283,85153725283,85153725283,10.1007/s10865-023-00413-x,Injunctive social norms and perceived message tailoring are associated with health information seeking,2024,Journal of Behavioral Medicine,16664,57221720422|56412552400,57221720422,56412552400,true,2,,private/query_rankings_2026_09_10/requests/3c625c992ecf46681757e1e0a8dbf681333bc75b50d6c339a75ca5a5e95c6f63.json,2026-09-10T14:05:13.474388+00:00,false,true,true,false,
doi:10.1007/s10869-015-9418-5,84944706691,84944706691,84944706691,10.1007/s10869-015-9418-5,Examining Ethicality Judgements of Theft Behavior: The Role of Moral Relativism,2016,Journal of Business and Psychology,15392,6602124911|55783090000|25522349600,6602124911,25522349600,true,3,,private/query_rankings_2026_09_10/requests/e978ad79ffb8c749f015adb3c69a890d496b2940bf9f7da667edf39fcfd8fa71.json,2026-09-10T14:04:59.342136+00:00,false,true,true,false,
doi:10.1007/s10869-020-09691-7,85084204578,85084204578,85084204578,10.1007/s10869-020-09691-7,"Making Things Happen (Un)Expectedly: Interactive Effects of Age, Gender, and Motives on Evaluations of Proactive Behavior",2021,Journal of Business and Psychology,15392,57198433674|24176115800,57198433674,24176115800,true,2,,private/cache/search/75055bdef09103decaafb70746c259b36c5d3693082dd8833013ab268bf518da.json,2026-09-08T09:40:06.900882+00:00,true,true,true,true,true
doi:10.1007/s10869-021-09764-1,85112509736,85112509736,85112509736,10.1007/s10869-021-09764-1,Effects of Employee Sickness Presence on Customer Repurchase and Recommendation Intentions: The Role of Customer Affective Reactions,2022,Journal of Business and Psychology,15392,57196223579|24176115800,57196223579,24176115800,true,2,,private/cache/search/6c91392d0f2b3fc565d3bf6085cca87fc802a67497c11517d3f05693028cc779.json,2026-09-08T09:40:10.072767+00:00,true,true,true,true,true
