scopus_id,doi,year,source_id,journal,title,identity,all_scopus_ids,candidate,named_base,named_extra,guarded_design,procedure,reading_assignment,latest_revised,initial_concepts,initial_exposure,initial_exposure_human
85188334729,10.1017/s002081832400002x,2024,39139,International Organization,The Diplomacy of Whataboutism and US Foreign Policy Attitudes,doi:10.1017/s002081832400002x,85188334729,true,true,false,false,false,false,true,true,true,true
85192257577,10.1017/s0020818324000043,2024,39139,International Organization,Russian Invasion of Ukraine and Chinese Public Support for War,doi:10.1017/s0020818324000043,85192257577,true,true,false,false,false,false,true,true,true,true
85209723328,10.1017/s0020818324000183,2024,39139,International Organization,Denying the Obvious: Why Do Nominally Covert Actions Avoid Escalation?,doi:10.1017/s0020818324000183,85209723328,true,true,false,false,false,false,true,true,true,true
85198928846,10.1017/s0020818324000225,2024,39139,International Organization,"Race, Representation, and the Legitimacy of International Organizations",doi:10.1017/s0020818324000225,85198928846,true,true,false,false,false,false,true,true,true,true
85213405493,10.1017/s0020818324000304,2024,39139,International Organization,Ideology and Legitimacy in Global Governance,doi:10.1017/s0020818324000304,85213405493,true,true,false,false,false,false,true,true,true,true
105003448058,10.1017/s0020818324000365,2025,39139,International Organization,Climate Action from Abroad: Assessing Mass Support for Cross-Border Climate Transfers,doi:10.1017/s0020818324000365,105003448058,true,true,false,false,false,false,true,true,true,true
105003687446,10.1017/s0020818324000407,2025,39139,International Organization,The Damocles Delusion: The Sense of Power Inflates Threat Perception in World Politics,doi:10.1017/s0020818324000407,105003687446,true,true,false,false,true,false,true,true,true,true
105016181305,10.1017/s0020818325100799,2025,39139,International Organization,Elite-Public Gaps on Nuclear Weapons: The Roles of Salience and Knowledge,doi:10.1017/s0020818325100799,105016181305,true,true,false,false,false,false,true,true,true,true
105015172919,10.1017/s0020818325100829,2025,39139,International Organization,International State Building and Civilian Preferences: Experimental Evidence from Liberia,doi:10.1017/s0020818325100829,105015172919,true,true,false,false,false,false,true,true,true,true
105028591605,10.1017/s0020818325101197,2026,39139,International Organization,Authoritarian Reforms and External Legitimacy,doi:10.1017/s0020818325101197,105028591605,true,true,false,false,false,false,true,true,true,true
105029666557,10.1017/s0020818325101215,2026,39139,International Organization,Delegating Destruction: Coercive Threats and Automated Nuclear Systems,doi:10.1017/s0020818325101215,105029666557,true,true,false,false,false,false,true,true,true,true
105034770631,10.1017/s0020818326101313,2026,39139,International Organization,How Threats of American Withdrawal from NATO Affect European Public Attitudes Toward Defense1,doi:10.1017/s0020818326101313,105034770631,true,true,false,false,false,false,true,true,true,true
77951243471,10.1017/s0022381609990806,2010,20333,Journal of Politics,Risk orientations and policy frames,doi:10.1017/s0022381609990806,77951243471,true,true,false,false,false,false,true,true,true,true
77957258431,10.1017/s0022381610000216,2010,20333,Journal of Politics,Short-term communication effects or longstanding dispositions? the publics response to the financial crisis of 2008,doi:10.1017/s0022381610000216,77957258431,true,true,false,false,false,false,true,true,true,true
79958846565,10.1017/s0022381611000119,2011,20333,Journal of Politics,Drafting support for war: Conscription and mass support for warfare,doi:10.1017/s0022381611000119,79958846565,true,true,false,false,false,false,true,true,true,true
79958833504,10.1017/s0022381611000132,2011,20333,Journal of Politics,"""Don't know"" means ""don't know"": DK responses and the public's level of political knowledge",doi:10.1017/s0022381611000132,79958833504,true,true,false,false,false,false,true,true,true,true
79958796445,10.1017/s0022381611000168,2011,20333,Journal of Politics,Is the government to blame? An experimental test of how partisanship shapes perceptions of performance and responsibility,doi:10.1017/s0022381611000168,79958796445,true,true,false,false,false,false,true,true,true,true
82455171728,10.1017/s0022381611000478,2011,20333,Journal of Politics,A tale of two ideologies: Explaining public support for economic interventions,doi:10.1017/s0022381611000478,82455171728,true,true,false,false,false,false,true,true,true,true
84857179438,10.1017/s0022381611001137,2012,20333,Journal of Politics,"Campaign support, conflicts of interest, and judicial impartiality: Can recusals rescue the legitimacy of courts?",doi:10.1017/s0022381611001137,84857179438,true,true,false,false,false,false,true,true,true,true
84861047144,10.1017/s002238161100154x,2012,20333,Journal of Politics,"When backing down is the right decision: Partisanship, new information, and audience costs",doi:10.1017/s002238161100154x,84861047144,true,true,false,false,false,false,true,true,true,true
84867729433,10.1017/s0022381612000643,2012,20333,Journal of Politics,Democratic peace or clash of civilizations? Target states and support for war in Britain and the United States,doi:10.1017/s0022381612000643,84867729433,true,true,false,false,false,false,true,true,true,true
84876198708,10.1017/s0022381613000182,2013,20333,Journal of Politics,Targeted campaign appeals and the value of ambiguity,doi:10.1017/s0022381613000182,84876198708,true,true,false,false,false,false,true,true,true,true
84885593497,10.1017/s0022381613000698,2013,20333,Journal of Politics,The influence of competing identity primes on political preferences,doi:10.1017/s0022381613000698,84885593497,true,true,false,false,false,false,true,true,true,true
84897032731,10.1017/s0022381613001436,2014,20333,Journal of Politics,Understanding the party brand: Experimental evidence on the role of valence,doi:10.1017/s0022381613001436,84897032731,true,true,false,false,false,false,true,true,true,true
84897075398,10.1017/s0022381613001448,2014,20333,Journal of Politics,"Investigating the president: Committee probes and presidential approval, 1953-2006",doi:10.1017/s0022381613001448,84897075398,true,true,false,false,false,false,true,true,true,true
84897086175,10.1017/s0022381613001539,2014,20333,Journal of Politics,Priming under fire: Reverse causality and the classic media priming hypothesis,doi:10.1017/s0022381613001539,84897086175,true,true,false,false,false,false,true,true,true,true
84870045743,10.1017/s0025315411001603,2012,12162,Journal of the Marine Biological Association of the United Kingdom,Effects of trawling on fish and invertebrates from deep-sea coral facies of Isidella elongata in the western Mediterranean,doi:10.1017/s0025315411001603,84870045743,true,true,false,false,false,false,true,true,true,true
84903378681,10.1017/s0025315413001604,2014,12162,Journal of the Marine Biological Association of the United Kingdom,Population structure of the purple sea urchin Heliocidaris erythrogramma along a latitudinal gradient in south-west Australia,doi:10.1017/s0025315413001604,84903378681,true,true,false,false,false,false,false,true,true,true
84868375935,10.1017/s0033291712000827,2012,18742,Psychological Medicine,The expression of positive and negative schizotypy in daily life: An experience sampling study,doi:10.1017/s0033291712000827,84868375935,true,false,false,false,true,false,false,true,false,false
84976603028,10.1017/s0033291716001215,2016,18742,Psychological Medicine,Self-reference in psychosis and depression: A language marker of illness,doi:10.1017/s0033291716001215,84976603028,true,false,false,false,true,false,false,false,false,false
84988655791,10.1017/s003329171600221x,2016,18742,Psychological Medicine,Predictors of psychological improvement on non-professional suicide message boards: Content analysis,doi:10.1017/s003329171600221x,84988655791,true,false,false,false,true,false,false,true,false,false
85026519814,10.1017/s0033291717002008,2018,18742,Psychological Medicine,Assessing body image in anorexia nervosa using biometric self-avatars in virtual reality: Attitudinal components rather than visual body size estimation are distorted,doi:10.1017/s0033291717002008,85026519814,true,false,false,false,true,false,false,true,true,true
85086272864,10.1017/s003329172000224x,2021,18742,Psychological Medicine,"Health-protective behaviour, social media usage and conspiracy belief during the COVID-19 public health emergency",doi:10.1017/s003329172000224x,85086272864,true,false,false,false,true,false,false,true,true,true
85097599267,10.1017/s0033291720005164,2022,18742,Psychological Medicine,"Coronavirus conspiracy beliefs, mistrust, and compliance: taking measurement seriously",doi:10.1017/s0033291720005164,85097599267,true,true,false,false,false,false,true,true,true,true
85109028445,10.1017/s0033291721002476,2023,18742,Psychological Medicine,Mindfulness-based therapy for insomnia for older adults with sleep difficulties: A randomized clinical trial,doi:10.1017/s0033291721002476,85109028445,true,false,false,false,true,false,false,true,false,false
85156091094,10.1017/s0033291722001520,2023,18742,Psychological Medicine,Cognitive bias modification for paranoia (CBM-pa): A randomised controlled feasibility study in patients with distressing paranoid beliefs,doi:10.1017/s0033291722001520,85156091094,true,false,false,false,true,false,false,true,true,false
85203394548,10.1017/s0033291724001363,2024,18742,Psychological Medicine,Neural correlates of reward valuation in individuals with nonsuicidal self-injury under uncertainty,doi:10.1017/s0033291724001363,85203394548,true,false,false,false,true,false,false,false,false,false
105010896682,10.1017/s0033291725100755,2025,18742,Psychological Medicine,Spontaneous mentalizing in patients with schizophrenia spectrum disorders: A meta-analysis,doi:10.1017/s0033291725100755,105010896682,true,false,false,false,true,false,false,true,false,false
84896955232,10.1017/s0043887113000191,2013,25725,World Politics,US versus them: Mass attitudes toward offshore outsourcing,doi:10.1017/s0043887113000191,84896955232,true,false,false,false,true,false,false,true,true,true
84969848898,10.1017/s0043887116000083,2016,25725,World Politics,Elite capture: How decentralization and informal institutions weaken property rights in China,doi:10.1017/s0043887116000083,84969848898,true,true,false,false,false,false,true,true,true,true
85071924822,10.1017/s0043887119000078,2019,25725,World Politics,"Vote Brokers, Clientelist Appeals, and Voter Turnout: Evidence from Russia and Venezuela",doi:10.1017/s0043887119000078,85071924822,true,false,false,true,false,false,true,false,false,false
85096694153,10.1017/s0043887120000192,2021,25725,World Politics,The Power of Compromise,doi:10.1017/s0043887120000192,85096694153,true,true,false,false,false,false,true,true,true,true
85102716628,10.1017/s004388712000026x,2021,25725,World Politics,"Foreign Aid and State Legitimacy: Evidence on Chinese and US Aid to Africa from Surveys, Survey Experiments, and Behavioral Games",doi:10.1017/s004388712000026x,85102716628,true,true,false,false,false,false,true,true,true,true
85107869445,10.1017/s0043887121000083,2021,25725,World Politics,The Impact of Political Apologies on Public Opinion,doi:10.1017/s0043887121000083,85107869445,true,true,false,false,true,false,true,true,true,true
85134740707,10.1017/s0043887121000253,2022,25725,World Politics,Preferences Over Foreign Migration: Testing Existing Explanations in the Gulf,doi:10.1017/s0043887121000253,85134740707,true,true,false,false,false,false,true,true,true,true
85128454478,10.1017/s0043887121000265,2022,25725,World Politics,Public opinion on geopolitics and trade theory and evidence,doi:10.1017/s0043887121000265,85128454478,true,true,false,false,false,false,true,true,true,true
85134764581,10.1017/s0043887122000053,2022,25725,World Politics,Never Again: The Holocaust and Political Legacies of Genocide,doi:10.1017/s0043887122000053,85134764581,true,false,false,true,false,false,false,false,false,false
85015026292,10.1017/s0047279417000113,2018,12282,Journal of Social Policy,Discrimination Against Ethnic Minorities in Activation Programme' Evidence from a Vignette Experiment,doi:10.1017/s0047279417000113,85015026292,true,true,false,false,false,false,true,true,true,true
85066112299,10.1017/s0047279419000382,2020,12282,Journal of Social Policy,Between Solidarity and Self-Interest: The Elderly and Support for Public Education Revisited,doi:10.1017/s0047279419000382,85066112299,true,true,false,false,false,false,true,true,true,true
85120970989,10.1017/s004727942100074x,2023,12282,Journal of Social Policy,The Role of the Deservingness Criteria in the case of Single Mothers' Perceived Welfare Deservingness in Hungary,doi:10.1017/s004727942100074x,85120970989,true,true,false,false,true,false,true,true,true,true
85124909847,10.1017/s0047279421001070,2023,12282,Journal of Social Policy,Conditional Solidarity - Attitudes Towards Support for Others During the 2020 COVID-19 Pandemic,doi:10.1017/s0047279421001070,85124909847,true,true,false,false,false,false,true,true,true,true
85125837862,10.1017/s0047279422000034,2024,12282,Journal of Social Policy,Does Ethnicity Affect Allocation of Unemployment-Related Benefits to Job Center Clients? A Survey-Experimental Study of Representative Bureaucracy in Denmark,doi:10.1017/s0047279422000034,85125837862,true,true,false,false,false,false,true,true,true,true
85207024939,10.1017/s0047279422000903,2024,12282,Journal of Social Policy,Public Acceptance of Regional Redistribution in Germany: A Survey Experiment on the Perceived Deservingness of Regions,doi:10.1017/s0047279422000903,85207024939,true,true,false,false,false,false,true,true,true,true
85210952998,10.1017/s0047279424000345,2026,12282,Journal of Social Policy,The formation of family policy attitudes: the role of justice perceptions in the division of household labour,doi:10.1017/s0047279424000345,85210952998,true,true,false,false,true,false,true,true,true,true
105010931410,10.1017/s0047279425100871,2026,12282,Journal of Social Policy,Between ideology and self-interest: exploring variations in public support for basic income schemes in Germany,doi:10.1017/s0047279425100871,105010931410,true,true,false,false,true,false,true,true,true,true
105010885760,10.1017/s0047279425100883,2026,12282,Journal of Social Policy,When trade-offs touch self-interests: attitudes on education spending in a cross-country analysis,doi:10.1017/s0047279425100883,105010885760,true,true,false,false,false,false,true,true,true,true
85053800054,10.1017/s0047404518001112,2019,23144,Language in Society,Genre and linguistic expectation shift: Evidence from pop song lyrics,doi:10.1017/s0047404518001112,85053800054,true,false,false,true,true,false,true,true,true,true
85099231747,10.1017/s0140525x21000017,2022,12108,Behavioral and Brain Sciences,What can experimental studies of bias tell us about real-world group disparities?,doi:10.1017/s0140525x21000017,85099231747,true,false,false,false,true,false,false,true,true,true
84945449491,10.1017/s0143814x14000312,2014,27691,Journal of Public Policy,"Public information, public learning and public opinion: Democratic accountability in education policy",doi:10.1017/s0143814x14000312,84945449491,true,true,false,false,false,false,true,true,true,true
84981513484,10.1017/s0143814x16000143,2017,27691,Journal of Public Policy,Lessons learned: How parents respond to school mandates and sanctions,doi:10.1017/s0143814x16000143,84981513484,true,true,false,false,false,false,true,true,true,true
85046030225,10.1017/s0143814x18000107,2019,27691,Journal of Public Policy,The evolution of human trafficking messaging in the United States and its effect on public opinion,doi:10.1017/s0143814x18000107,85046030225,true,true,false,false,false,false,true,true,true,true
85062010445,10.1017/s0143814x18000491,2020,27691,Journal of Public Policy,Policy feedback in the local context: Analysing fairness perceptions of public childcare fees in a German town,doi:10.1017/s0143814x18000491,85062010445,true,true,false,false,false,false,true,true,true,true
85067395049,10.1017/s0143814x19000151,2020,27691,Journal of Public Policy,Holding agencies accountable: Exploring the effect of oversight on citizens' approval of members of Congress,doi:10.1017/s0143814x19000151,85067395049,true,true,false,false,false,false,true,true,true,true
85106176160,10.1017/s0143814x21000039,2022,27691,Journal of Public Policy,Pass the buck or the buck stops here? The public costs of claiming and deflecting blame in managing crises,doi:10.1017/s0143814x21000039,85106176160,true,true,false,false,false,false,true,true,true,true
85124050359,10.1017/s0143814x21000234,2022,27691,Journal of Public Policy,Party cues or policy information? The differential influence of financial and economic literacy on economic policy preferences,doi:10.1017/s0143814x21000234,85124050359,true,true,false,false,false,false,true,true,true,true
85124278795,10.1017/s0143814x21000246,2022,27691,Journal of Public Policy,A heavy hand or a helping hand? Information provision and citizen preferences for anti-crime policies,doi:10.1017/s0143814x21000246,85124278795,true,true,false,true,true,false,true,true,true,true
85143271495,10.1017/s0143814x22000150,2022,27691,Journal of Public Policy,Credit claiming and mayoral preferences for project uptake amid a migrant crisis,doi:10.1017/s0143814x22000150,85143271495,true,true,false,false,false,false,true,true,true,true
85149027612,10.1017/s0143814x22000277,2023,27691,Journal of Public Policy,Greenwashing and public demand for government regulation,doi:10.1017/s0143814x22000277,85149027612,true,true,false,false,false,false,true,true,true,true
85160835182,10.1017/s0143814x22000319,2023,27691,Journal of Public Policy,The effect of psychological bias on public officials' attitudes towards the implementation of policy instruments: Evidence from survey experiments,doi:10.1017/s0143814x22000319,85160835182,true,true,false,false,true,false,true,true,true,true
85174070557,10.1017/s0143814x23000260,2024,27691,Journal of Public Policy,Automation versus openness: support for policies to address job threats,doi:10.1017/s0143814x23000260,85174070557,true,true,false,false,true,false,true,true,true,true
85209899163,10.1017/s0143814x24000151,2024,27691,Journal of Public Policy,They only hate the term: policy branding and the politics of critical race theory,doi:10.1017/s0143814x24000151,85209899163,true,true,false,false,false,false,true,true,true,true
85213823924,10.1017/s0143814x24000242,2024,27691,Journal of Public Policy,How do policy environments shape public service motivation during the national disaster? Evidence from large-scale survey experiments,doi:10.1017/s0143814x24000242,85213823924,true,true,false,false,false,false,true,true,true,true
85213848237,10.1017/s0143814x24000266,2024,27691,Journal of Public Policy,Conservation for nature and wildlife’s sake: the effects of (non-)anthropocentric ethical justifications on policy acceptability,doi:10.1017/s0143814x24000266,85213848237,true,true,false,false,false,false,true,true,true,true
105003471152,10.1017/s0143814x2500008x,2025,27691,Journal of Public Policy,The post-oil post-COVID social contract: taxing informal workers for healthcare insurance in oil-exporting developing economies,doi:10.1017/s0143814x2500008x,105003471152,true,true,false,false,false,false,true,true,true,true
105017758534,10.1017/s0143814x25100822,2025,27691,Journal of Public Policy,How do Europeans want to fight climate change? Comparing and explaining public support for a wide variety of policies,doi:10.1017/s0143814x25100822,105017758534,true,true,false,false,false,false,true,true,true,true
105021593439,10.1017/s0143814x25100883,2025,27691,Journal of Public Policy,Beyond NIMBY-ism: rethinking acceptance of housing densification in a direct democratic renters society,doi:10.1017/s0143814x25100883,105021593439,true,true,false,false,false,false,true,true,true,true
105045548887,10.1017/s0143814x26101196,2026,27691,Journal of Public Policy,"Medicalization, deservingness, and policy feedback: survey evidence on public support for gendered-reproductive health care in Canada",doi:10.1017/s0143814x26101196,105045548887,true,true,false,false,false,false,true,true,true,true
85006701474,10.1017/s0144686x16001343,2018,28471,Ageing and Society,"Managers' interview invitation decisions about older job applicants: Human capital, economic conditions and job demands",doi:10.1017/s0144686x16001343,85006701474,true,true,false,false,false,false,true,true,true,true
105011300738,10.1017/s0144686x25100135,2025,28471,Ageing and Society,What do middle-aged and older people consider important dimensions of quality of life in later adulthood? Insights from a vignette experiment in the Netherlands,doi:10.1017/s0144686x25100135,105011300738,true,true,false,false,false,false,true,true,true,true
85063328286,10.1017/s026021051900007x,2019,27944,Review of International Studies,Institutional sources of legitimacy for international organisations: Beyond procedure versus performance,doi:10.1017/s026021051900007x,85063328286,true,true,false,false,false,false,true,true,true,true
84867518395,10.1017/s0266462312000463,2012,27211,International Journal of Technology Assessment in Health Care,Shortened peginterferon and ribavirin treatment for chronic hepatitis C,doi:10.1017/s0266462312000463,84867518395,true,false,false,false,true,false,false,true,false,false
85177888307,10.1017/s0266462323002714,2024,27211,International Journal of Technology Assessment in Health Care,Can knowledgeable experts assess costs and outcomes as if they were ignorant? An experiment within precision medicine evaluation,doi:10.1017/s0266462323002714,85177888307,true,false,false,false,true,false,false,true,false,false
84940960648,10.1017/s0305741015000879,2015,23465,China Quarterly,Public Opinion towards Return Migration: A Survey Experiment of Chinese Netizens,doi:10.1017/s0305741015000879,84940960648,true,true,false,false,false,false,true,true,true,true
85090018056,10.1017/s0305741020000570,2021,23465,China Quarterly,Validating Vignette Designs with Real-world Data: A Study of Legal Mobilization in Response to Land Grievances in Rural China,doi:10.1017/s0305741020000570,85090018056,true,true,false,false,false,false,true,true,true,true
85123928602,10.1017/s030574102100134x,2022,23465,China Quarterly,Reactions to China-linked Fake News: Experimental Evidence from Taiwan,doi:10.1017/s030574102100134x,85123928602,true,true,false,false,false,false,true,true,true,true
85150416542,10.1017/s0305741022001370,2023,23465,China Quarterly,Opportunistic Bargaining: Negotiating Distribution in China,doi:10.1017/s0305741022001370,85150416542,true,true,false,false,false,false,true,true,true,true
85180474712,10.1017/s0305741023000218,2023,23465,China Quarterly,Taiwanese Public Opinion on the Chinese and US Military Presence in the Taiwan Strait,doi:10.1017/s0305741023000218,85180474712,true,true,false,false,false,false,true,true,true,true
85183772914,10.1017/s0305741023001819,2024,23465,China Quarterly,Do Chinese Citizens Conceal Opposition to the CCP in Surveys? Evidence from Two Experiments,doi:10.1017/s0305741023001819,85183772914,true,true,false,false,false,false,true,true,true,true
85190532051,10.1017/s0305741024000365,2024,23465,China Quarterly,Political Fact-checking and Its Effects on Public Attitudes: Experimental Evidence from China,doi:10.1017/s0305741024000365,85190532051,true,true,false,false,false,false,true,true,true,true
85191571872,10.1017/s030574102400047x,2024,23465,China Quarterly,What Chinese Internet Users Like to Read: Selective Exposure in a Restricted Information Environment,doi:10.1017/s030574102400047x,85191571872,true,true,false,false,false,false,true,true,true,true
85209705940,10.1017/s0305741024001371,2025,23465,China Quarterly,The Impact of Non-profit Regulatory Instruments on Civic Engagement Intention in China,doi:10.1017/s0305741024001371,85209705940,true,true,false,false,false,false,true,true,true,true
105003398991,10.1017/s030574102500030x,2025,23465,China Quarterly,Public Perceptions of Intergenerational Mobility in China,doi:10.1017/s030574102500030x,105003398991,true,true,false,false,true,false,true,true,true,true
105029969024,10.1017/s0305741025101811,2026,23465,China Quarterly,Hunting Tigers or Swatting Flies? The Impact of Anti-corruption Information in China,doi:10.1017/s0305741025101811,105029969024,true,true,false,false,false,false,true,true,true,true
80053477029,10.1017/s1041610211000834,2011,16200,International Psychogeriatrics,The effects of exposure to scenarios about dementia on stigma and attitudes toward dementia care in a Chinese community,doi:10.1017/s1041610211000834,80053477029,true,false,false,false,true,false,false,true,true,false
84949529272,10.1017/s104161021500071x,2015,16200,International Psychogeriatrics,The effects of a multi-component dyadic intervention on the psychological distress of family caregivers providing care to people with dementia: A randomized controlled trial,doi:10.1017/s104161021500071x,84949529272,true,false,false,false,true,false,false,true,true,true
84953275522,10.1017/s1041610215002318,2016,16200,International Psychogeriatrics,Professional discipline and support recommendations for family caregivers of persons with dementia,doi:10.1017/s1041610215002318,84953275522,true,false,false,false,true,false,false,true,false,false
85038249341,10.1017/s1041610217002800,2018,16200,International Psychogeriatrics,A randomized controlled trial examining the impact of aged care residents' written life-stories on aged care staff knowledge and attitudes,doi:10.1017/s1041610217002800,85038249341,true,false,false,false,true,false,false,true,false,false
85074135783,10.1017/s1041610218002016,2019,16200,International Psychogeriatrics,Conceptualization of depression amongst older adults in rural Tanzania: a qualitative study,doi:10.1017/s1041610218002016,85074135783,true,false,false,false,true,false,false,true,true,true
85089731925,10.1017/s1047951120002243,2020,22531,Cardiology in the Young,Health literacy and caregiver understanding in the CHD population,doi:10.1017/s1047951120002243,85089731925,true,false,false,false,false,true,true,false,false,false
85191605406,10.1017/s1047951124024946,2024,22531,Cardiology in the Young,Behavioural interventions to increase adherence to palivizumab prophylaxis in children with CHD,doi:10.1017/s1047951124024946,85191605406,true,false,false,false,true,false,false,true,true,true
80054886886,10.1017/s1049096511000096,2011,22197,PS Political Science and Politics,"Participant Observation and the Political Scientist: Possibilities, Priorities, and Practicalities",doi:10.1017/s1049096511000096,80054886886,true,true,false,false,false,false,false,true,true,true
84870229515,10.1017/s1049096512000741,2012,22197,PS Political Science and Politics,"Who wants to have a tea party? the who, what, and why of the tea party movement",doi:10.1017/s1049096512000741,84870229515,true,false,false,true,false,false,false,false,false,false
84893106927,10.1017/s104909651300111x,2013,22197,PS Political Science and Politics,Support at any distance the role of location and prejudice in public opposition to the ground zero mosque,doi:10.1017/s104909651300111x,84893106927,true,true,false,false,false,false,true,true,true,true
84926290652,10.1017/s104909651400208x,2015,22197,PS Political Science and Politics,Strategic voting and the role of polls: Evidence from an embedded web survey,doi:10.1017/s104909651400208x,84926290652,true,false,false,true,false,false,false,false,false,false
85049978809,10.1017/s1049096518000999,2019,22197,PS Political Science and Politics,Casualties and Public Support for Military Conflict with North Korea,doi:10.1017/s1049096518000999,85049978809,true,true,false,false,false,false,true,true,true,true
85059624071,10.1017/s104909651800207x,2019,22197,PS Political Science and Politics,Psychological underpinnings of post-truth in political beliefs,doi:10.1017/s104909651800207x,85059624071,true,false,false,false,true,false,false,true,true,false
85065247262,10.1017/s1049096519000209,2019,22197,PS Political Science and Politics,Political Legacies: Understanding Their Significance to Contemporary Political Debates,doi:10.1017/s1049096519000209,85065247262,true,true,false,false,false,false,true,true,true,true
85065619835,10.1017/s1049096519000611,2019,22197,PS Political Science and Politics,Monumental Decisions: How Direct Democracy Shapes Attitudes in the Conflict over Confederate Memorials,doi:10.1017/s1049096519000611,85065619835,true,true,false,false,false,false,true,true,true,true
85071180012,10.1017/s1049096519001203,2020,22197,PS Political Science and Politics,The Case for Non-Binary Gender Questions in Surveys,doi:10.1017/s1049096519001203,85071180012,true,true,false,false,false,false,true,true,true,true
85102499042,10.1017/s1049096520001638,2021,22197,PS Political Science and Politics,"Medicare for All, Some, or None? Testing the Effects of Ambiguity in the Context of the 2020 Presidential Election",doi:10.1017/s1049096520001638,85102499042,true,true,false,false,false,false,true,true,true,true
85108066539,10.1017/s1049096521000640,2021,22197,PS Political Science and Politics,Political Professors and the Perception of Bias in the College Classroom,doi:10.1017/s1049096521000640,85108066539,true,true,false,false,false,false,true,true,true,true
85126999861,10.1017/s104909652200004x,2022,22197,PS Political Science and Politics,The Messenger Matters: Religious Leaders and Overcoming COVID-19 Vaccine Hesitancy,doi:10.1017/s104909652200004x,85126999861,true,true,false,false,false,false,true,true,true,true
85128417709,10.1017/s1049096522000221,2022,22197,PS Political Science and Politics,Trump and Trust: Examining the Relationship between Claims of Fraud and Citizen Attitudes,doi:10.1017/s1049096522000221,85128417709,true,true,false,false,false,false,true,true,true,true
85149816643,10.1017/s104909652200138x,2023,22197,PS Political Science and Politics,Your Honor's Misdeeds: The Consequences of Judicial Scandal on Specific and Diffuse Support,doi:10.1017/s104909652200138x,85149816643,true,true,false,false,false,false,true,true,true,true
85150366776,10.1017/s1049096523000094,2023,22197,PS Political Science and Politics,Is Graduate School Worth It? Harassment and Graduate-Student Satisfaction in Political Science,doi:10.1017/s1049096523000094,85150366776,true,true,false,false,false,false,true,true,true,true
85190134454,10.1017/s1049096524000064,2024,22197,PS Political Science and Politics,The Causal Effects of a Trump Endorsement on Voter Preferences in a General Election Scenario,doi:10.1017/s1049096524000064,85190134454,true,true,false,false,false,false,true,true,true,true
85209193016,10.1017/s1049096524000362,2024,22197,PS Political Science and Politics,Who Is Perceived as Deserving? How Social Identities Shape Attitudes about Disaster Assistance in the United States,doi:10.1017/s1049096524000362,85209193016,true,true,false,false,false,false,true,true,true,true
85208785574,10.1017/s1049096524000398,2024,22197,PS Political Science and Politics,"Climate, Conflict, and Context: Reevaluating Americans' Support for Refugees",doi:10.1017/s1049096524000398,85208785574,true,true,false,false,false,false,true,true,true,true
105003759877,10.1017/s1049096524000775,2025,22197,PS Political Science and Politics,The Fragility of the Local News Trust Advantage: Evidence from Republican Attacks on Local News,doi:10.1017/s1049096524000775,105003759877,true,true,false,false,false,false,true,true,true,true
85216620221,10.1017/s1049096524001045,2025,22197,PS Political Science and Politics,Increasing Public Support for Transgender Rights through Superordinate LGBT+ Rights Framing: Evidence from a US Survey Experiment on Transgender Participation in Sports,doi:10.1017/s1049096524001045,85216620221,true,true,false,false,false,false,true,true,true,true
105007880008,10.1017/s1049096525000381,2025,22197,PS Political Science and Politics,Measuring Gender in Comparative Survey Research,doi:10.1017/s1049096525000381,105007880008,true,true,false,false,false,false,true,true,true,true
105014775075,10.1017/s1049096525101303,2026,22197,PS Political Science and Politics,Social Benefits Motivate Young Adult Civic Engagement,doi:10.1017/s1049096525101303,105014775075,true,true,false,false,false,false,true,true,true,true
105016102699,10.1017/s1049096525101431,2026,22197,PS Political Science and Politics,Gray Area: Population Aging and Immigration Attitudes in Japan,doi:10.1017/s1049096525101431,105016102699,true,true,false,false,false,false,true,true,true,true
105021632602,10.1017/s1049096525101613,2026,22197,PS Political Science and Politics,The effect of information provision on popular support for gender-related legislation: Experimental evidence from South Dakota constitutional amendment proposal,doi:10.1017/s1049096525101613,105021632602,true,true,false,false,false,false,true,true,true,true
105041067124,10.1017/s1049096526102169,2026,22197,PS Political Science and Politics,The Effects of Bias Mitigation Prompts and Gender Education on Student Evaluations of Teaching,doi:10.1017/s1049096526102169,105041067124,true,true,false,false,false,false,true,true,true,true
105047461442,10.1017/s1049096526102340,2026,22197,PS Political Science and Politics,Contemplating Conquest: Public Opinion on the Forcible Seizure of Territory,doi:10.1017/s1049096526102340,105047461442,true,true,false,false,false,false,true,true,true,true
105042242869,10.1017/s1355617726102070,2026,16188,Journal of the International Neuropsychological Society,Randomized controlled trial of Understanding Social Situations versus problem-solving training in improving social function in people with psychosis,doi:10.1017/s1355617726102070,105042242869,true,false,false,false,true,false,false,true,false,false
77951251020,10.1017/s1368980009991364,2010,27997,Public Health Nutrition,Effectiveness of an educational intervention on complementary feeding practices and growth in rural China: A cluster randomised controlled trial,doi:10.1017/s1368980009991364,77951251020,true,false,false,false,true,false,false,true,false,false
77957232356,10.1017/s1368980009992096,2010,27997,Public Health Nutrition,"Understanding parent concerns about childrens diet, activity and weight status: An important step towards effective obesity prevention interventions",doi:10.1017/s1368980009992096,77957232356,true,false,false,false,true,false,false,true,false,false
